128 0 0 0.0 0.0 21.24 0.3109247 0.0071839 -4.6398378 2.4884664 0.0907114 1.2330731 0.0 0.6196099 0.0703576 50.7088618 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 21.11 0.0713112 0.0211443 -0.3650071 0.4467982 0.0813209 1.18953 0.0 0.5130699 0.1148052 83.7755045 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 21.19 0.0341841 0.0219949 0.3026869 0.4374513 0.0476673 1.1238337 0.0 0.5670757 0.1327431 92.7168845 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 21.14 0.0206837 0.0143261 0.4369807 0.2902294 0.0325702 1.0876063 0.0 0.614105 0.1517891 95.1100662 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 23.55 0.015 0.0097652 0.4476384 0.2107094 0.023157 1.0625443 0.0 0.6276362 0.1675491 96.0765173 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 2 2 0.0 0.0 28.93 0.0108118 0.0072143 0.4049681 0.1443126 0.0175636 1.045126 0.0 0.6751934 0.1797388 96.4249792 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 2 2 0.0 0.0 31.18 0.0093428 0.0059508 0.3559111 0.1061509 0.0159332 1.0225756 0.0 0.6995258 0.1688536 96.6422344 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 29.59 0.0077245 0.0047283 0.3097576 0.0815332 0.0137565 1.0162114 0.0 0.7331492 0.1808907 96.4715097 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 29.23 0.0066167 0.0036347 0.2640867 0.0586696 0.0128276 1.0090106 0.0 0.7482377 0.1847061 96.9750893 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 29.69 0.0064257 0.003732 0.2361349 0.0438755 0.0123812 0.9970433 0.0 0.784845 0.1785336 96.5393246 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 3 3 0.0 0.0 30.16 0.0068556 0.0036887 0.1791459 0.0335173 0.0118774 0.9898485 0.0 0.8065215 0.1735073 96.9703413 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
