0 0.0 0.0 0.0 0.46 0.0155322 0.0 0.002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
76800 23.1875 0.0 0.0 8.79 0.0037913 0.0038455 0.0527059 0.0237995 -0.002062 0.0784098 0.7967826 1.2637417 0.4426938 0.0068402 0.7530931 {} {'explored_rooms_count': 38, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0042} 
76928 23.19531 0.0 0.0 11.29 0.0039555 0.004155 0.055436 0.023664 -0.0027578 0.0816847 0.7977396 1.2636767 0.4384907 0.0072644 0.7529787 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00419} 
77056 23.20312 0.0 0.0 10.48 0.0037262 0.0036117 0.0514289 0.0241068 -0.0028749 0.0840302 0.7994759 1.258584 0.4422528 0.0070189 0.752564 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00416} 
77184 23.20312 0.0 0.0 9.38 0.0037161 0.0037583 0.0524988 0.0244252 -0.0026924 0.07 0.7936531 1.2657646 0.4462895 0.0069445 0.748068 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00416} 
77312 23.21875 0.0 0.0 9.26 0.0034813 0.0032082 0.050271 0.0242362 -0.0032949 0.076928 0.794733 1.2676653 0.45189 0.0064514 0.7462683 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00411} 
77440 23.22656 0.0 0.0 9.34 0.0036408 0.0033694 0.0515762 0.0241904 -0.0017103 0.0720411 0.794574 1.2620508 0.4558893 0.0066158 0.7421418 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00414} 
77568 23.22656 0.0 0.0 11.34 0.0036106 0.0035083 0.0527151 0.0245356 -0.0024115 0.0726947 0.794748 1.2650731 0.4517304 0.0064926 0.7471706 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00414} 
77696 23.24219 0.0 0.0 9.57 0.0035747 0.0036129 0.0559399 0.0238623 -0.0028476 0.0774379 0.7990763 1.2735942 0.4535258 0.006833 0.7474868 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0041} 
77824 23.25 0.0 0.0 9.33 0.0036612 0.0035738 0.0540107 0.0235153 -0.0025153 0.0716714 0.7977757 1.2747545 0.4503849 0.0066993 0.7485061 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00408} 
77952 23.27344 0.0 0.0 9.51 0.0037094 0.0037512 0.0551831 0.0243454 -0.0031233 0.0816413 0.7904052 1.2769938 0.4445414 0.0067591 0.7513621 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00411} 
78080 23.28906 0.0 0.0 11.0 0.0035901 0.003785 0.0535857 0.0246527 -0.0018325 0.0843646 0.7969982 1.2776127 0.4513732 0.0069038 0.7495588 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00414} 
78208 23.32031 0.0 0.0 9.15 0.0034483 0.0032439 0.0530005 0.0247773 -0.0022873 0.0771894 0.7941391 1.2710973 0.4535296 0.006426 0.7498722 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00419} 
78336 23.33594 0.0 0.0 10.63 0.0033997 0.0034019 0.0494803 0.025403 -0.0028665 0.0748046 0.7948184 1.2700058 0.4557546 0.0063939 0.7476857 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00423} 
78464 23.34375 0.0 0.0 11.97 0.0034195 0.0032619 0.0541738 0.0246532 -0.0024801 0.0764642 0.7955557 1.2711987 0.4520382 0.0062943 0.7503156 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00425} 
78592 23.375 0.0 0.0 10.99 0.0036411 0.0036348 0.0567578 0.0240213 -0.0034578 0.0853823 0.7886059 1.2683325 0.4391129 0.0066178 0.7589962 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
78720 23.39062 0.0 0.0 8.75 0.0035348 0.0035965 0.0525563 0.0247077 -0.0020528 0.0731818 0.791057 1.2632388 0.4424552 0.0065088 0.7568499 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00433} 
78848 23.41406 0.0 0.0 9.67 0.0033814 0.0032747 0.054623 0.024662 -0.0033001 0.0818726 0.7961282 1.2633005 0.4577553 0.0065811 0.7483297 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00429} 
78976 23.4375 0.0 0.0 8.23 0.0034204 0.0033107 0.0521663 0.0249045 -0.0021535 0.0756245 0.7901785 1.2696149 0.4645779 0.0063433 0.7421045 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00428} 
79104 23.45312 0.0 0.0 10.37 0.003469 0.0034977 0.0537188 0.0253119 -0.0032479 0.0775568 0.7881434 1.2683483 0.4491554 0.0063603 0.7508913 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00434} 
79232 23.46875 0.0 0.0 10.77 0.0036851 0.0039994 0.0555604 0.0249196 -0.0024974 0.0820997 0.7876879 1.2611476 0.4360549 0.0067121 0.7582802 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
79360 23.47656 0.0 0.0 8.61 0.0035266 0.0034105 0.0517764 0.0250194 -0.0033361 0.0738216 0.7937374 1.2586179 0.4451902 0.0065979 0.7532531 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
79488 23.48438 0.0 0.0 11.12 0.003561 0.0035626 0.0527664 0.0255269 -0.003752 0.0858271 0.7924355 1.2564432 0.4428077 0.0066753 0.7561659 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
79616 23.48438 0.0 0.0 11.09 0.0036588 0.0034706 0.0512873 0.0249454 -0.0024453 0.0665421 0.7936062 1.2620796 0.4389353 0.0068175 0.7587697 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
79744 23.53906 0.0 0.0 10.06 0.0036468 0.0040703 0.0507682 0.0247704 -0.0042891 0.0934187 0.7948476 1.2702035 0.4588749 0.0068964 0.7467504 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00428} 
79872 23.54688 0.0 0.0 8.8 0.0035494 0.0034375 0.0514733 0.0247723 -0.0032411 0.0734482 0.796134 1.2781904 0.4559173 0.0065831 0.7494347 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00426} 
80000 23.55469 0.0 0.0 9.08 0.003415 0.0032507 0.0532334 0.0246011 -0.0019707 0.0689628 0.7921698 1.286582 0.4662196 0.0064909 0.744062 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80128 23.5625 0.0 0.0 9.77 0.0032221 0.002921 0.052018 0.024691 -0.0027366 0.0670753 0.7958171 1.2926412 0.4909834 0.0061518 0.729499 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80256 23.5625 0.0 0.0 8.87 0.0031898 0.0028146 0.0551403 0.0246112 -0.0019907 0.0669252 0.8018712 1.3038225 0.5119735 0.006107 0.717962 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80384 23.58594 0.0 0.0 10.4 0.003216 0.0028285 0.0502385 0.0244675 -0.0034637 0.0750763 0.7974021 1.3028729 0.5113281 0.006182 0.7197842 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80512 23.58594 0.0 0.0 12.42 0.0033806 0.0035676 0.050167 0.0239036 -0.0033027 0.068197 0.7988639 1.3052589 0.5182493 0.0063118 0.7161402 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80640 23.60938 0.0 0.0 10.93 0.0034259 0.003404 0.053253 0.0243388 -0.0028048 0.0760354 0.7897184 1.3076222 0.5048193 0.0063195 0.7263525 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00422} 
80768 23.67969 0.0 0.0 11.13 0.0034067 0.0028802 0.0493759 0.0250409 -0.001832 0.0992924 0.7915078 1.2917857 0.4814076 0.0061276 0.7377417 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00429} 
80896 23.6875 0.0 0.0 11.11 0.0034395 0.0031076 0.053418 0.0248536 -0.0024244 0.0822125 0.7879641 1.2692557 0.4382382 0.0062206 0.7610405 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0043} 
81024 23.71875 0.0 0.0 8.9 0.0035621 0.0031698 0.0515593 0.0251563 -0.00123 0.0820904 0.7842908 1.2582483 0.4265328 0.0064186 0.7672525 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00432} 
81152 23.74219 0.0 0.0 8.59 0.0036409 0.0031149 0.0552101 0.0248754 -0.0022763 0.0813999 0.7878517 1.255091 0.4060837 0.0065674 0.7760034 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
81280 23.75781 0.0 0.0 9.39 0.0035408 0.0028644 0.0555708 0.024708 -0.0018172 0.091397 0.7915915 1.2372464 0.3887738 0.0066343 0.7865121 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00442} 
81408 23.77344 0.0 0.0 10.91 0.003756 0.0033058 0.0502083 0.0251273 -0.0020999 0.0811368 0.7898872 1.2435893 0.3887455 0.0069675 0.7894445 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00444} 
81536 23.78906 0.0 0.0 9.14 0.0039219 0.0035205 0.0538029 0.0249164 -0.0013733 0.0866171 0.7842121 1.2407406 0.373692 0.0070942 0.7962779 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00445} 
81664 23.78906 0.0 0.0 8.85 0.0040822 0.003548 0.0565302 0.0242854 -0.0021037 0.0865939 0.7894219 1.2313239 0.3667547 0.0073563 0.8015618 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00445} 
81792 23.78906 0.0 0.0 9.1 0.004135 0.0041187 0.0542195 0.0246076 -0.002981 0.0859152 0.7892067 1.2312652 0.3733948 0.0076543 0.7959146 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00445} 
81920 23.82031 0.0 0.0 10.09 0.0042759 0.0039437 0.0534295 0.0245668 -0.0033344 0.0868877 0.781873 1.2202171 0.3662099 0.0077524 0.8002678 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0044} 
82048 23.82031 0.0 0.0 8.79 0.0043521 0.0040135 0.053885 0.02404 -0.0025467 0.0751458 0.7833208 1.2241532 0.3637293 0.0078244 0.8022863 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0044} 
82176 23.84375 0.0 0.0 8.72 0.0043911 0.0042849 0.0509441 0.0240548 -0.002667 0.088631 0.7834839 1.2173057 0.3718385 0.0079955 0.7987871 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00441} 
82304 23.89062 0.0 0.0 9.45 0.0045958 0.0043511 0.0502166 0.024672 -0.0025615 0.1079726 0.7826992 1.209247 0.3492213 0.0080774 0.8112146 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00445} 
82432 23.89844 0.0 0.0 10.11 0.0044797 0.0042599 0.0553864 0.0242707 -0.0035128 0.0815462 0.7780967 1.2026912 0.3343995 0.0081237 0.8183207 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00447} 
82560 23.94531 0.0 0.0 7.57 0.0045393 0.0042137 0.0523389 0.0246381 -0.0035584 0.1023983 0.7845506 1.1957566 0.3280583 0.0081071 0.823235 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00438} 
82688 23.98438 0.0 0.0 11.85 0.0043104 0.0038776 0.0586346 0.0248353 -0.0035603 0.0982624 0.7875194 1.1903095 0.3135655 0.0077059 0.8290779 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00426} 
82816 24.01562 0.0 0.0 10.08 0.0041647 0.0038175 0.0605972 0.0246272 -0.002925 0.0975875 0.7789011 1.189793 0.3054918 0.0076637 0.8338466 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00433} 
82944 24.02344 0.0 0.0 12.88 0.0043448 0.0048423 0.0585116 0.024834 -0.0034808 0.0794179 0.7822825 1.1944306 0.2994462 0.0079185 0.8385031 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00431} 
83072 24.05469 0.0 0.0 9.02 0.0049068 0.0075047 0.0578344 0.0247204 -0.0029808 0.0932365 0.7833501 1.180491 0.2867574 0.0085381 0.8450229 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00436} 
83200 24.07031 0.0 0.0 9.78 0.0046055 0.004914 0.0551778 0.0244314 -0.0034385 0.0866978 0.7836155 1.1791895 0.2880858 0.0082432 0.84245 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00434} 
83328 24.08594 0.0 0.0 8.7 0.0046501 0.0054416 0.0505424 0.0250085 -0.0028017 0.0802066 0.7851881 1.1846975 0.2955502 0.0082791 0.8391893 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00432} 
83456 24.11719 0.0 0.0 9.4 0.0044608 0.0042974 0.0561671 0.0245962 -0.0021672 0.0965586 0.7804845 1.1883153 0.2867994 0.0080855 0.8441922 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00426} 
83584 24.13281 0.0 0.0 10.13 0.004874 0.0065064 0.055232 0.0244318 -0.0023788 0.0916655 0.7862456 1.1807855 0.2801259 0.0086906 0.8482598 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00424} 
83712 24.15625 0.0 0.0 11.96 0.0047791 0.0052781 0.0520668 0.0250526 -0.0030434 0.0858099 0.7838383 1.1804814 0.2864498 0.0085558 0.8466152 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00424} 
83840 24.19531 0.0 0.0 10.25 0.0046256 0.0046527 0.0535157 0.0243852 -0.002891 0.0875523 0.7845596 1.1732954 0.2723629 0.008529 0.8544253 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00423} 
83968 24.23438 0.0 0.0 9.0 0.0046507 0.0053883 0.0540612 0.0247461 -0.0026016 0.0862766 0.7826354 1.1760843 0.2734921 0.0083823 0.8539372 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0042} 
84096 24.28125 0.0 0.0 9.56 0.0046034 0.0051546 0.0544936 0.025042 -0.0039296 0.0936886 0.7804855 1.1677282 0.2563908 0.0085415 0.8615236 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00419} 
84224 24.28906 0.0 0.0 8.36 0.0043612 0.003714 0.0542007 0.0245926 -0.0033802 0.0769522 0.7841303 1.1765499 0.2626056 0.0080312 0.8572757 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00417} 
84352 24.32031 0.0 0.0 9.65 0.0045808 0.0042487 0.0531211 0.0250354 -0.0024012 0.0858703 0.7867331 1.1792196 0.2578451 0.0083839 0.8607995 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00421} 
84480 24.32812 0.0 0.0 8.98 0.0047005 0.0044203 0.0558703 0.0242735 -0.0026229 0.0710814 0.7872181 1.1712833 0.2549075 0.0084363 0.8644426 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00418} 
84608 24.34375 0.0 0.0 9.24 0.0045202 0.0042864 0.0556557 0.0242693 -0.0011122 0.0823319 0.7824244 1.1759217 0.2587929 0.008615 0.8620224 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00417} 
84736 24.36719 0.0 0.0 9.98 0.0045648 0.0043609 0.0566661 0.0237268 -0.002612 0.0809364 0.7812577 1.178774 0.2649751 0.0083927 0.8591567 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00418} 
84864 24.375 0.0 0.0 10.58 0.0045513 0.0046843 0.0549111 0.0243185 -0.0031742 0.0813831 0.779443 1.1714738 0.2715265 0.0082791 0.8536295 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00417} 
84992 24.39062 0.0 0.0 8.67 0.0049636 0.0055049 0.0561124 0.0238427 -0.0026911 0.078076 0.779134 1.1753143 0.2759016 0.0088151 0.851791 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00413} 
85120 24.42188 0.0 0.0 10.21 0.0048557 0.0051535 0.0546938 0.0238679 -0.0028616 0.0841194 0.778791 1.165896 0.2683081 0.0090151 0.8556918 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00409} 
85248 24.42969 0.0 0.0 10.0 0.0048276 0.0046653 0.0559928 0.023752 -0.0016854 0.0789873 0.7780393 1.165705 0.2659013 0.0086167 0.8579953 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00406} 
85376 24.49219 0.0 0.0 8.98 0.0047907 0.0050136 0.052632 0.0243533 -0.0021112 0.1020974 0.7831405 1.1714148 0.2744914 0.0088472 0.8524252 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00393} 
85504 24.51562 0.0 0.0 9.37 0.0043657 0.0039268 0.0527816 0.0240693 -0.0017964 0.0800267 0.7763142 1.1697981 0.2606151 0.0081835 0.8592303 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00387} 
85632 24.52344 0.0 0.0 8.52 0.0042266 0.0039183 0.0511688 0.0245493 -0.0027118 0.0744421 0.7779256 1.1781999 0.2507762 0.0079381 0.8649963 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00384} 
85760 24.54688 0.0 0.0 9.49 0.0042398 0.0040373 0.053307 0.0240562 -0.0027859 0.0797911 0.7848849 1.1747988 0.2569837 0.0076226 0.8619726 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00377} 
85888 24.54688 0.0 0.0 10.57 0.0042003 0.0042562 0.0500562 0.0240572 -0.0029184 0.0698177 0.7837706 1.1770297 0.2602558 0.0077846 0.8611178 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00377} 
86016 24.5625 0.0 0.0 9.51 0.0042231 0.004326 0.0518742 0.0236702 -0.0020907 0.0775804 0.7826064 1.179193 0.2586693 0.0080027 0.861029 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00372} 
86144 24.57812 0.0 0.0 9.55 0.0041962 0.0039834 0.0508158 0.0236544 -0.002844 0.0786698 0.7773633 1.1820748 0.2607812 0.0077208 0.8608625 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
86272 24.58594 0.0 0.0 8.98 0.0040073 0.0033958 0.0554239 0.0231523 -0.0035685 0.0801636 0.7811386 1.1825697 0.2662817 0.0075816 0.8567309 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00371} 
86400 24.60156 0.0 0.0 9.7 0.0040412 0.0033325 0.0543867 0.0233544 -0.0021941 0.0828223 0.7737414 1.1818673 0.2570824 0.0074908 0.8618629 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00366} 
86528 24.61719 0.0 0.0 9.12 0.0042078 0.0036377 0.0497762 0.0237585 -0.0019434 0.0738889 0.7826029 1.1848453 0.2517219 0.0075795 0.8660545 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
86656 24.61719 0.0 0.0 11.04 0.0039072 0.0032639 0.05422 0.0237853 -0.0015061 0.072047 0.7829188 1.1877638 0.2517346 0.0073709 0.8672457 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
86784 24.61719 0.0 0.0 10.16 0.0038874 0.0031203 0.0508228 0.0235358 -0.0025706 0.0758044 0.78352 1.1869761 0.2546354 0.0074185 0.865392 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
86912 24.625 0.0 0.0 9.7 0.0039743 0.0030782 0.0512111 0.0236353 -0.0021964 0.0769788 0.783509 1.189683 0.2563338 0.0072768 0.864263 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00374} 
87040 24.625 0.0 0.0 10.66 0.004079 0.0036369 0.0503415 0.0245009 -0.0025516 0.0767187 0.7818297 1.1932409 0.2587435 0.0075821 0.8619303 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00374} 
87168 24.64844 0.0 0.0 10.79 0.00407 0.0034168 0.0523132 0.0234405 -0.0026944 0.0877346 0.7825276 1.1856134 0.256335 0.0075592 0.8652416 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00374} 
87296 24.65625 0.0 0.0 10.02 0.0039418 0.003024 0.053087 0.023568 -0.002465 0.0840665 0.7787864 1.1850566 0.2528276 0.0074392 0.8666145 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
87424 24.65625 0.0 0.0 9.91 0.0040051 0.0030836 0.0501623 0.02339 -0.0017757 0.0744962 0.7852315 1.1862154 0.2516861 0.0074017 0.8668102 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
87552 24.67969 0.0 0.0 8.29 0.0038512 0.0028595 0.0523997 0.0229277 -0.0020652 0.0771952 0.7837782 1.1721981 0.2531314 0.0073379 0.8662293 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00371} 
87680 24.69531 0.0 0.0 8.79 0.0039819 0.0027127 0.0498827 0.0232738 -0.0020193 0.0789423 0.7844804 1.1792349 0.2495247 0.0072163 0.8672818 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00375} 
87808 24.70312 0.0 0.0 11.96 0.0038243 0.0026457 0.0504972 0.0227594 -0.0015887 0.076104 0.7872506 1.179392 0.2452351 0.0073704 0.870193 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00373} 
87936 24.70312 0.0 0.0 10.11 0.00386 0.0028389 0.052238 0.0227426 -0.0018226 0.0669113 0.7904487 1.1869257 0.2487855 0.0072646 0.8680224 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00373} 
88064 24.71094 0.0 0.0 10.0 0.0038045 0.0028448 0.0544796 0.0225812 -0.0020077 0.0763176 0.7840396 1.1853679 0.2486429 0.0070898 0.8697648 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00372} 
88192 24.71875 0.0 0.0 9.59 0.0037586 0.0027123 0.0521422 0.0238263 -0.0025796 0.0731019 0.7821077 1.1746679 0.2492946 0.0071228 0.8685828 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00371} 
88320 24.72656 0.0 0.0 10.53 0.0038332 0.002861 0.0508071 0.0230252 -0.0018702 0.080155 0.7841308 1.1842886 0.2481607 0.0071097 0.8714169 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00373} 
88448 24.74219 0.0 0.0 9.33 0.0038457 0.0029369 0.0477669 0.0226529 -0.0024804 0.0696947 0.7849959 1.1783747 0.2456028 0.0072791 0.8707266 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0037} 
88576 24.74219 0.0 0.0 9.92 0.0037856 0.0028933 0.0477091 0.0223635 -0.0035465 0.070453 0.7875008 1.1889692 0.2447448 0.0071912 0.8727594 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0037} 
88704 24.74219 0.0 0.0 9.54 0.0040121 0.0033006 0.0521367 0.0227662 -0.0029685 0.0674922 0.7875538 1.1856285 0.2453782 0.0073578 0.8712709 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0037} 
88832 24.75 0.0 0.0 8.92 0.004124 0.0037589 0.0520665 0.0231604 -0.0018621 0.0656256 0.7862006 1.1864203 0.2438958 0.00752 0.8720034 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00369} 
88960 24.78125 0.0 0.0 8.44 0.0038321 0.0031855 0.0513466 0.0234549 -0.0025359 0.0796013 0.7848134 1.1818716 0.2445058 0.0073083 0.8714166 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00367} 
89088 24.78906 0.0 0.0 9.88 0.0037538 0.0027778 0.0510306 0.0239304 -0.0021627 0.0796884 0.7800826 1.1826206 0.2381245 0.0070392 0.8742936 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00369} 
89216 24.78906 0.0 0.0 9.31 0.0036271 0.0028676 0.0490694 0.0230646 -0.0015863 0.0662817 0.7796987 1.184407 0.240858 0.0070107 0.8734657 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00369} 
89344 24.78906 0.0 0.0 9.08 0.0036653 0.0026534 0.0498761 0.0224273 -0.0028092 0.0625618 0.7896721 1.1919977 0.2414024 0.0069753 0.8737842 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00369} 
89472 24.78906 0.0 0.0 10.66 0.0037363 0.0030782 0.0502266 0.0234718 -0.0026476 0.0611388 0.7843263 1.1854567 0.2450599 0.0070168 0.8726763 {} {'explored_rooms_count': 39, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00369} 
