128 0 0 0.0 0.0 20.9 0.6427542 0.0144472 -9.5740145 11.28102 0.0865301 1.2549939 0.0 0.6151827 0.0678106 45.6705762 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 21.41 0.150059 0.0554632 -0.8208798 2.1025028 0.0890183 1.2185076 0.0 0.5298443 0.1164576 77.0304293 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 21.23 0.0737258 0.0519645 0.4742421 1.5686443 0.0532776 1.1709522 0.0 0.5965642 0.1365716 85.4609549 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 21.58 0.0462671 0.0344641 0.9243658 1.6225916 0.0363023 1.1273524 0.0 0.6844968 0.1494326 90.2535288 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 21.47 0.0328645 0.0263882 0.8303686 0.8999345 0.0254277 1.1099968 0.0 0.7348251 0.1580451 91.2703089 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 21.58 0.0252761 0.0205031 0.8270104 0.6994883 0.0210274 1.0897965 0.0 0.8265529 0.1623482 93.6113756 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 21.46 0.0199778 0.0158619 0.7044447 0.5007691 0.0173282 1.0756505 0.0 0.8658858 0.1799131 93.7678689 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 21.18 0.0173191 0.0142811 0.6185384 0.3299285 0.0154363 1.0671619 0.0 0.9469643 0.1846039 94.2202177 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 21.13 0.0146267 0.0117864 0.5490427 0.2675132 0.0134788 1.0578175 0.0 0.994211 0.2032874 93.7982281 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 21.35 0.0128717 0.0099535 0.465246 0.1913915 0.0121814 1.0630803 0.0 1.0185181 0.2117409 93.159249 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 21.29 0.0129405 0.0107152 0.365842 0.1452113 0.0121225 1.0482981 0.0 1.0542659 0.2032423 93.5317379 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 21.12 0.01218 0.0091012 0.3086569 0.1105323 0.0110936 1.0267888 0.0 1.1532057 0.1856781 94.2438217 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 21.34 0.0110657 0.007432 0.2600771 0.0919034 0.0106819 1.033777 0.0 1.1969029 0.1885392 94.6850564 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 3 3 0.0 0.0 21.59 0.0110167 0.0076553 0.2334506 0.0730239 0.0099775 1.042867 0.0 1.1635892 0.1897721 94.93646 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 21.37 0.0103203 0.0082551 0.2142678 0.0644559 0.0097325 1.0436685 0.0 1.2544156 0.1880547 95.683605 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 3 3 0.0 0.0 21.02 0.0093842 0.0065397 0.198858 0.0583119 0.0095316 1.0363946 0.0 1.2822312 0.1963964 95.5447701 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 20.88 0.0096292 0.0077062 0.1635801 0.0454488 0.0098099 1.036589 0.0 1.3944688 0.203506 95.8688749 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 21.31 0.0094726 0.0061912 0.1372939 0.0345306 0.00916 1.0292039 0.0 1.4729037 0.2030805 95.1956728 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 3 3 0.0 0.0 21.07 0.0091739 0.0061279 0.1142042 0.0256696 0.0087784 1.0406777 0.0 1.4843034 0.2050984 95.5165861 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 21.13 0.0086938 0.0060991 0.1046793 0.0226901 0.008604 1.0287121 0.0 1.5238138 0.2070993 95.5888803 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 20.97 0.0098261 0.0072725 0.0717341 0.0205943 0.0091012 1.0078678 0.0 1.5741055 0.2066192 96.0781931 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 21.28 0.0090286 0.0061535 0.0654331 0.0172038 0.0087837 0.9893911 0.0 1.6366807 0.1863823 96.0986983 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 4 4 0.0 0.0 21.63 0.0096092 0.0069689 0.0529369 0.0192858 0.0089601 0.9720749 0.0 1.737028 0.1709005 95.5327067 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 4 4 0.0 0.0 21.62 0.0096498 0.0078134 0.0363527 0.0157507 0.0090552 0.9682775 0.0 1.8120606 0.1704327 96.0862429 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 4 4 0.0 0.0 21.59 0.0094269 0.0072194 0.0271029 0.0146616 0.0093499 0.9581876 0.0 1.8039752 0.1656005 96.268926 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
