128 0 0 0.0 0.0 56.91 0.3920145 0.0082601 -5.820805 4.1234559 0.1194755 1.2240102 0.0 0.5699479 0.0745945 53.3476337 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 56.63 0.0854377 0.0296615 -0.4058812 0.7227773 0.1000274 1.1998726 0.0 0.5110135 0.1333696 80.6149629 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 55.85 0.044995 0.0312723 0.2846416 0.5938876 0.0567839 1.155573 0.0 0.5543296 0.1578646 87.7040582 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 55.02 0.0233829 0.0182301 0.5408425 0.4159333 0.0365995 1.1183455 0.0 0.6061327 0.1739488 91.3325008 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 56.07 0.0172534 0.0126241 0.553132 0.3289553 0.0274004 1.0917572 0.0 0.672571 0.1697173 92.783629 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 58.45 0.0136374 0.009359 0.4939055 0.2349557 0.0207242 1.0601627 0.0 0.723019 0.1703884 94.3673 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 59.58 0.0095926 0.0059264 0.4705975 0.1644377 0.0164691 1.0513776 0.0 0.7579808 0.1716592 95.0524626 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 58.8 0.0085766 0.0052714 0.4139693 0.131028 0.0149082 1.0349981 0.0 0.8178543 0.1687624 95.9877548 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 57.74 0.0074448 0.0043774 0.3485521 0.0836707 0.013868 1.0352909 0.0 0.8586958 0.1793595 95.7768864 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 55.93 0.006467 0.0036834 0.2875022 0.0552778 0.0126194 1.04366 0.0 0.8756809 0.1878851 95.5777143 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 1 1 0.0 0.0 54.87 0.0061516 0.0037038 0.2348743 0.040406 0.0117062 1.0452409 0.0 0.9131395 0.1912068 95.2772955 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 54.67 0.0061763 0.0036313 0.2061598 0.0376697 0.0114408 1.0341725 0.0 0.9582591 0.1851415 95.5135334 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 54.9 0.0057271 0.0036336 0.177829 0.0265717 0.010868 1.0318919 0.0 0.9740033 0.1819485 95.8257747 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 55.28 0.0055192 0.0036414 0.147488 0.0191742 0.0110175 1.0290101 0.0 0.9990758 0.1872998 95.7659703 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 56.74 0.0054126 0.0034528 0.126635 0.0169214 0.0109328 1.0302344 0.0 1.0560319 0.1987128 95.6605222 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 55.63 0.0056648 0.0034544 0.1084047 0.0139345 0.0107207 1.0223605 0.0 1.0919515 0.200911 95.8366939 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 2 2 0.0 0.0 54.55 0.0052495 0.0033252 0.0913066 0.0096971 0.0103146 1.0240359 0.0 1.1060765 0.1940143 96.0695718 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 2 2 0.0 0.0 53.73 0.0050377 0.0032078 0.0765341 0.0083626 0.0102618 1.01206 0.0 1.1602893 0.2003196 96.1585426 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 2 2 0.0 0.0 52.89 0.0053988 0.0047246 0.0583814 0.0084359 0.010254 1.0115416 0.0 1.2157396 0.2047757 96.0463203 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 52.14 0.0050669 0.0038235 0.0564598 0.0067865 0.0099938 1.0056608 0.0 1.266209 0.2001333 96.20293 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 52.1 0.0052744 0.0037016 0.0448792 0.0056412 0.0102867 0.9883167 0.0 1.2716005 0.183586 95.786565 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 52.31 0.0055674 0.0044466 0.0294567 0.0053602 0.0105494 0.9797778 0.0 1.2881472 0.1808195 96.1447762 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 3 3 0.0 0.0 50.85 0.0050938 0.0041246 0.0342976 0.0054959 0.0103114 0.9710691 0.0 1.2815276 0.1719271 96.3398054 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 3 3 0.0 0.0 50.32 0.0050882 0.0041813 0.0247121 0.004475 0.0100428 0.969561 0.0 1.3153287 0.185993 96.7557985 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 3 3 0.0 0.0 50.53 0.0054098 0.0048619 0.0172958 0.005608 0.0107693 0.9658043 0.0 1.3210906 0.1868475 96.2618146 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 3 3 0.0 0.0 49.74 0.0057936 0.0050734 0.0116853 0.0056893 0.0111505 0.9641635 0.0 1.3976875 0.1999265 95.9780858 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 4 4 0.0 0.0 49.22 0.0056738 0.0049891 0.0049192 0.0054051 0.0106043 0.9682982 0.0 1.4200287 0.2026008 95.9123343 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 4 4 0.0 0.0 51.2 0.0062624 0.0056503 -0.0008996 0.0076771 0.011126 0.9498333 0.0 1.5396713 0.1955155 96.7923023 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
