128 0 0 0.0 0.0 41.94 0.1564769 0.0035706 -2.335287 0.5867889 0.0891721 1.2574212 0.0 0.6216613 0.0711615 44.9101076 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 42.69 0.0319329 0.0086645 -0.1323174 0.1057814 0.0712968 1.2395925 0.0 0.5151653 0.1029394 73.2216296 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 42.88 0.0158261 0.0115146 0.1617039 0.0935884 0.0438861 1.1827211 0.0 0.6372363 0.1173301 85.5043673 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 43.79 0.0102189 0.0074791 0.2221318 0.0699354 0.0322967 1.1373612 0.0 0.7685336 0.1237339 89.9773991 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 46.34 0.0082441 0.0060115 0.2247734 0.059476 0.0252346 1.0950585 0.0 0.8720112 0.1327543 93.5476414 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 60.71 0.0056574 0.0037905 0.2195186 0.042853 0.0204587 1.0799431 0.0 1.0084919 0.14291 93.9368873 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 61.47 0.005207 0.0031122 0.1831186 0.0328516 0.0185551 1.0583426 0.0 1.0685216 0.1475739 94.5851306 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 60.31 0.0046631 0.0025219 0.1500815 0.0225589 0.0167035 1.0460832 0.0 1.1064385 0.1575446 94.805069 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 61.57 0.0040398 0.0026427 0.1292079 0.0166226 0.0147351 1.0420717 0.0 1.1590933 0.155882 95.4727911 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 60.8 0.0035365 0.0023948 0.114104 0.0123963 0.0133138 1.0416162 0.0 1.2047999 0.1633043 95.4814777 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 1 1 0.0 0.0 61.66 0.0031258 0.0019731 0.1005463 0.0086773 0.0123563 1.0500343 0.0 1.2246547 0.1745399 95.3611859 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
