0 0.0 0.0 0.0 0.39 0.0202308 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
1536 2.34375 0.0 0.0 12.68 0.0184668 0.015381 0.0 0.0 -0.0032648 0.1380446 1.5743258 1.2618829 0.6927739 0.0301586 0.5078864 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0018} 
1664 2.64062 0.0 0.0 11.68 0.0142764 0.0121067 0.0 0.0 -0.0031898 0.0864606 1.5730315 1.259459 0.6925936 0.0245989 0.509251 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00181} 
1792 2.89062 0.0 0.0 10.69 0.0111452 0.0094373 0.0 0.0 -0.0035927 0.055034 1.5710892 1.2446935 0.6925566 0.0194987 0.5081858 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00173} 
1920 3.0 0.0 0.0 11.86 0.0091324 0.0080893 0.0 0.0 -0.0023194 0.0318247 1.572062 1.2322763 0.6927739 0.016209 0.5062258 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
2048 3.10156 0.0 0.0 12.19 0.0081079 0.0074142 0.0 0.0 -0.0022705 0.022462 1.5717437 1.2297349 0.69259 0.0141772 0.5101059 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0016} 
2176 3.27344 0.0 0.0 12.28 0.0083961 0.0179787 0.0 0.0 -0.0026781 0.0261004 1.5707786 1.2240904 0.6926827 0.0135251 0.5080601 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00159} 
2304 3.49219 0.0 0.0 11.16 0.0068317 0.0098018 0.0 0.0 -0.0031577 0.0194467 1.5672717 1.2178915 0.6926518 0.011877 0.5105291 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00152} 
2432 3.57812 0.0 0.0 11.07 0.0073773 0.0149756 0.0 0.0 -0.0023059 0.0165494 1.5220315 1.2125395 0.6926124 0.0119485 0.5144497 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00152} 
2560 3.70312 0.0 0.0 12.34 0.0074615 0.0098988 0.0 0.0 -0.0020309 0.0125894 1.5149765 1.2068879 0.6924656 0.0128853 0.5133767 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00149} 
2688 3.875 0.0 0.0 12.2 0.0078925 0.0077555 0.0 0.0 -0.0031898 0.0127198 1.5122668 1.2011395 0.6928046 0.0138598 0.5088381 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00148} 
2816 4.09375 0.0 0.0 9.88 0.0091297 0.0197497 0.0 0.0 -0.0029159 0.0197965 1.5122042 1.2011292 0.6927994 0.0149989 0.5063615 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00153} 
2944 4.26562 0.0 0.0 11.2 0.0096774 0.0267618 0.0 0.0 -0.0025062 0.0142521 1.5122151 1.2011579 0.6934721 0.015278 0.4972504 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00155} 
3072 4.46875 0.0 0.0 11.33 0.0090435 0.0187971 0.0 0.0 -0.002522 0.0159148 1.5127111 1.2025067 0.6927301 0.0149905 0.5109338 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00156} 
3200 4.65625 0.0 0.0 9.45 0.008255 0.0146019 0.0 0.0 -0.0034563 0.0172968 1.5111698 1.2000792 0.6931106 0.0140203 0.5024219 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0016} 
3328 4.8125 0.0 0.0 11.1 0.0077275 0.0119447 0.0 0.0 -0.0028126 0.0146739 1.5116668 1.201438 0.6933199 0.0134664 0.5011458 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00159} 
3456 4.99219 0.0 0.0 11.05 0.0077101 0.0111346 0.0 0.0 -0.0025263 0.0128554 1.4858614 1.1957296 0.6934247 0.0135099 0.5025271 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00155} 
3584 5.29688 0.0 0.0 12.93 0.0070779 0.0082615 0.0 0.0 -0.0027492 0.0101557 1.4833378 1.216693 0.6929441 0.0129389 0.5044345 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00156} 
3712 5.48438 0.0 0.0 11.22 0.006286 0.0085813 0.0 0.0 -0.003887 0.014947 1.4875216 1.235105 0.6933621 0.0117373 0.4963539 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00162} 
3840 5.6875 0.0 0.0 10.31 0.0060643 0.0063075 0.0 0.0 -0.0050441 0.0077919 1.4980613 1.2577986 0.6937358 0.0111268 0.4921154 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0016} 
3968 5.77344 0.0 0.0 10.72 0.0066573 0.0061557 0.0 0.0 -0.0058147 0.006279 1.4842849 1.2708596 0.6938541 0.0112823 0.494291 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00161} 
4096 5.98438 0.0 0.0 9.67 0.0074897 0.0058945 0.0 0.0 -0.0076247 0.0039978 1.4732606 1.2948107 0.6936566 0.0123056 0.4958469 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00159} 
4224 6.14844 0.0 0.0 10.7 0.0068759 0.0047802 0.0 0.0 -0.0089948 0.0033639 1.4666716 1.3149612 0.693758 0.0118768 0.4918044 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00166} 
4352 6.3125 0.0 0.0 9.57 0.006686 0.0044538 0.0 0.0 -0.0101215 0.0027464 1.4686789 1.3399004 0.6935848 0.0125692 0.496539 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00155} 
4480 6.44531 0.0 0.0 11.22 0.0072874 0.0053643 0.0 0.0 -0.0090278 0.0023703 1.4729496 1.3463759 0.6934811 0.013396 0.4983325 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00153} 
4608 6.8125 0.0 0.0 11.47 0.0076895 0.005963 0.0 0.0 -0.0055529 0.0036246 1.4779758 1.3372794 0.6929099 0.0132496 0.5082812 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00147} 
4736 7.125 0.0 0.0 11.26 0.0082989 0.0131429 0.0 0.0 -0.0043279 0.0061325 1.4651378 1.3364079 0.6924255 0.0128626 0.5149877 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00136} 
4864 7.39062 0.0 0.0 10.29 0.0085131 0.0110502 0.0 0.0 -0.005831 0.007038 1.4489999 1.3206466 0.6923439 0.0134272 0.5155888 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00137} 
4992 7.92969 0.0 0.0 10.83 0.0091583 0.010401 0.0 0.0 -0.0058496 0.0107221 1.4430408 1.3197269 0.6917205 0.014832 0.5290931 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00136} 
5120 8.89062 0.0 0.0 10.99 0.0092555 0.0088775 0.0 0.0 -0.0063417 0.0121029 1.4179173 1.3166191 0.6925807 0.0149769 0.5192656 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00122} 
5248 9.96094 0.0 0.0 11.71 0.007833 0.0062663 0.0 0.0 -0.0056494 0.0103755 1.4042478 1.3235748 0.6932179 0.0134175 0.5032398 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00085} 
5376 11.11719 0.0 0.0 10.96 0.0063722 0.0044699 0.0 0.0 -0.00636 0.0074254 1.4001064 1.3288982 0.6935243 0.0110217 0.4969003 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00064} 
5504 12.08594 0.0 0.0 11.98 0.0054738 0.0035265 0.0 0.0 -0.0063519 0.0048336 1.4032863 1.3252824 0.6937397 0.0096909 0.4866088 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00065} 
5632 12.72656 0.0 0.0 11.88 0.0049908 0.0031905 0.0 0.0 -0.0061934 0.0030666 1.4054663 1.3240289 0.6932594 0.0087259 0.4967688 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00065} 
5760 13.21875 0.0 0.0 11.09 0.0046173 0.0039376 0.0 0.0 -0.00702 0.0024925 1.4150802 1.3188843 0.6939463 0.0083853 0.485272 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00063} 
5888 13.58594 0.0 0.0 12.07 0.0044893 0.0036057 0.0 0.0 -0.0051617 0.0016381 1.4095223 1.3145689 0.6932032 0.007955 0.4988862 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00062} 
6016 13.90625 0.0 0.0 11.43 0.0042086 0.0032926 0.0 0.0 -0.0043107 0.0013472 1.4116071 1.3139626 0.6936812 0.0076946 0.4919658 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00065} 
6144 14.21875 0.0 0.0 12.81 0.0040317 0.0032494 0.0 0.0 -0.0028777 0.0012969 1.4068175 1.3146662 0.6931288 0.0072736 0.4988427 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00067} 
6272 14.67969 0.0 0.0 10.73 0.0047408 0.0045783 0.0 0.0 -0.0067744 0.0017926 1.4087233 1.3049986 0.6933078 0.0085072 0.4958689 {} {'explored_rooms_count': 14, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00066} 
6400 15.17969 0.0 0.0 10.23 0.0048398 0.0046302 0.0 0.0 -0.0061545 0.0019386 1.3958623 1.295789 0.6926491 0.0087221 0.5056541 {} {'explored_rooms_count': 14, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00072} 
6528 15.79688 0.0 0.0 10.99 0.0061757 0.0168112 0.0 0.0 -0.003595 0.0147068 1.3875624 1.2875384 0.6929868 0.0098588 0.496488 {} {'explored_rooms_count': 15, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00079} 
6656 16.49219 0.0 0.0 11.8 0.0059313 0.0077172 0.0 0.0 -0.0048916 0.0042761 1.3864383 1.2893098 0.6939231 0.0104003 0.4830459 {} {'explored_rooms_count': 16, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00079} 
6784 17.07031 0.0 0.0 11.03 0.0104265 0.0184555 0.0 0.0 -0.0046091 0.009079 1.385279 1.2746317 0.6933538 0.0134324 0.4899953 {} {'explored_rooms_count': 17, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00078} 
6912 17.79688 0.0 0.0 13.62 0.0149184 0.028975 0.0 0.0 -0.0035184 0.0177938 1.3770156 1.2585806 0.6938419 0.0178702 0.4831173 {} {'explored_rooms_count': 20, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00086} 
7040 18.49219 0.0 0.0 13.12 0.0157513 0.0278437 0.0 0.0 -0.0047817 0.0325177 1.3742255 1.2497971 0.6935433 0.0207077 0.491607 {} {'explored_rooms_count': 22, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00088} 
7168 19.25 0.0 0.0 12.42 0.0128592 0.0172855 0.0 0.0 -0.0046884 0.0400467 1.3700969 1.2415726 0.6935658 0.0206415 0.4939064 {} {'explored_rooms_count': 24, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00088} 
7296 20.01562 0.0 0.0 12.4 0.0116823 0.0134401 0.0 0.0 -0.0050902 0.037543 1.3683426 1.2412502 0.694056 0.0190234 0.4893948 {} {'explored_rooms_count': 25, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00099} 
7424 20.76562 0.0 0.0 11.79 0.011628 0.0163353 0.0 0.0 -0.0044656 0.0357362 1.3568352 1.2313934 0.6940096 0.0192637 0.4897636 {} {'explored_rooms_count': 29, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00098} 
7552 21.50781 0.0 0.0 11.9 0.0104248 0.0118319 0.0 0.0 -0.003495 0.0299747 1.3462164 1.2355857 0.6942522 0.0182666 0.4828642 {} {'explored_rooms_count': 29, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00102} 
7680 22.36719 0.0 0.0 11.24 0.0107669 0.0119252 0.0 0.0 -0.0043053 0.0310555 1.3460051 1.2316015 0.6948332 0.0182594 0.4767528 {} {'explored_rooms_count': 30, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.001} 
7808 23.20312 0.0 0.0 11.02 0.0107548 0.0116213 0.0 0.0 -0.0038353 0.0297508 1.3470814 1.2197425 0.6936318 0.0183387 0.495424 {} {'explored_rooms_count': 30, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00105} 
7936 24.17188 0.0 0.0 12.0 0.0101614 0.013012 0.0 0.0 -0.0024771 0.0256669 1.342965 1.2246346 0.6944894 0.0180435 0.4848644 {} {'explored_rooms_count': 33, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.001} 
8064 24.99219 0.0 0.0 11.26 0.0102822 0.0130916 0.0 0.0 -0.0040284 0.0215051 1.3274521 1.225387 0.6940017 0.0172885 0.4927276 {} {'explored_rooms_count': 36, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00101} 
8192 25.74219 0.0 0.0 11.69 0.0094598 0.0090334 0.0 0.0 -0.0039078 0.0201722 1.3292942 1.218999 0.6936774 0.0169322 0.4982129 {} {'explored_rooms_count': 38, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00101} 
8320 26.52344 0.0 0.0 12.77 0.0092202 0.008687 0.0 0.0 -0.0039647 0.0184087 1.3254262 1.216821 0.6950661 0.0168385 0.4749753 {} {'explored_rooms_count': 38, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00094} 
8448 27.28125 0.0 0.0 12.78 0.0100877 0.0118459 0.0 0.0 -0.0044676 0.0177508 1.3243983 1.2052787 0.6941587 0.0173309 0.4884275 {} {'explored_rooms_count': 41, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00104} 
8576 28.17969 0.0 0.0 13.61 0.0098083 0.0121205 0.0 0.0 -0.004152 0.0179958 1.3250928 1.2036219 0.6947704 0.017409 0.4860855 {} {'explored_rooms_count': 44, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00104} 
8704 28.85938 0.0 0.0 13.74 0.0089107 0.0080367 0.0 0.0 -0.0039295 0.0138016 1.3232214 1.2049998 0.6944079 0.0162383 0.4912604 {} {'explored_rooms_count': 44, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00116} 
8832 29.6875 0.0 0.0 13.63 0.0092129 0.0102028 0.0 0.0 -0.0039639 0.011952 1.3208182 1.2096819 0.6941904 0.0162785 0.4925491 {} {'explored_rooms_count': 46, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00104} 
8960 30.30469 0.0 0.0 10.64 0.0093514 0.009299 0.0 0.0 -0.0040689 0.01169 1.3197822 1.2055028 0.6936054 0.0166738 0.5007279 {} {'explored_rooms_count': 46, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0011} 
9088 30.99219 0.0 0.0 11.69 0.0083966 0.0073046 0.0 0.0 -0.0037799 0.0102056 1.3210001 1.1965342 0.6930894 0.0160573 0.5084136 {} {'explored_rooms_count': 47, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00111} 
9216 31.66406 0.0 0.0 12.33 0.0081362 0.0072337 0.0 0.0 -0.0038048 0.0103761 1.3173819 1.2101294 0.6938799 0.0150732 0.4987803 {} {'explored_rooms_count': 48, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0012} 
9344 32.32812 0.0 0.0 13.62 0.0080793 0.0086338 0.0 0.0 -0.0037263 0.009624 1.3043591 1.209591 0.6940825 0.0146916 0.4921041 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00127} 
9472 32.83594 0.0 0.0 11.09 0.0079372 0.0089149 0.0 0.0 -0.0040689 0.0080147 1.2984772 1.1988716 0.6936544 0.0144172 0.5014703 {} {'explored_rooms_count': 52, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00127} 
9600 33.48438 0.0 0.0 12.38 0.0082453 0.0103778 0.0 0.0 -0.0038032 0.0086655 1.3015745 1.2000856 0.6938895 0.0145008 0.4926751 {} {'explored_rooms_count': 53, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00117} 
9728 34.16406 0.0 0.0 12.31 0.009158 0.0107695 0.0 0.0 -0.003965 0.0120095 1.2970242 1.1961883 0.6942144 0.0150634 0.4896902 {} {'explored_rooms_count': 59, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00115} 
9856 34.82812 0.0 0.0 10.5 0.0082695 0.0107114 0.0 0.0 -0.0039018 0.0106153 1.2960535 1.1829855 0.6947381 0.0140945 0.4830255 {} {'explored_rooms_count': 61, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00128} 
9984 35.39062 0.0 0.0 11.15 0.0077503 0.0087334 0.0 0.0 -0.0044563 0.0080076 1.2980507 1.1869479 0.694622 0.0138495 0.4849403 {} {'explored_rooms_count': 61, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00131} 
10112 35.9375 0.0 0.0 10.45 0.0075887 0.0092804 0.0 0.0 -0.0040292 0.0074213 1.3010665 1.1816118 0.6945114 0.0133359 0.4880298 {} {'explored_rooms_count': 63, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.0014} 
10240 36.35156 0.0 0.0 10.71 0.0076608 0.00824 0.0 0.0 -0.004979 0.0064751 1.297777 1.1889326 0.6944797 0.0137582 0.4838766 {} {'explored_rooms_count': 65, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00149} 
10368 36.77344 0.0 0.0 9.89 0.0068003 0.0052119 0.0 0.0 -0.0033738 0.0055329 1.2974501 1.1950001 0.6944313 0.0125394 0.4878811 {} {'explored_rooms_count': 65, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00152} 
10496 37.14844 0.0 0.0 11.65 0.0074463 0.007125 0.0 0.0 -0.0039044 0.0052678 1.2974542 1.1935878 0.6943534 0.0131923 0.4854473 {} {'explored_rooms_count': 65, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00145} 
10624 37.63281 0.0 0.0 13.19 0.0076489 0.0092644 0.0 0.0 -0.0040686 0.0077026 1.2951021 1.196908 0.6944546 0.0138307 0.4853904 {} {'explored_rooms_count': 65, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00159} 
10752 38.14844 0.0 0.0 12.67 0.0069686 0.007423 0.0 0.0 -0.0041043 0.0055904 1.2758982 1.2013405 0.6943309 0.0125718 0.4884284 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00151} 
10880 38.64062 0.0 0.0 13.01 0.0065776 0.0053976 0.0 0.0 -0.0040825 0.0045617 1.2730148 1.2069303 0.6946312 0.0123027 0.4894297 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00147} 
11008 39.17188 0.0 0.0 11.89 0.0068501 0.0055765 0.0 0.0 -0.0040269 0.0055486 1.264752 1.2040144 0.6951677 0.012665 0.4807448 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00143} 
11136 39.60938 0.0 0.0 11.59 0.0069551 0.0060855 0.0 0.0 -0.0038157 0.0060895 1.2686166 1.205959 0.6937648 0.0129996 0.5033086 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00148} 
11264 40.14062 0.0 0.0 12.24 0.0072555 0.0061514 0.0 0.0 -0.0048556 0.0054987 1.2719695 1.1962424 0.6943968 0.013354 0.4921367 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00156} 
11392 40.5625 0.0 0.0 10.35 0.0066374 0.0045488 0.0 0.0 -0.0033355 0.0046776 1.2775803 1.1940699 0.692863 0.0127516 0.5104486 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00158} 
11520 41.00781 0.0 0.0 13.07 0.0066401 0.0045847 0.0 0.0 -0.0042521 0.0038147 1.2746451 1.2047018 0.6935067 0.0123694 0.5077892 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00145} 
11648 41.32031 0.0 0.0 11.2 0.0071279 0.0059328 0.0 0.0 -0.0047307 0.003819 1.2907967 1.2016312 0.6940484 0.0129704 0.4970944 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00146} 
11776 41.65625 0.0 0.0 10.4 0.0071445 0.0051148 0.0 0.0 -0.0042042 0.0042008 1.2823845 1.1911906 0.6932747 0.0130131 0.4976994 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00138} 
11904 42.05469 0.0 0.0 10.91 0.0069773 0.0052182 0.0 0.0 -0.0040859 0.0041953 1.284069 1.1914939 0.6939621 0.0132461 0.4917138 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00139} 
12032 42.48438 0.0 0.0 10.43 0.0070668 0.0048437 0.0 0.0 -0.0041536 0.0048116 1.267818 1.1838564 0.6942702 0.0129317 0.4877534 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00143} 
12160 42.92969 0.0 0.0 10.96 0.0073102 0.0066205 0.0 0.0 -0.0042993 0.0051831 1.2634577 1.1726318 0.6935483 0.013378 0.4958117 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0014} 
12288 43.29688 0.0 0.0 11.58 0.0087737 0.0123566 0.0 0.0 -0.0048284 0.0075135 1.2567961 1.1684894 0.694872 0.0146785 0.4810188 {} {'explored_rooms_count': 68, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00151} 
12416 43.64844 0.0 0.0 10.75 0.0076012 0.0065213 0.0 0.0 -0.0045835 0.0053984 1.252537 1.1624757 0.6941401 0.013875 0.4889799 {} {'explored_rooms_count': 69, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00167} 
12544 44.02344 0.0 0.0 13.39 0.0085313 0.0078758 0.0 0.0 -0.0041102 0.0058433 1.2477063 1.1561752 0.6938047 0.0149771 0.4901474 {} {'explored_rooms_count': 69, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00169} 
12672 44.33594 0.0 0.0 12.9 0.0084778 0.0066536 0.0 0.0 -0.0044704 0.0061533 1.243529 1.1388544 0.6946993 0.0149577 0.4762221 {} {'explored_rooms_count': 71, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0018} 
12800 44.72656 0.0 0.0 12.06 0.0090628 0.0103043 0.0 0.0 -0.0045169 0.0085876 1.2439711 1.1419689 0.6953666 0.0156546 0.4630891 {} {'explored_rooms_count': 74, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00179} 
12928 45.10938 0.0 0.0 13.03 0.0084119 0.0094098 0.0 0.0 -0.0051373 0.0082398 1.2386462 1.1446727 0.6952569 0.0151595 0.4702566 {} {'explored_rooms_count': 74, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00184} 
