0 0.0 0.0 0.0 0.41 0.0211361 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
1792 2.52344 0.0 0.0 11.09 0.0148511 0.0211328 0.005625 0.002827 -0.0031935 0.129864 1.5763109 1.2681698 0.4454411 0.0241508 0.7817881 {} {'explored_rooms_count': 8, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00174} 
1920 2.74219 0.0 0.0 9.14 0.0129372 0.0311893 0.0059951 0.0027675 -0.0023811 0.0883029 1.573728 1.2642256 0.4066995 0.0205891 0.8103074 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0017} 
2048 2.92969 0.0 0.0 10.25 0.0101635 0.0164 0.0056571 0.0028384 -0.0024215 0.0569286 1.5744824 1.2513612 0.4285927 0.0184211 0.7936297 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00176} 
2176 3.07812 0.0 0.0 10.64 0.0076576 0.0075833 0.0056939 0.002668 -0.0023457 0.032574 1.5713507 1.2527914 0.4326998 0.0143854 0.7885922 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00174} 
2304 3.15625 0.0 0.0 10.77 0.0061078 0.0050702 0.0060384 0.0026247 -0.0020992 0.020313 1.571965 1.2567017 0.4634163 0.0112765 0.7724526 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00178} 
2432 3.25781 0.0 0.0 9.72 0.0057693 0.0049015 0.0049181 0.0026668 -0.0023351 0.020301 1.5699352 1.2529667 0.4802739 0.0106983 0.7545804 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00171} 
2560 3.29688 0.0 0.0 9.24 0.0051443 0.0042992 0.0053559 0.0026063 -0.0034614 0.0115694 1.5687944 1.2526226 0.5036078 0.0095383 0.7419808 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0017} 
2688 3.3125 0.0 0.0 9.96 0.0048991 0.0042166 0.0047536 0.0025138 -0.0040621 0.0094188 1.5697964 1.2594232 0.5276072 0.0093209 0.7293634 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00168} 
2816 3.375 0.0 0.0 11.14 0.0054415 0.0044673 0.0048103 0.0026098 -0.0028551 0.0101705 1.5691889 1.2528351 0.5652737 0.0100607 0.7011108 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00171} 
2944 3.5 0.0 0.0 11.25 0.0061774 0.005086 0.005646 0.002524 -0.0033261 0.0114251 1.5421995 1.2609642 0.520286 0.0114438 0.7277855 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00175} 
3072 3.60938 0.0 0.0 11.06 0.0077144 0.0132298 0.0059545 0.002495 -0.0037462 0.013903 1.52539 1.2582417 0.5342697 0.0123929 0.7237251 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00174} 
3200 3.84375 0.0 0.0 9.85 0.0092151 0.01397 0.005375 0.0026063 -0.0030575 0.0195061 1.5136691 1.2664263 0.5123436 0.0149335 0.743535 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00173} 
3328 4.25781 0.0 0.0 10.44 0.0094085 0.0089265 0.0049542 0.0026296 -0.0042917 0.0240722 1.5128011 1.2828418 0.4617841 0.0171942 0.7771155 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00161} 
3456 4.79688 0.0 0.0 10.34 0.0111592 0.007953 0.0051551 0.0027427 -0.0042797 0.0265822 1.5121895 1.2990704 0.4719819 0.0189151 0.7667801 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0015} 
3584 5.29688 0.0 0.0 10.95 0.01281 0.0145559 0.0052293 0.0028217 -0.0040594 0.0301722 1.5118719 1.3187818 0.4099612 0.0214482 0.7940185 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00149} 
3712 5.83594 0.0 0.0 13.49 0.014944 0.0216847 0.0054043 0.0029124 -0.0029778 0.0364175 1.5147918 1.3297629 0.4180345 0.0221479 0.778269 {} {'explored_rooms_count': 13, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00144} 
3840 6.51562 0.0 0.0 13.98 0.0152836 0.0247429 0.0057354 0.0029855 -0.0033497 0.0476369 1.5169814 1.3264242 0.405513 0.0225957 0.784622 {} {'explored_rooms_count': 14, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00133} 
3968 7.19531 0.0 0.0 10.56 0.0133307 0.0148532 0.0054319 0.0029505 -0.0032605 0.0478104 1.5157652 1.3153587 0.3501821 0.0220512 0.8295032 {} {'explored_rooms_count': 15, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00129} 
4096 7.85938 0.0 0.0 12.61 0.0117605 0.0130747 0.0057907 0.0029306 -0.002824 0.049189 1.5138406 1.3124862 0.317056 0.0212497 0.8507749 {} {'explored_rooms_count': 16, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00124} 
4224 8.76562 0.0 0.0 12.64 0.0146035 0.0266028 0.0058849 0.0030195 -0.002673 0.0656803 1.4734625 1.3067739 0.2594629 0.0209083 0.8819424 {} {'explored_rooms_count': 17, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00111} 
4352 9.55469 0.0 0.0 12.28 0.0150545 0.0301728 0.0060763 0.0029521 -0.0029204 0.0642327 1.4689345 1.2889507 0.2335585 0.0214019 0.8967392 {} {'explored_rooms_count': 20, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00103} 
4480 10.35156 0.0 0.0 11.8 0.0147595 0.0279634 0.0061746 0.0029341 -0.0037528 0.0648668 1.4661151 1.2689021 0.214797 0.0229682 0.9046651 {} {'explored_rooms_count': 26, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00094} 
4608 11.05469 0.0 0.0 11.76 0.0141922 0.0229454 0.0062384 0.0029976 -0.0042449 0.0705112 1.4674069 1.2567289 0.2298227 0.0235689 0.898667 {} {'explored_rooms_count': 31, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00102} 
4736 11.84375 0.0 0.0 12.54 0.0138168 0.0206044 0.0061448 0.0030767 -0.0026806 0.0634509 1.4642989 1.2572023 0.2045936 0.0224516 0.9088027 {} {'explored_rooms_count': 33, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00109} 
4864 12.65625 0.0 0.0 11.65 0.014578 0.021017 0.0060901 0.0030641 -0.0030966 0.0677375 1.4668397 1.2567912 0.1800552 0.0238208 0.9240054 {} {'explored_rooms_count': 40, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00104} 
4992 13.57812 0.0 0.0 11.53 0.0129985 0.0210507 0.0062506 0.003049 -0.0035518 0.0647393 1.4672425 1.2571052 0.18178 0.0210285 0.9239572 {} {'explored_rooms_count': 44, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00096} 
5120 14.32031 0.0 0.0 12.07 0.0104059 0.0151607 0.0065245 0.0029786 -0.003682 0.0457369 1.4652639 1.2617895 0.1793959 0.0183267 0.9243409 {} {'explored_rooms_count': 47, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00102} 
5248 14.92188 0.0 0.0 10.93 0.0099934 0.0102448 0.0064147 0.0029607 -0.0034155 0.0396434 1.4618294 1.2414908 0.179243 0.0175787 0.9246962 {} {'explored_rooms_count': 47, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00119} 
5376 15.46094 0.0 0.0 11.75 0.0097253 0.0117197 0.0064747 0.0029287 -0.0038268 0.0328675 1.4395347 1.2370426 0.201842 0.0169447 0.9124728 {} {'explored_rooms_count': 48, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00117} 
5504 16.09375 0.0 0.0 11.79 0.0089297 0.0088549 0.0066513 0.0029241 -0.0031104 0.0369619 1.4324886 1.2390993 0.2234293 0.0165823 0.9037677 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00133} 
5632 16.74219 0.0 0.0 11.04 0.0095797 0.0110095 0.0066457 0.0029737 -0.003408 0.0374048 1.4272457 1.2338515 0.1892657 0.0170766 0.9208369 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00127} 
5760 17.27344 0.0 0.0 9.55 0.0094191 0.0114283 0.0069229 0.0028667 -0.0028949 0.0315117 1.4260028 1.231279 0.1865605 0.0168164 0.9235888 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00131} 
5888 17.69531 0.0 0.0 11.39 0.0096588 0.0126499 0.0068055 0.0028785 -0.0029207 0.0281569 1.4231517 1.2202977 0.2256418 0.016748 0.900799 {} {'explored_rooms_count': 53, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00137} 
6016 18.04688 0.0 0.0 10.96 0.0093775 0.0135592 0.0065819 0.0028683 -0.002938 0.0245578 1.4104566 1.2217751 0.2694397 0.0165896 0.8762578 {} {'explored_rooms_count': 54, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00139} 
6144 18.41406 0.0 0.0 10.2 0.0093711 0.0134846 0.0067576 0.0027226 -0.0036667 0.0251066 1.3965887 1.2143133 0.2650836 0.0170179 0.8778996 {} {'explored_rooms_count': 56, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0016} 
6272 18.70312 0.0 0.0 10.99 0.0093405 0.0134966 0.0062064 0.0027608 -0.0030294 0.0203101 1.3958952 1.2275359 0.275518 0.0160631 0.8780757 {} {'explored_rooms_count': 58, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00161} 
6400 18.92188 0.0 0.0 12.39 0.0109407 0.0183778 0.0059743 0.0027676 -0.003844 0.0220032 1.3900695 1.2288727 0.336905 0.0173704 0.8482085 {} {'explored_rooms_count': 62, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0016} 
6528 19.25 0.0 0.0 9.25 0.0110206 0.0190825 0.0058862 0.002854 -0.0029499 0.0270058 1.3763948 1.2260619 0.3220954 0.0188521 0.853953 {} {'explored_rooms_count': 68, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00164} 
6656 19.48438 0.0 0.0 9.94 0.0096954 0.01461 0.0056933 0.0026859 -0.0031712 0.0209933 1.3711049 1.2253741 0.300646 0.0170585 0.864939 {} {'explored_rooms_count': 70, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00172} 
6784 19.73438 0.0 0.0 9.67 0.0102213 0.0152855 0.0056582 0.002864 -0.0036438 0.0239249 1.3696874 1.2271439 0.3364578 0.01748 0.8449994 {} {'explored_rooms_count': 75, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00167} 
6912 19.96875 0.0 0.0 10.23 0.0078947 0.0098503 0.0063484 0.0027427 -0.0031084 0.0225573 1.3734418 1.2288288 0.3233139 0.0147871 0.8534921 {} {'explored_rooms_count': 76, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00179} 
7040 20.13281 0.0 0.0 13.37 0.0073217 0.0107875 0.0058019 0.0027887 -0.0029069 0.0138932 1.3818028 1.2486963 0.3431228 0.0131367 0.8451165 {} {'explored_rooms_count': 77, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00181} 
7168 20.33594 0.0 0.0 11.36 0.0080863 0.0143294 0.0056511 0.0027913 -0.0032421 0.0186002 1.3803928 1.2502728 0.3657151 0.0136446 0.8347281 {} {'explored_rooms_count': 81, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00188} 
7296 20.53125 0.0 0.0 11.81 0.0077632 0.0126292 0.0054529 0.0027809 -0.0039035 0.0158723 1.3810382 1.2571397 0.3927123 0.0129107 0.818708 {} {'explored_rooms_count': 84, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00184} 
7424 20.80469 0.0 0.0 12.28 0.0085873 0.0105635 0.0050164 0.002907 -0.0038352 0.0248419 1.3732769 1.2500856 0.4089495 0.0139805 0.8088031 {} {'explored_rooms_count': 85, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00186} 
7552 21.1875 0.0 0.0 9.49 0.0103756 0.0105335 0.005309 0.0028698 -0.0041074 0.0453237 1.3665533 1.2457377 0.3907345 0.015685 0.8128665 {} {'explored_rooms_count': 85, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00173} 
7680 21.74219 0.0 0.0 12.0 0.0117488 0.0122486 0.0054807 0.0028643 -0.0029949 0.0498999 1.3655185 1.2266027 0.3525129 0.0185714 0.8288252 {} {'explored_rooms_count': 87, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00163} 
7808 22.54688 0.0 0.0 11.57 0.0107936 0.009284 0.0054737 0.0028989 -0.0034748 0.0488131 1.357526 1.2457716 0.2847081 0.0174538 0.8633167 {} {'explored_rooms_count': 88, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00145} 
7936 23.45312 0.0 0.0 10.87 0.0108236 0.0115067 0.0059841 0.0029807 -0.0027342 0.0531694 1.3505736 1.2379797 0.211934 0.018076 0.9065233 {} {'explored_rooms_count': 88, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00116} 
8064 24.19531 0.0 0.0 11.44 0.0095351 0.0098489 0.0064703 0.0029381 -0.0024769 0.0401942 1.3472554 1.2406195 0.1585653 0.0169644 0.9314866 {} {'explored_rooms_count': 88, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00121} 
8192 24.98438 0.0 0.0 10.6 0.0095817 0.0112013 0.0063381 0.0030422 -0.0031299 0.0343551 1.3449254 1.2342097 0.1433953 0.0168811 0.9389441 {} {'explored_rooms_count': 88, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00118} 
8320 25.74219 0.0 0.0 11.56 0.009694 0.0119341 0.0065197 0.003039 -0.0031826 0.0332375 1.3457532 1.2223392 0.1248354 0.0168651 0.9485111 {} {'explored_rooms_count': 89, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00116} 
8448 26.50781 0.0 0.0 10.74 0.0095276 0.0139028 0.0065132 0.0030426 -0.0030847 0.0286798 1.3418232 1.2233407 0.1131783 0.0160613 0.954058 {} {'explored_rooms_count': 93, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00116} 
8576 27.02344 0.0 0.0 9.82 0.0088019 0.0102764 0.0069658 0.0028966 -0.0024414 0.0223021 1.3433306 1.2143861 0.1261863 0.0157091 0.9477847 {} {'explored_rooms_count': 97, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00127} 
8704 27.625 0.0 0.0 10.99 0.0079081 0.0089814 0.0066222 0.0030019 -0.0037723 0.0201401 1.3398316 1.215836 0.1296336 0.014304 0.9439085 {} {'explored_rooms_count': 97, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00137} 
8832 28.05469 0.0 0.0 10.88 0.007221 0.0064323 0.006662 0.002917 -0.0032167 0.0168634 1.3398802 1.2115963 0.1560696 0.0134054 0.9325465 {} {'explored_rooms_count': 97, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00146} 
8960 28.42188 0.0 0.0 10.8 0.00704 0.0071546 0.0065467 0.0029198 -0.0039622 0.0121983 1.3409974 1.2177926 0.1856696 0.0125988 0.9172707 {} {'explored_rooms_count': 98, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00137} 
9088 28.71094 0.0 0.0 8.55 0.0082063 0.010698 0.0061125 0.0029811 -0.0034642 0.0116627 1.3303707 1.2134574 0.226071 0.0141521 0.8939251 {} {'explored_rooms_count': 99, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0014} 
9216 28.95312 0.0 0.0 10.53 0.0083815 0.0105483 0.0060319 0.0029236 -0.0028686 0.0122123 1.3250333 1.204069 0.2197811 0.0146745 0.8998525 {} {'explored_rooms_count': 100, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00157} 
9344 29.1875 0.0 0.0 10.73 0.008092 0.0089256 0.0062694 0.0027586 -0.0037513 0.0124507 1.3145567 1.2095648 0.2444749 0.0143355 0.8885895 {} {'explored_rooms_count': 100, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00164} 
9472 29.3125 0.0 0.0 9.14 0.0079378 0.0102472 0.0062179 0.0027049 -0.0038432 0.0100181 1.3219914 1.2109728 0.2466615 0.0134582 0.8888251 {} {'explored_rooms_count': 101, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00175} 
9600 29.52344 0.0 0.0 12.01 0.0072051 0.0076428 0.0060504 0.0026937 -0.0034831 0.0127386 1.3126465 1.2074963 0.2529987 0.012991 0.887147 {} {'explored_rooms_count': 101, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00207} 
9728 29.76562 0.0 0.0 11.79 0.0072285 0.0079583 0.0060987 0.0028314 -0.0035795 0.0121166 1.2979843 1.1994702 0.2544575 0.0129835 0.8872539 {} {'explored_rooms_count': 101, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00215} 
9856 30.01562 0.0 0.0 11.61 0.0073139 0.0063878 0.0061613 0.0028617 -0.0028775 0.0117877 1.2986798 1.1955648 0.285235 0.0131976 0.8678885 {} {'explored_rooms_count': 101, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00223} 
9984 30.32812 0.0 0.0 11.72 0.0076631 0.0069403 0.0059039 0.002826 -0.0028603 0.0114627 1.2956534 1.1991827 0.3087665 0.0136044 0.8498463 {} {'explored_rooms_count': 101, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0021} 
10112 30.67188 0.0 0.0 9.9 0.0079309 0.0095847 0.0059164 0.0027236 -0.0033118 0.0139561 1.2958136 1.1977045 0.2771402 0.0140604 0.865655 {} {'explored_rooms_count': 102, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
10240 30.94531 0.0 0.0 9.77 0.0082924 0.011889 0.0067586 0.0026672 -0.0031366 0.0125864 1.2818952 1.199234 0.2409782 0.0139182 0.8862716 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00215} 
10368 31.26562 0.0 0.0 9.99 0.0084739 0.0119401 0.006535 0.0027552 -0.0029078 0.0147873 1.2743457 1.1938291 0.2038683 0.01444 0.9089177 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00225} 
10496 31.60938 0.0 0.0 11.1 0.0087276 0.0131416 0.0066857 0.002751 -0.0033011 0.01836 1.282756 1.1918189 0.2034221 0.0150294 0.9098966 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00219} 
10624 31.96094 0.0 0.0 10.88 0.0082913 0.0131132 0.006624 0.0027863 -0.0035955 0.0174436 1.275937 1.1850556 0.1953263 0.0144926 0.9147016 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00209} 
10752 32.27344 0.0 0.0 9.17 0.006802 0.0076613 0.0066075 0.0027025 -0.0035428 0.0123761 1.2739655 1.1861924 0.1787746 0.0124954 0.9217179 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00224} 
10880 32.58594 0.0 0.0 9.94 0.0063747 0.0058783 0.0064737 0.0025763 -0.0041712 0.0111098 1.2757339 1.1849215 0.17066 0.0116212 0.9250435 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00229} 
11008 32.85938 0.0 0.0 10.35 0.0060945 0.004413 0.0071461 0.0025215 -0.0030803 0.0096133 1.2734431 1.1796464 0.184214 0.0116647 0.9169513 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00219} 
11136 33.07812 0.0 0.0 11.1 0.0066676 0.0063326 0.0069007 0.0025115 -0.0043168 0.0071949 1.272324 1.175849 0.197203 0.011846 0.9119864 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00205} 
11264 33.3125 0.0 0.0 10.33 0.0072534 0.0083527 0.0066914 0.0027297 -0.0049976 0.0105201 1.2697481 1.1740625 0.1998244 0.0130703 0.9118449 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00203} 
11392 33.46875 0.0 0.0 11.34 0.0071041 0.0082735 0.0069153 0.0025059 -0.0028889 0.0085046 1.2737604 1.1832337 0.1863478 0.012378 0.9188646 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00207} 
11520 33.625 0.0 0.0 9.6 0.0071751 0.008285 0.0066178 0.0026245 -0.003257 0.0095994 1.2772907 1.1897964 0.2018829 0.0126001 0.9132115 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00216} 
11648 33.78906 0.0 0.0 10.26 0.0073291 0.0076427 0.006373 0.002734 -0.0035432 0.0102239 1.2674688 1.1866337 0.2238133 0.012707 0.9039963 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00233} 
11776 33.9375 0.0 0.0 10.81 0.0080933 0.0086237 0.0059713 0.0026971 -0.0045161 0.0116942 1.2598606 1.179143 0.2599923 0.0141633 0.8861563 {} {'explored_rooms_count': 111, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00242} 
11904 34.0625 0.0 0.0 10.77 0.0073607 0.0083337 0.0060364 0.0026603 -0.0040625 0.0107174 1.2577178 1.1786943 0.2693943 0.0129496 0.880784 {} {'explored_rooms_count': 112, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00256} 
12032 34.19531 0.0 0.0 10.38 0.0080536 0.0114503 0.0057705 0.0026747 -0.0039356 0.0120178 1.2588804 1.1836378 0.3056746 0.0139669 0.8616732 {} {'explored_rooms_count': 114, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00266} 
12160 34.29688 0.0 0.0 10.66 0.0070414 0.0089411 0.0056038 0.0026087 -0.0038244 0.0077223 1.2535863 1.1852205 0.3333675 0.0125134 0.8464603 {} {'explored_rooms_count': 115, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0028} 
12288 34.42969 0.0 0.0 9.72 0.0074049 0.0097337 0.0057111 0.0025824 -0.0035652 0.0089328 1.2517486 1.1904605 0.3527827 0.0129439 0.8383428 {} {'explored_rooms_count': 116, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0028} 
12416 34.52344 0.0 0.0 9.24 0.0073491 0.0093354 0.0059083 0.0026395 -0.0034238 0.0070759 1.245269 1.1828702 0.3796541 0.0127678 0.8261901 {} {'explored_rooms_count': 116, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0027} 
12544 34.59375 0.0 0.0 10.41 0.0079593 0.0099778 0.0060838 0.0026464 -0.004614 0.0089074 1.2404697 1.1757594 0.4354089 0.0135926 0.7914716 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00279} 
12672 34.79688 0.0 0.0 9.98 0.0073829 0.0066766 0.0056402 0.0026409 -0.0034529 0.0096155 1.2385777 1.1716428 0.4449897 0.0136214 0.7833624 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00265} 
