128 0 0 0.0 0.0 20.83 0.3158421 0.0061834 -0.9002318 2.4366561 0.0977704 1.2482471 0.0 0.6292526 0.0746717 46.419387 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 21.13 0.0679989 0.0204977 -0.0723517 0.4168908 0.0885006 1.2269299 0.0 0.5224385 0.1092408 76.4500326 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 21.27 0.04258 0.0286927 0.1035236 0.4015344 0.055228 1.1554442 0.0 0.5562228 0.1410663 89.5207787 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 21.83 0.0252443 0.0179808 0.3686521 0.2950293 0.0359773 1.1174608 0.0 0.5847243 0.1577992 91.4196726 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 23.56 0.0161989 0.0112528 0.5838271 0.2132511 0.0256177 1.0907799 0.0 0.6186597 0.1661062 93.501947 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 28.62 0.0123877 0.007886 0.7013052 0.1598707 0.0195996 1.0704072 0.0 0.6836189 0.1695549 95.0996876 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 30.22 0.0100849 0.0064319 0.7466081 0.1191861 0.0168772 1.0489313 0.0 0.7490877 0.162508 95.7935866 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 28.99 0.0080127 0.0047691 0.6923007 0.0674787 0.01519 1.0490387 0.0 0.7559163 0.168912 95.141426 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 28.98 0.0078472 0.0046914 0.6936608 0.049278 0.0136216 1.0395795 0.0 0.8140255 0.1731597 95.8679696 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 3 3 0.0 0.0 29.46 0.0066973 0.0039861 0.7851734 0.0431568 0.0127801 1.0197909 0.0 0.8539385 0.1768082 95.8752583 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 3 3 0.0 0.0 27.96 0.0061936 0.0036966 0.7296319 0.0310238 0.0123106 1.0152323 0.0 0.9064558 0.1750242 96.5214486 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 4 4 0.0 0.0 27.68 0.0062353 0.0036495 0.7154116 0.0230319 0.011668 1.0143242 0.0 0.9647897 0.1744683 96.0318018 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 4 4 0.0 0.0 27.18 0.0056498 0.0032127 0.7412528 0.0189405 0.0107527 1.0091735 0.0 0.9769582 0.1812631 96.2670954 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
