128 0 0 0.0 0.0 32.84 0.3493289 0.006996 -0.8989865 3.1196167 0.1035049 1.2430287 0.0 0.5406575 0.0685086 47.1703988 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 33.04 0.0717204 0.0224283 -0.0392374 0.5557156 0.0870763 1.2229039 0.0 0.5234589 0.1116207 75.8440667 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 32.19 0.0419773 0.0294057 0.1381358 0.4362528 0.056136 1.151157 0.0 0.5741128 0.1403346 88.302457 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 33.63 0.0243912 0.0170723 0.4226287 0.3819593 0.0356973 1.1106407 0.0 0.6250819 0.1572796 92.4728712 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 32.98 0.0156148 0.0112689 0.631897 0.2419691 0.0255968 1.091333 0.0 0.6675609 0.170188 93.3163699 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 34.51 0.0116439 0.0085863 0.7251404 0.2105791 0.019867 1.0788562 0.0 0.6862874 0.1851114 93.6443719 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 38.29 0.0097491 0.0068954 0.7583652 0.1412006 0.0176426 1.0574951 0.0 0.7407627 0.1841747 94.4727722 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 43.17 0.0087842 0.005741 0.7553016 0.0997345 0.0154506 1.0488939 0.0 0.8036169 0.1880454 94.2755708 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 42.94 0.0074887 0.0046974 0.7721281 0.0744629 0.014313 1.0332689 0.0 0.8230419 0.1927004 95.421468 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 43.37 0.0069089 0.0047591 0.7460826 0.0539191 0.0131135 1.0349717 0.0 0.8669083 0.1977706 95.2046122 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 42.86 0.0069223 0.0048132 0.7567138 0.0455596 0.0127031 1.0260073 0.0 0.8813396 0.1936179 95.7244378 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 49.85 0.00586 0.0038309 0.7979119 0.0364764 0.0113472 1.0366047 0.0 0.9091053 0.1829489 95.2230218 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 58.08 0.0060178 0.0037588 0.7613969 0.0291259 0.0110346 1.0302456 0.0 0.9803767 0.1852814 95.8416457 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 58.89 0.0054332 0.0036978 0.7843283 0.0237255 0.0105839 1.0364288 0.0 0.98852 0.1964945 95.8806675 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 59.48 0.0055551 0.0042664 0.7618695 0.0193022 0.0109322 1.0416873 0.0 1.0240407 0.1876847 95.7539244 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 3 3 0.0 0.0 60.74 0.0061265 0.0039902 0.6907231 0.0160193 0.0108815 1.0163521 0.0 1.0985371 0.1861501 96.0102836 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 60.87 0.0054361 0.003569 0.7099428 0.0134097 0.0107186 1.006679 0.0 1.0739191 0.1831001 96.4717673 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 4 4 0.0 0.0 60.42 0.0050453 0.0029713 0.690599 0.0108343 0.010442 1.0067642 0.0 1.1585854 0.1900476 95.9937265 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 4 4 0.0 0.0 61.82 0.0049814 0.0032016 0.7039436 0.0075105 0.0099782 1.0151757 0.0 1.175062 0.2015244 95.5455717 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 4 4 0.0 0.0 62.59 0.0048074 0.0029976 0.6213549 0.0062728 0.0099036 1.019683 0.0 1.1522899 0.1917383 95.5866001 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 4 4 0.0 0.0 63.25 0.0050653 0.0030812 0.5148271 0.0060584 0.0089437 1.0210837 0.0 1.1423819 0.2064942 96.0700038 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 4 4 0.0 0.0 62.92 0.0048914 0.0033017 0.5995483 0.0057528 0.0091056 1.0040469 0.0 1.1947791 0.192168 96.1781512 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
