0 0.0 0.0 0.0 0.42 0.0126828 0.0 0.000926 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
564608 94.28125 0.0 0.0 4.61 0.0023045 0.0012873 0.0400674 0.0058877 -0.0110264 0.0310944 0.6800539 1.3854009 37.7554029 0.0044802 0.7806969 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
564736 94.28125 0.0 0.0 4.38 0.002361 0.0013082 0.040669 0.0060543 -0.0115827 0.0349033 0.6746041 1.3952169 37.5489993 0.0045235 0.7840452 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
564864 94.28906 0.0 0.0 4.42 0.0023918 0.0013342 0.0406313 0.0064961 -0.0081468 0.0349622 0.6757552 1.3892108 37.5645093 0.004542 0.7813282 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00524} 
564992 94.28906 0.0 0.0 4.22 0.0024188 0.0013988 0.0412106 0.0062814 -0.0106735 0.0320505 0.6803153 1.3922231 38.1454896 0.0044899 0.7745732 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00524} 
565120 94.29688 0.0 0.0 4.03 0.0024162 0.0014062 0.0410049 0.0073924 -0.0067648 0.0361995 0.6814903 1.3881674 38.2064521 0.004527 0.7747782 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
565248 94.30469 0.0 0.0 4.22 0.002385 0.0013086 0.040456 0.007037 -0.0087291 0.0340916 0.6780393 1.3873189 38.2921262 0.0045061 0.7779179 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00521} 
565376 94.30469 0.0 0.0 4.79 0.0022935 0.001312 0.0409865 0.0058591 -0.0117444 0.0328507 0.6760099 1.3768313 37.1053542 0.0042734 0.785216 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00521} 
565504 94.33594 0.0 0.0 4.64 0.0023408 0.0013856 0.0411079 0.0081131 -0.0064375 0.0405863 0.6761581 1.3854606 38.8072286 0.0043847 0.7694245 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
565632 94.35156 0.0 0.0 4.67 0.0024679 0.0014124 0.0416248 0.0078933 -0.0075031 0.0348345 0.6791566 1.3864611 38.5404357 0.0043632 0.7712673 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
565760 94.35156 0.0 0.0 4.91 0.0023824 0.0013201 0.0415994 0.0063014 -0.0103157 0.0322116 0.682102 1.387023 36.6078413 0.0043194 0.7855089 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
565888 94.35156 0.0 0.0 4.83 0.0022188 0.0013171 0.0403657 0.0058584 -0.0120199 0.0338564 0.6790667 1.3965155 38.2365965 0.0043046 0.7707448 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
566016 94.35156 0.0 0.0 4.56 0.0022587 0.0012628 0.0404849 0.0062072 -0.0112443 0.0320057 0.6787566 1.3937206 38.3335732 0.0043787 0.7735183 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
566144 94.36719 0.0 0.0 4.77 0.0023771 0.0012819 0.0407631 0.0076464 -0.006529 0.0347023 0.6732993 1.393309 36.3723335 0.004307 0.7926531 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
566272 94.36719 0.0 0.0 4.72 0.0022704 0.0013291 0.0401241 0.0060787 -0.0105617 0.0338025 0.6742784 1.3931936 38.0791809 0.0043865 0.7764104 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
566400 94.375 0.0 0.0 3.95 0.0023424 0.0016039 0.040033 0.0067782 -0.0080672 0.0364358 0.6784644 1.3891763 39.1618732 0.0044175 0.7670025 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
566528 94.375 0.0 0.0 4.89 0.0023754 0.0015569 0.040402 0.0060239 -0.0108121 0.0335101 0.6770901 1.3838394 38.2855022 0.0044749 0.7745253 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
566656 94.375 0.0 0.0 4.3 0.0022843 0.0012899 0.0404945 0.0058952 -0.0108471 0.0347804 0.6755766 1.3970541 38.56116 0.0045083 0.7749969 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
566784 94.39062 0.0 0.0 4.84 0.0024404 0.001555 0.0405969 0.0068697 -0.0082004 0.0351723 0.677895 1.3891426 39.018822 0.0045348 0.7738526 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
566912 94.39062 0.0 0.0 4.09 0.0023209 0.0014654 0.0399754 0.0060427 -0.0111747 0.0317141 0.6768905 1.3871562 38.7221277 0.0044061 0.7750875 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567040 94.39062 0.0 0.0 4.98 0.002349 0.0013011 0.040216 0.0057522 -0.0112696 0.0328984 0.6741966 1.3977894 38.302824 0.0044971 0.7762242 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567168 94.39844 0.0 0.0 4.6 0.0023838 0.0013978 0.0409751 0.0060582 -0.0101494 0.0338593 0.6789922 1.3958477 39.9768202 0.0043066 0.7694711 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567296 94.39844 0.0 0.0 4.77 0.0022342 0.0012777 0.0400608 0.0058047 -0.011261 0.0337117 0.6796459 1.3875964 38.8513351 0.0043487 0.7693478 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567424 94.39844 0.0 0.0 5.6 0.002387 0.0013346 0.0400729 0.0061578 -0.0105028 0.0324008 0.6775677 1.3919087 39.189874 0.0042953 0.7752214 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567552 94.39844 0.0 0.0 3.87 0.0023168 0.0013973 0.0400784 0.0058759 -0.0111907 0.0334717 0.6754422 1.3856812 40.1775572 0.0042897 0.7670667 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567680 94.40625 0.0 0.0 5.73 0.0023049 0.0013741 0.0396467 0.0062047 -0.009568 0.0308891 0.6752408 1.3932861 39.3199742 0.004446 0.7678037 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00522} 
567808 94.42188 0.0 0.0 4.9 0.0023671 0.001504 0.0404034 0.0074681 -0.007417 0.036908 0.6773709 1.3943091 39.338317 0.004525 0.7598711 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
567936 94.42969 0.0 0.0 4.72 0.0024132 0.0014434 0.0406682 0.0068914 -0.0081815 0.0362988 0.6752049 1.3917828 39.5974606 0.0046469 0.7769839 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
568064 94.4375 0.0 0.0 4.84 0.0025059 0.0016283 0.0406646 0.0065833 -0.0071032 0.0345484 0.6793982 1.3976975 39.7947231 0.0045868 0.7668401 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00523} 
568192 94.46094 0.0 0.0 4.78 0.0023647 0.0013584 0.0407365 0.0074607 -0.0071228 0.0376624 0.6770008 1.3872178 39.9676529 0.004447 0.7681398 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
568320 94.46094 0.0 0.0 4.5 0.0023063 0.0013433 0.0407305 0.0059858 -0.0101146 0.0336094 0.6731373 1.3971245 38.3244217 0.0043458 0.7792193 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
568448 94.46094 0.0 0.0 4.03 0.0022626 0.0012887 0.0404226 0.0058763 -0.0114716 0.0330963 0.6758313 1.4000622 37.9584322 0.0043544 0.7778089 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
568576 94.46875 0.0 0.0 3.7 0.0023157 0.001358 0.0409909 0.0059806 -0.0096635 0.0308883 0.6735764 1.3927683 39.8657155 0.0044334 0.7654156 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
568704 94.46875 0.0 0.0 4.74 0.0024015 0.0014756 0.0403453 0.0058518 -0.0110739 0.0313659 0.6767626 1.3902221 39.5030472 0.0044335 0.7679222 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
568832 94.46875 0.0 0.0 4.67 0.0021934 0.0012178 0.039693 0.0054783 -0.0118734 0.0331636 0.6786087 1.3922242 38.2932965 0.0043914 0.777368 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
568960 94.47656 0.0 0.0 4.65 0.0024844 0.0014422 0.0409022 0.0066633 -0.0093657 0.0348 0.6760383 1.3910686 40.1050103 0.0045757 0.7664272 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
569088 94.49219 0.0 0.0 4.8 0.0024044 0.0013643 0.0409417 0.0068469 -0.0065112 0.0372578 0.6796785 1.393042 38.9167966 0.004446 0.7721725 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
569216 94.50781 0.0 0.0 3.94 0.0022925 0.0013604 0.0411804 0.0064144 -0.0087488 0.0339592 0.6816057 1.394106 38.8438547 0.0044372 0.7732662 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00528} 
569344 94.53125 0.0 0.0 4.74 0.0023126 0.0014042 0.0415353 0.0081913 -0.0061884 0.0383924 0.6807499 1.3992357 39.5744157 0.0043838 0.7713727 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00528} 
569472 94.53906 0.0 0.0 4.47 0.002348 0.0013895 0.0409345 0.006845 -0.0070657 0.0385607 0.6788552 1.4068651 38.5842685 0.0045716 0.7758893 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00528} 
569600 94.55469 0.0 0.0 4.84 0.0023574 0.0013903 0.0409778 0.0071538 -0.0075456 0.0363415 0.681309 1.4018492 38.3309804 0.0043643 0.7733069 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
569728 94.55469 0.0 0.0 4.7 0.0023875 0.0013746 0.0400879 0.0059709 -0.0115624 0.0319236 0.6789319 1.3949141 38.1685582 0.0044524 0.7803366 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
569856 94.55469 0.0 0.0 4.58 0.0024244 0.0014253 0.0407993 0.0058397 -0.0097631 0.0329123 0.6795777 1.3934851 38.5041793 0.0045231 0.7789404 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
569984 94.5625 0.0 0.0 4.79 0.0024807 0.0016204 0.0407735 0.0060955 -0.0114468 0.0317528 0.6782235 1.3962889 38.9929804 0.004676 0.7776374 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
570112 94.57812 0.0 0.0 4.51 0.0023956 0.0014674 0.0405721 0.0070311 -0.007582 0.0369593 0.6782084 1.3978849 39.4804156 0.0046974 0.769383 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
570240 94.58594 0.0 0.0 4.73 0.0023497 0.0014333 0.0402198 0.0062352 -0.0067671 0.0371583 0.677902 1.390536 38.7834605 0.0045231 0.7774173 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
570368 94.59375 0.0 0.0 5.39 0.0023439 0.0014264 0.0395961 0.006095 -0.0099677 0.0337244 0.6774269 1.4056825 39.4207494 0.0046352 0.7751827 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00526} 
570496 94.60156 0.0 0.0 5.17 0.0025657 0.0015244 0.0407407 0.0064215 -0.0098223 0.0345169 0.6729777 1.4068869 40.0394769 0.0046361 0.7711009 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
570624 94.60156 0.0 0.0 4.71 0.0024058 0.0013835 0.0408986 0.0057476 -0.0113346 0.0318245 0.6737671 1.3949184 38.1663341 0.0043995 0.7832648 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00527} 
570752 94.61719 0.0 0.0 4.99 0.0024844 0.0014898 0.0414596 0.0064713 -0.0074295 0.0355154 0.6743289 1.3888741 39.9042442 0.0045712 0.7650455 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00528} 
570880 94.64062 0.0 0.0 4.48 0.0024469 0.001713 0.041097 0.0069464 -0.0081244 0.0351068 0.6761945 1.4047116 38.4072542 0.0046929 0.7753727 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00529} 
571008 94.65625 0.0 0.0 4.58 0.0023804 0.0014806 0.0411493 0.0065729 -0.0076183 0.0332307 0.6794448 1.3964596 38.1731284 0.0045042 0.7841395 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00531} 
571136 94.67188 0.0 0.0 4.67 0.0023367 0.0014511 0.0409439 0.0064774 -0.0078184 0.0391273 0.6800778 1.3990779 36.6543281 0.004463 0.7964731 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00533} 
571264 94.6875 0.0 0.0 4.98 0.0024457 0.0014351 0.0404014 0.0067202 -0.0079664 0.0328159 0.6760871 1.3950319 37.3519899 0.0044363 0.7895199 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00534} 
571392 94.71094 0.0 0.0 5.1 0.0024644 0.0014522 0.0408612 0.0069046 -0.0070912 0.0341847 0.6755533 1.4067707 37.1014837 0.0045953 0.8008597 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00534} 
571520 94.74219 0.0 0.0 3.81 0.0023246 0.0012933 0.0412499 0.0072559 -0.0068803 0.0398439 0.6800812 1.3952223 36.7104732 0.004237 0.7956452 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00535} 
571648 94.75781 0.0 0.0 4.22 0.0022935 0.0013844 0.0409131 0.0073242 -0.0075305 0.037148 0.6762901 1.4026127 36.3323469 0.0042958 0.8026211 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00534} 
571776 94.78906 0.0 0.0 4.95 0.0025567 0.0014892 0.0412426 0.0078624 -0.007376 0.0404671 0.67755 1.403636 36.0635455 0.004564 0.7983115 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00536} 
571904 94.78906 0.0 0.0 4.41 0.0023917 0.0013882 0.0406062 0.0060223 -0.009585 0.0365178 0.6773627 1.4049962 36.7376987 0.0044026 0.7850842 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00536} 
572032 94.82812 0.0 0.0 4.29 0.0025068 0.0019528 0.0409586 0.0073271 -0.0065654 0.0383076 0.6803086 1.4081534 34.9786833 0.0047114 0.8039562 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
572160 94.85156 0.0 0.0 4.73 0.0022227 0.0012864 0.0403986 0.006997 -0.0069552 0.03773 0.6793199 1.4053913 34.2973938 0.0042823 0.8072138 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
572288 94.85938 0.0 0.0 4.85 0.0022473 0.0012502 0.0398275 0.0063863 -0.0086072 0.0339248 0.678082 1.4077508 35.6604052 0.0042829 0.7938033 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
572416 94.875 0.0 0.0 4.75 0.0023565 0.0013658 0.0401719 0.0067193 -0.0073697 0.0356608 0.6768138 1.3964385 34.4750007 0.0043595 0.8072185 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
572544 94.88281 0.0 0.0 4.66 0.0022749 0.0014352 0.0402563 0.0060602 -0.0111564 0.0339058 0.6772509 1.4050524 35.9404589 0.0045145 0.7966202 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
572672 94.91406 0.0 0.0 4.28 0.0023682 0.0014494 0.0409585 0.0080631 -0.0069435 0.0367824 0.6802025 1.4009821 36.4886986 0.0043965 0.7828056 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0054} 
572800 94.91406 0.0 0.0 4.21 0.0022733 0.0013637 0.0404431 0.0059779 -0.0104122 0.0337657 0.6853882 1.3995914 34.6018122 0.0043464 0.8052961 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0054} 
572928 94.91406 0.0 0.0 3.52 0.0022509 0.0012949 0.0403235 0.0056714 -0.0120087 0.0359076 0.6803553 1.4037842 35.2770066 0.0044179 0.7957289 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0054} 
573056 94.92969 0.0 0.0 3.84 0.0023118 0.0013402 0.0411263 0.0071085 -0.0066223 0.0405771 0.6844428 1.3974699 34.7698177 0.0043316 0.8042219 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
573184 94.94531 0.0 0.0 4.03 0.0024211 0.0014352 0.0403798 0.007421 -0.0077309 0.0374073 0.6791011 1.3837546 35.7731384 0.0043676 0.7987465 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00541} 
573312 94.96094 0.0 0.0 4.27 0.0023584 0.0014363 0.0404161 0.0071154 -0.0072297 0.0385915 0.6835485 1.3946062 35.8500833 0.0043561 0.7934036 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00542} 
573440 94.96875 0.0 0.0 4.55 0.0023085 0.0013981 0.0402801 0.0068253 -0.0097193 0.0320358 0.6799419 1.3942359 35.6759676 0.0043501 0.7893188 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00542} 
573568 94.98438 0.0 0.0 4.8 0.0023029 0.0013915 0.0406346 0.0075294 -0.0079242 0.0363875 0.6767019 1.4013804 34.6281499 0.0043192 0.8021197 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0054} 
573696 94.99219 0.0 0.0 4.66 0.0023066 0.001418 0.040503 0.0066238 -0.009688 0.0344999 0.6750663 1.4004399 36.0085965 0.004488 0.7900322 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00541} 
573824 95.0 0.0 0.0 5.01 0.0022982 0.0012996 0.0408065 0.0062779 -0.0081903 0.0357286 0.6801348 1.3909794 35.7645379 0.0043249 0.7965514 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0054} 
573952 95.01562 0.0 0.0 5.39 0.002442 0.0014877 0.0410753 0.0076378 -0.0072571 0.0342962 0.68171 1.4010083 36.067978 0.0045557 0.7904031 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
574080 95.02344 0.0 0.0 4.2 0.0024557 0.0016286 0.0417642 0.0070568 -0.0087305 0.0363806 0.6808332 1.400989 35.4540641 0.0044795 0.7946591 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
574208 95.03125 0.0 0.0 4.63 0.0022731 0.0014329 0.0402135 0.0060548 -0.0093127 0.0323726 0.6810722 1.4033512 35.8010176 0.0044965 0.796939 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
574336 95.05469 0.0 0.0 4.64 0.002603 0.0016132 0.0417878 0.0071792 -0.0065758 0.0390544 0.683624 1.4023043 35.7034255 0.0044791 0.7922539 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00539} 
574464 95.07031 0.0 0.0 3.84 0.0022539 0.0014373 0.0403196 0.0073933 -0.005305 0.0386177 0.6742094 1.3986101 35.6216462 0.0042999 0.7915387 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
574592 95.07812 0.0 0.0 4.62 0.0022034 0.0013381 0.0403246 0.0066856 -0.0082334 0.0354271 0.6776862 1.4002769 35.5681788 0.004262 0.7896681 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
574720 95.10156 0.0 0.0 3.99 0.0024068 0.0014869 0.0409691 0.00742 -0.0073013 0.0407202 0.6784632 1.398479 37.0170372 0.0043545 0.7861533 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
574848 95.10156 0.0 0.0 4.71 0.0023497 0.0015986 0.0404616 0.0063003 -0.0109839 0.03426 0.6780654 1.4006872 35.559785 0.0044107 0.799164 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00538} 
574976 95.10938 0.0 0.0 5.5 0.0022736 0.0013411 0.0404588 0.0061835 -0.0091084 0.0329116 0.6771599 1.3967328 36.0362646 0.0044134 0.7909882 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00537} 
575104 95.10938 0.0 0.0 4.31 0.0023914 0.0014883 0.0411544 0.0057433 -0.0123739 0.0317054 0.6785408 1.3907165 36.5773676 0.0043573 0.7862189 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00537} 
575232 95.10938 0.0 0.0 4.49 0.0023106 0.0014526 0.0406555 0.0057666 -0.0132724 0.0313114 0.6756148 1.4065311 36.4465476 0.0044529 0.7840801 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00537} 
575360 95.125 0.0 0.0 4.72 0.0022813 0.0013367 0.0401544 0.0063973 -0.0072946 0.0353935 0.6780185 1.4099462 35.3865946 0.0043834 0.7985949 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00536} 
575488 95.13281 0.0 0.0 4.23 0.0024261 0.0016211 0.0404175 0.0064095 -0.0079034 0.0331485 0.6738775 1.4079416 34.9551449 0.0044272 0.8024202 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00536} 
575616 95.14062 0.0 0.0 4.46 0.0023635 0.0015053 0.0404969 0.0063471 -0.008678 0.0339987 0.680503 1.4028801 35.9642892 0.0043416 0.7946527 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00536} 
575744 95.15625 0.0 0.0 4.13 0.0023143 0.0015625 0.0410405 0.0068366 -0.0065879 0.0333511 0.6793676 1.4053187 35.4206271 0.0042156 0.7996596 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00535} 
575872 95.17969 0.0 0.0 4.56 0.0022468 0.0015576 0.0401154 0.0067461 -0.0070022 0.0323081 0.6767567 1.3953636 36.5544009 0.0043315 0.7913177 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00537} 
576000 95.1875 0.0 0.0 4.6 0.0022228 0.0013088 0.0404603 0.006153 -0.010208 0.0328225 0.6789527 1.4011484 35.5762683 0.004348 0.7988029 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00537} 
576128 95.21094 0.0 0.0 4.47 0.002319 0.0014825 0.0409582 0.0076619 -0.0066963 0.0417949 0.679422 1.4016504 36.6362457 0.0043668 0.7863352 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00533} 
576256 95.21875 0.0 0.0 3.76 0.0023311 0.0014092 0.0405475 0.0059679 -0.012509 0.0315319 0.6736124 1.401322 36.7230853 0.0041791 0.792672 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00533} 
576384 95.23438 0.0 0.0 4.27 0.0022006 0.0013523 0.0402903 0.0068854 -0.0080223 0.0351406 0.6784971 1.3994531 37.6613312 0.0042 0.7811678 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00535} 
576512 95.23438 0.0 0.0 3.96 0.002351 0.001456 0.0405637 0.0058495 -0.0102202 0.0328008 0.6798527 1.3986708 37.3088117 0.0042206 0.781141 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00535} 
576640 95.27344 0.0 0.0 4.38 0.002183 0.0012177 0.0405244 0.0080029 -0.0063422 0.04009 0.6840633 1.3955131 35.6935785 0.0043143 0.7958074 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00534} 
576768 95.27344 0.0 0.0 3.62 0.0021423 0.0012598 0.0406367 0.0059531 -0.0114209 0.0321987 0.6805873 1.4015027 36.1880798 0.0041659 0.7920889 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00534} 
576896 95.28906 0.0 0.0 3.92 0.0022952 0.001389 0.0402098 0.0073456 -0.0079258 0.0344299 0.6807865 1.3971967 36.0140794 0.0043233 0.7962455 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00532} 
577024 95.3125 0.0 0.0 4.25 0.002245 0.0013757 0.0403642 0.0073129 -0.0073103 0.0370752 0.6740232 1.3918524 36.5556112 0.0043227 0.7964087 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00532} 
577152 95.33594 0.0 0.0 4.11 0.0022674 0.0014841 0.0406864 0.0071162 -0.0068443 0.0386636 0.6784267 1.399 35.8781163 0.004277 0.7934752 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00531} 
