0 0.0 0.0 0.0 0.38 0.0176548 0.0 7.65e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
540672 523.9375 0.0 0.0 3.84 0.0079331 0.0039201 0.0038615 0.0073822 -0.0086513 0.003048 0.6682354 1.1261521 19.9730095 0.0131938 0.8622713 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00854} 
540800 524.0 0.0 0.0 5.38 0.0077898 0.0059349 0.0036489 0.0068921 -0.0078228 0.0037609 0.6707665 1.1283463 19.7129284 0.0146582 0.8627503 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00861} 
540928 524.08594 0.0 0.0 4.91 0.0090023 0.0068125 0.004125 0.0067972 -0.0082867 0.0043119 0.6675723 1.1415387 19.4134292 0.014977 0.8697338 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00819} 
541056 524.17969 0.0 0.0 4.79 0.0086965 0.0054223 0.004515 0.00946 -0.0081728 0.004506 0.6728598 1.1466661 19.4320807 0.0157287 0.8676586 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00804} 
541184 524.28125 0.0 0.0 4.99 0.008555 0.0050457 0.0046752 0.0096112 -0.008097 0.0041678 0.6749414 1.1314785 19.8502047 0.0147726 0.8614513 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00778} 
541312 524.39062 0.0 0.0 4.85 0.007943 0.00445 0.0049018 0.0104028 -0.0077629 0.0044037 0.6731312 1.131287 21.1054167 0.0130266 0.8579304 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00782} 
541440 524.47656 0.0 0.0 5.99 0.0073004 0.003769 0.0045105 0.0101082 -0.0072877 0.0039952 0.670186 1.1268728 21.1738498 0.0125133 0.851827 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00803} 
541568 524.57031 0.0 0.0 5.03 0.0069343 0.0036284 0.0041114 0.0094157 -0.0073831 0.0034521 0.66842 1.1309746 19.0756913 0.0126864 0.871036 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00805} 
541696 524.61719 0.0 0.0 4.41 0.0069543 0.0034713 0.0034609 0.0050885 -0.0086448 0.0028403 0.6715237 1.1299428 18.5182216 0.0127095 0.8804527 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00807} 
541824 524.73438 0.0 0.0 4.84 0.0071214 0.0037048 0.0046696 0.0101397 -0.0085434 0.0039234 0.6686339 1.1315406 19.3619982 0.0120559 0.8697379 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.0081} 
541952 524.80469 0.0 0.0 4.9 0.0069097 0.0033754 0.0043954 0.0096922 -0.0091095 0.0032566 0.6711018 1.1258044 18.9855615 0.0122351 0.8726284 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.008} 
542080 524.92188 0.0 0.0 4.99 0.0066786 0.0033678 0.0048496 0.0107896 -0.0084466 0.0036567 0.6694306 1.1260806 18.2457693 0.0122748 0.8795548 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00806} 
542208 525.0 0.0 0.0 4.9 0.0070081 0.0037502 0.0044871 0.0085882 -0.0080963 0.0028745 0.6699542 1.1296867 17.765966 0.0124921 0.8861676 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00797} 
542336 525.07812 0.0 0.0 6.22 0.0066708 0.0034997 0.0040656 0.006267 -0.0083645 0.0030894 0.6701555 1.136277 17.7843973 0.0119079 0.8904012 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00804} 
542464 525.125 0.0 0.0 5.1 0.0066326 0.0032528 0.0039211 0.0066727 -0.0073429 0.0025903 0.6702349 1.1217973 18.2162601 0.0134465 0.8837894 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00801} 
542592 525.17969 0.0 0.0 4.97 0.0080424 0.0037959 0.0042198 0.0066972 -0.0077233 0.002964 0.6687191 1.1315357 19.0429463 0.0140933 0.8772946 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.0079} 
542720 525.21875 0.0 0.0 5.05 0.0081659 0.0037471 0.0038939 0.0055846 -0.0089656 0.0025799 0.6675348 1.1293653 20.5593047 0.014314 0.8595836 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00803} 
542848 525.35156 0.0 0.0 5.26 0.0075855 0.0039434 0.0044542 0.0075473 -0.0078467 0.0035498 0.6727371 1.1314203 18.7171385 0.013602 0.8822912 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00828} 
542976 525.46094 0.0 0.0 4.55 0.0077407 0.0040616 0.0051764 0.0105175 -0.0075326 0.0036512 0.6708253 1.1217239 18.8822127 0.0130372 0.8802837 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00831} 
543104 525.54688 0.0 0.0 5.06 0.0070966 0.0037057 0.0046015 0.0084799 -0.0068526 0.0032174 0.6695343 1.1174409 17.8314548 0.0122824 0.887506 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00809} 
543232 525.59375 0.0 0.0 4.9 0.0072064 0.0033905 0.0040003 0.0056345 -0.0072895 0.0031716 0.6698121 1.1303138 18.8103758 0.0135853 0.8795799 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00825} 
543360 525.6875 0.0 0.0 5.22 0.007409 0.0034124 0.0046244 0.0087281 -0.0066797 0.0035021 0.6672251 1.1309791 20.1979097 0.0125412 0.8609154 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00812} 
543488 525.71875 0.0 0.0 4.72 0.0071422 0.0033028 0.0042748 0.0065365 -0.0073607 0.0026167 0.671469 1.1348374 20.0805479 0.0131873 0.8648757 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00822} 
543616 525.76562 0.0 0.0 5.03 0.0073968 0.0038717 0.004224 0.0064569 -0.0061305 0.0030956 0.6748134 1.1402098 21.7311829 0.0130518 0.852844 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.0083} 
543744 525.82812 0.0 0.0 5.4 0.0076309 0.0037417 0.0042802 0.0063097 -0.0066735 0.0030345 0.679797 1.1453791 21.7853592 0.0139021 0.8462478 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00815} 
543872 525.85156 0.0 0.0 6.06 0.0076872 0.0036846 0.0040068 0.0056181 -0.0051386 0.0026261 0.6775731 1.1522602 23.959115 0.0136343 0.8347916 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00827} 
544000 525.89062 0.0 0.0 4.38 0.0075922 0.0036861 0.0040328 0.0055342 -0.0063568 0.0027903 0.6778099 1.1524274 23.9197097 0.0141749 0.8349244 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00803} 
544128 525.94531 0.0 0.0 5.26 0.0074191 0.0035411 0.0043278 0.0072791 -0.0057882 0.0032402 0.6746688 1.1567234 24.4590104 0.0133416 0.8318371 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00808} 
544256 526.01562 0.0 0.0 4.97 0.0072811 0.0034731 0.0037762 0.0060243 -0.0059767 0.0034506 0.6743337 1.1612209 23.5441005 0.0133675 0.8439313 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00842} 
544384 526.05469 0.0 0.0 4.67 0.0069616 0.0034238 0.0036041 0.0057933 -0.0060507 0.0030021 0.6775476 1.1555159 22.9462618 0.0134254 0.8426092 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00861} 
544512 526.10156 0.0 0.0 4.51 0.0075781 0.0038883 0.00427 0.0075221 -0.0056673 0.0028506 0.6738786 1.1601912 23.6556405 0.0139691 0.8345343 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.0087} 
544640 526.17188 0.0 0.0 4.75 0.0082323 0.0046459 0.0046773 0.0094899 -0.0074347 0.0034785 0.6743262 1.1520002 23.7768651 0.014043 0.841117 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00861} 
544768 526.24219 0.0 0.0 4.65 0.0077871 0.0039903 0.0043967 0.0089324 -0.0064138 0.0033348 0.6757881 1.1632285 24.5008559 0.0138767 0.8356246 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00891} 
544896 526.28125 0.0 0.0 4.38 0.0076424 0.0038767 0.0039176 0.0061098 -0.0076017 0.0029574 0.6741241 1.155002 25.3641331 0.01291 0.8331021 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00908} 
545024 526.28906 0.0 0.0 4.54 0.0070359 0.003439 0.0030557 0.002863 -0.007634 0.0024236 0.674904 1.1537333 23.6912043 0.0133703 0.8412416 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.0091} 
545152 526.38281 0.0 0.0 4.93 0.0072917 0.0034946 0.0039363 0.0084115 -0.0069141 0.0035762 0.6757976 1.1566204 23.296113 0.0131967 0.844529 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.0093} 
545280 526.4375 0.0 0.0 4.71 0.0076386 0.0037828 0.0038908 0.0070605 -0.0082218 0.0031351 0.6729854 1.1463493 23.5369404 0.0129815 0.8452319 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00971} 
545408 526.49219 0.0 0.0 4.4 0.0072048 0.0035211 0.00382 0.0062142 -0.0082397 0.0029098 0.6712406 1.1406779 23.7962936 0.0122535 0.8366641 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00982} 
545536 526.5625 0.0 0.0 4.47 0.0066361 0.0032753 0.0035559 0.0057873 -0.0071691 0.0030725 0.6693341 1.1326362 23.3888809 0.0131525 0.8399613 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00987} 
545664 526.64844 0.0 0.0 4.65 0.0074211 0.0039131 0.0042589 0.0080685 -0.0076226 0.0033056 0.6697838 1.1270697 22.6207983 0.0127886 0.8469627 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01032} 
545792 526.73438 0.0 0.0 4.63 0.0071156 0.0036903 0.0046415 0.0089786 -0.0086596 0.0033923 0.6692731 1.1340213 22.9633468 0.0116702 0.837378 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01051} 
545920 526.80469 0.0 0.0 5.08 0.0064337 0.0034042 0.0042236 0.0082014 -0.0079311 0.0028963 0.6682313 1.1383894 22.1265841 0.0112009 0.8491498 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01037} 
546048 526.88281 0.0 0.0 4.94 0.0061373 0.003129 0.0043783 0.0085273 -0.0061335 0.0032287 0.6701319 1.1413279 22.8182531 0.0111779 0.8387657 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01054} 
546176 526.95312 0.0 0.0 5.39 0.0061506 0.0032962 0.0042979 0.0088512 -0.0064226 0.003084 0.6688263 1.1348249 22.9152892 0.0114367 0.8367264 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.0107} 
546304 527.00781 0.0 0.0 4.87 0.0064835 0.0033126 0.0037504 0.0064599 -0.0059273 0.0029222 0.6721099 1.1302111 21.6621201 0.0121304 0.8429005 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01083} 
546432 527.05469 0.0 0.0 4.64 0.0068607 0.0033669 0.0039055 0.0061901 -0.0065127 0.002646 0.6686471 1.1417378 21.8177243 0.0133375 0.8342551 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01065} 
546560 527.14844 0.0 0.0 4.56 0.0073444 0.0037529 0.0048453 0.0103402 -0.0054806 0.0033611 0.6687412 1.1435136 20.6023867 0.013931 0.8459613 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01094} 
546688 527.19531 0.0 0.0 4.32 0.0074514 0.0039192 0.0041124 0.0050364 -0.0075943 0.0028828 0.6683384 1.1341637 21.2064446 0.0126955 0.8430613 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01068} 
546816 527.22656 0.0 0.0 4.67 0.007188 0.003441 0.0036503 0.0047131 -0.0063484 0.0025792 0.6708802 1.1480599 22.2135829 0.0134435 0.8310158 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01046} 
546944 527.25 0.0 0.0 4.5 0.0077075 0.0035058 0.0034876 0.0043055 -0.005963 0.0024125 0.6742224 1.1409336 26.4130127 0.0131716 0.7947297 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01038} 
547072 527.3125 0.0 0.0 4.46 0.007602 0.0034947 0.0036923 0.0064615 -0.0066287 0.002908 0.6714354 1.1463393 27.0359164 0.0140458 0.796388 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01038} 
547200 527.39062 0.0 0.0 5.5 0.0080026 0.0039375 0.0041044 0.0089403 -0.0069789 0.0030586 0.6723506 1.1447598 27.2625113 0.0145024 0.7895777 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01041} 
547328 527.41406 0.0 0.0 5.26 0.0082041 0.003935 0.00348 0.005158 -0.0077246 0.0026442 0.6728748 1.1469482 26.6397724 0.0145626 0.7991104 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01024} 
547456 527.53125 0.0 0.0 3.83 0.0078511 0.0039269 0.00483 0.0113901 -0.0069457 0.0036981 0.671601 1.146 26.5354294 0.0135599 0.7996343 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01049} 
547584 527.5625 0.0 0.0 5.64 0.0071075 0.0034175 0.0037011 0.0061159 -0.0066223 0.0023736 0.6730672 1.146053 25.4197686 0.0123331 0.8094606 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01048} 
547712 527.60156 0.0 0.0 5.3 0.0068379 0.0033199 0.0032743 0.0054422 -0.0077274 0.0026548 0.6732106 1.1499759 25.3057989 0.0129967 0.8143194 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01041} 
547840 527.63281 0.0 0.0 4.68 0.0074699 0.0035633 0.0032508 0.0045878 -0.006985 0.0025331 0.6763514 1.1481406 26.2348535 0.0145621 0.8099083 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01057} 
547968 527.69531 0.0 0.0 3.71 0.0080116 0.0038125 0.0038219 0.007504 -0.007373 0.0030725 0.6803517 1.1577535 26.3648265 0.0143246 0.807493 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01052} 
548096 527.73438 0.0 0.0 4.7 0.007938 0.0036075 0.0036058 0.0064823 -0.006887 0.0028089 0.6759837 1.1524162 26.8202201 0.0145101 0.8093367 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01043} 
548224 527.79688 0.0 0.0 5.18 0.0079275 0.0036395 0.0039714 0.0086644 -0.0051941 0.0031788 0.6730271 1.1533059 28.0121573 0.0137351 0.795242 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.01019} 
548352 527.83594 0.0 0.0 4.83 0.0073083 0.0034785 0.0035017 0.0063375 -0.0072322 0.0027151 0.6712235 1.1393311 28.9849064 0.0139246 0.7873855 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.0102} 
548480 527.90625 0.0 0.0 4.48 0.0076747 0.003516 0.0038701 0.008416 -0.0069913 0.0032614 0.6757403 1.1482178 29.8814621 0.0142906 0.7802296 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.01005} 
548608 527.96875 0.0 0.0 5.47 0.0081867 0.003733 0.0039116 0.0089794 -0.0067584 0.0030293 0.6733729 1.1541632 28.7752279 0.0147225 0.7975163 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.00986} 
548736 528.0625 0.0 0.0 4.83 0.0076555 0.0038012 0.0044152 0.0100689 -0.0056878 0.0033527 0.6715279 1.14507 27.5188577 0.0145386 0.8110858 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.0099} 
548864 528.125 0.0 0.0 5.32 0.0080676 0.0039214 0.0040874 0.0083756 -0.0069055 0.00346 0.6714913 1.1465564 25.9383822 0.0152883 0.817908 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.00969} 
548992 528.17188 0.0 0.0 4.39 0.0085533 0.0040676 0.0041335 0.0081429 -0.0066527 0.0028985 0.6707636 1.1414083 25.742205 0.0148017 0.8272054 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 63, 'episodic_explored_area': 0.00971} 
549120 528.25781 0.0 0.0 5.31 0.0079445 0.0039694 0.0040974 0.0087147 -0.0069764 0.0034694 0.6713816 1.1447124 26.5477699 0.0136858 0.8147422 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00939} 
549248 528.32812 0.0 0.0 4.62 0.007422 0.0034825 0.0039775 0.0082086 -0.0072156 0.0031818 0.6734767 1.1568191 26.1428327 0.0134085 0.8167291 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00962} 
549376 528.4375 0.0 0.0 4.97 0.0074168 0.003635 0.0043834 0.0106076 -0.0073031 0.0034317 0.6741996 1.1606336 25.6809214 0.0133564 0.8219106 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00976} 
549504 528.5 0.0 0.0 4.61 0.0073462 0.0034783 0.0037803 0.0080563 -0.0045407 0.0029478 0.6754286 1.1562415 23.3028045 0.0129876 0.8421536 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00955} 
549632 528.5625 0.0 0.0 4.63 0.0072129 0.0035408 0.003679 0.008176 -0.0062982 0.0028789 0.6754439 1.1541907 22.5188934 0.0139205 0.840493 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00951} 
549760 528.60156 0.0 0.0 4.93 0.0078041 0.0035537 0.0034261 0.0054817 -0.0054554 0.0027536 0.6754426 1.1461417 24.5014219 0.0144581 0.8403111 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.0096} 
549888 528.64844 0.0 0.0 4.83 0.0085036 0.0036632 0.0033034 0.0060129 -0.0073378 0.0024832 0.6743867 1.1485883 25.8941413 0.0152842 0.8268653 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00951} 
550016 528.70312 0.0 0.0 4.98 0.0086334 0.0036353 0.0037131 0.008373 -0.0058028 0.0032005 0.6738373 1.1522949 24.6675789 0.0160943 0.8289537 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00931} 
550144 528.78125 0.0 0.0 5.17 0.0091606 0.0040586 0.0043435 0.0105158 -0.008022 0.0037775 0.6730255 1.1520712 27.0681857 0.0151219 0.8129481 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00903} 
550272 528.86719 0.0 0.0 4.96 0.0082684 0.0036228 0.0042906 0.0105603 -0.006754 0.0037976 0.6777509 1.1543559 25.9239762 0.0136275 0.8200658 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.0092} 
550400 528.92969 0.0 0.0 5.77 0.0080442 0.0040553 0.0035053 0.0074644 -0.0070673 0.0034713 0.6818766 1.1541327 25.1418029 0.013353 0.8234742 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00934} 
550528 529.0625 0.0 0.0 5.6 0.0076164 0.0036172 0.0041256 0.0112764 -0.006076 0.0042734 0.6831854 1.1525058 25.584882 0.0125296 0.8208668 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00945} 
550656 529.16406 0.0 0.0 5.03 0.007248 0.0035529 0.0037902 0.010203 -0.0075502 0.0037256 0.6775317 1.1556908 24.752025 0.0120105 0.8289846 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00964} 
550784 529.26562 0.0 0.0 4.33 0.0065146 0.0032189 0.0039504 0.0109038 -0.006469 0.0036034 0.6728975 1.1590155 22.9500483 0.011509 0.8354874 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.01001} 
550912 529.33594 0.0 0.0 5.47 0.0065958 0.003133 0.003568 0.009666 -0.0092689 0.00325 0.677997 1.1587443 20.5442694 0.0118246 0.8578391 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.0099} 
551040 529.39062 0.0 0.0 5.93 0.0067325 0.0031523 0.0030125 0.0065509 -0.0082799 0.0027446 0.6797737 1.1416891 20.6175016 0.0124695 0.8565573 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.01009} 
551168 529.46875 0.0 0.0 5.17 0.0072642 0.0035601 0.0034116 0.0096739 -0.0070193 0.003008 0.682163 1.1509747 21.1447849 0.0145977 0.8426084 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.01007} 
551296 529.60156 0.0 0.0 4.49 0.0079019 0.0042718 0.0042967 0.0111583 -0.0070229 0.0037789 0.6836002 1.1645993 18.999951 0.0139924 0.8639128 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.01053} 
551424 529.67188 0.0 0.0 4.18 0.0077939 0.0042443 0.0034059 0.0086609 -0.0074911 0.00329 0.6835316 1.1907901 17.8266514 0.0141053 0.8669343 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.01007} 
551552 529.8125 0.0 0.0 4.57 0.0077356 0.0049118 0.0047975 0.0132053 -0.0070471 0.0042983 0.6839031 1.1612374 16.7558357 0.0139707 0.8747201 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00996} 
551680 529.92188 0.0 0.0 5.17 0.0074354 0.0042522 0.0040811 0.0088658 -0.0076679 0.0033217 0.6806159 1.154763 15.1184675 0.0122966 0.8911609 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00964} 
551808 529.96875 0.0 0.0 4.77 0.0070319 0.0037388 0.003345 0.0071896 -0.0087012 0.002789 0.6761129 1.151383 14.9975715 0.0123241 0.8974484 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00981} 
551936 530.05469 0.0 0.0 4.55 0.0067705 0.0033195 0.0035293 0.0081495 -0.0082755 0.0029309 0.6780092 1.1522127 15.0346434 0.0131198 0.895101 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00953} 
552064 530.125 0.0 0.0 4.94 0.0074697 0.0036635 0.0037224 0.0074558 -0.0079343 0.0028195 0.6753593 1.146764 14.7664147 0.0130649 0.8925834 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00955} 
552192 530.19531 0.0 0.0 5.0 0.0078737 0.0045794 0.0038154 0.0083704 -0.0080927 0.0032904 0.6760161 1.1492762 14.5720468 0.0136501 0.8942139 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00957} 
552320 530.29688 0.0 0.0 5.35 0.0078064 0.004053 0.0038717 0.008575 -0.0076195 0.0032617 0.6734695 1.1413967 14.1579423 0.0137982 0.9007243 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00941} 
552448 530.38281 0.0 0.0 3.9 0.0080429 0.0043305 0.0039835 0.008732 -0.0090453 0.0031895 0.6750495 1.1404805 14.8100921 0.0135844 0.8925237 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00922} 
552576 530.46094 0.0 0.0 4.55 0.0077119 0.004024 0.0036929 0.0072339 -0.0084758 0.0032017 0.6783382 1.1375947 15.5255856 0.0127171 0.8839021 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00937} 
552704 530.52344 0.0 0.0 4.65 0.0069712 0.0035621 0.0033376 0.0074489 -0.0097815 0.0029861 0.6752524 1.1448025 15.8364183 0.0125985 0.8804592 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00912} 
552832 530.58594 0.0 0.0 4.63 0.0070051 0.0035522 0.0034308 0.0077796 -0.0090394 0.002723 0.6755604 1.1398591 15.6049026 0.0128227 0.8892793 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00905} 
552960 530.6875 0.0 0.0 4.84 0.0073695 0.0040461 0.0032531 0.0066705 -0.00775 0.0029653 0.6779401 1.1355295 15.5364323 0.0123863 0.8832466 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00903} 
553088 530.75781 0.0 0.0 5.11 0.0068951 0.0034673 0.0034374 0.007236 -0.0082511 0.0027175 0.676453 1.1437444 14.0412886 0.0125675 0.8987892 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00923} 
553216 530.83594 0.0 0.0 5.03 0.0071334 0.0035196 0.003451 0.0078433 -0.0079059 0.0029539 0.6727289 1.1504333 13.9754204 0.0130962 0.8973214 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00896} 
553344 530.92188 0.0 0.0 4.54 0.0073998 0.0036732 0.0037956 0.0098301 -0.0081796 0.0029851 0.6742064 1.1501153 14.1755223 0.0131883 0.8926013 {} {'explored_rooms_count': 254, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00893} 
