128 0 0 0.0 0.0 29.89 0.3309739 0.0074354 -4.9317749 2.721139 0.0835767 1.2600718 0.0 0.5319734 0.065601 42.9947688 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 30.04 0.0588382 0.0145057 -0.1190718 0.458425 0.0737473 1.2405869 0.0 0.4735777 0.1033197 74.9823045 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 29.41 0.0362975 0.0270052 0.2390419 0.3563207 0.0498552 1.1768995 0.0 0.5521886 0.1350879 85.7988577 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 28.77 0.022403 0.0176409 0.4208315 0.3112366 0.0318629 1.1347016 0.0 0.6182699 0.1464064 91.1175577 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 30.33 0.0165563 0.011969 0.4741293 0.2520571 0.0237387 1.0974029 0.0 0.6875128 0.1506505 93.8462484 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 30.66 0.0122237 0.0080878 0.457071 0.1887407 0.0193466 1.0623444 0.0 0.7465575 0.149069 95.5122431 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 30.11 0.0094363 0.0063916 0.3899973 0.1210596 0.016902 1.0467751 0.0 0.8176749 0.1671012 95.4844745 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 29.66 0.0082255 0.0049387 0.3341516 0.0905195 0.0143472 1.0382697 0.0 0.8364721 0.1727614 95.1212935 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 29.07 0.007043 0.0046309 0.2803092 0.0585114 0.0136075 1.034514 0.0 0.9155187 0.1772874 95.8235759 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 29.72 0.0070564 0.0037132 0.2179313 0.0449512 0.0125828 1.0368028 0.0 0.9370719 0.1769659 95.6288408 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 30.35 0.006451 0.0039959 0.205715 0.0408865 0.012224 1.022362 0.0 0.9933253 0.1681217 95.609737 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 30.32 0.0055718 0.0036226 0.1988929 0.029376 0.0116809 1.0263865 0.0 1.010674 0.1851954 95.7549546 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 29.99 0.0055031 0.0035995 0.1699322 0.0249626 0.0107436 1.0311059 0.0 1.0942089 0.1947715 95.6481656 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 29.56 0.0052525 0.0037154 0.1452861 0.0205956 0.0107328 1.0371671 0.0 1.1718829 0.1954562 95.5052229 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 28.79 0.005229 0.003165 0.1205283 0.0151253 0.0102274 1.0430438 0.0 1.2317565 0.206343 95.9247647 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 28.97 0.0048699 0.0027985 0.1025664 0.0113209 0.0097563 1.0606395 0.0 1.2390493 0.1986057 95.2044995 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 30.2 0.0054116 0.0037881 0.0823105 0.0101188 0.0107552 1.044974 0.0 1.2889663 0.1969178 95.6765484 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 30.39 0.0060954 0.0037136 0.0570422 0.0093154 0.0102813 1.0384848 0.0 1.3664425 0.1898656 95.8516118 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 3 3 0.0 0.0 29.71 0.0060594 0.0042251 0.0502804 0.0077752 0.010606 1.0106219 0.0 1.4173459 0.1934974 95.7243576 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 29.12 0.0053654 0.004104 0.0515171 0.0067091 0.0105231 0.992201 0.0 1.4859844 0.1873646 96.0565856 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 4 4 0.0 0.0 29.03 0.0049838 0.0038332 0.0500418 0.0066331 0.0100913 0.9902652 0.0 1.4622702 0.1824227 95.7550022 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 4 4 0.0 0.0 29.59 0.0055454 0.0043684 0.0321744 0.0059774 0.0107979 0.9841662 0.0 1.5559467 0.1865568 95.9188157 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 4 4 0.0 0.0 30.78 0.005416 0.0048623 0.0273582 0.0058361 0.0107787 0.9747223 0.0 1.5497757 0.1833819 96.0917768 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 5 5 0.0 0.0 30.54 0.0058356 0.0051075 0.0159233 0.0053671 0.0112464 0.9689694 0.0 1.6231224 0.1972431 96.2940911 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 5 5 0.0 0.0 29.75 0.0061258 0.0051499 0.0084473 0.0067477 0.0114024 0.9682368 0.0 1.6307 0.2011742 95.5519354 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 6 6 0.0 0.0 28.93 0.0059123 0.0044895 0.0122251 0.0055219 0.0109862 0.9623 0.0 1.6173364 0.1897811 95.7666246 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 6 6 0.0 0.0 29.68 0.0054292 0.0039527 0.0133005 0.0052529 0.0105646 0.9588003 0.0 1.6290156 0.1856412 95.479581 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 6 6 0.0 0.0 30.45 0.0052823 0.0035195 0.0144158 0.0049142 0.0104818 0.9511337 0.0 1.6752074 0.1923242 96.4195673 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 7 7 0.0 0.0 30.62 0.0056642 0.0037794 0.0108188 0.0046962 0.0106189 0.9559403 0.0 1.7253443 0.1799522 95.7711458 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 7 7 0.0 0.0 29.86 0.005487 0.0040535 0.0070756 0.0047363 0.0103076 0.9545825 0.0 1.7497496 0.1876176 95.9086889 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3968 7 7 0.0 0.0 28.68 0.0054057 0.003402 0.0082566 0.0038181 0.0105025 0.9501225 0.0 1.8578762 0.1901556 96.320271 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4096 8 8 0.0 0.0 29.06 0.0050044 0.0032674 0.0063372 0.0033921 0.0100247 0.9576563 0.0 1.899077 0.2003665 96.2658657 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4224 8 8 0.0 0.0 29.72 0.0052701 0.0033203 0.0041273 0.0033526 0.0097997 0.9532827 0.0 1.903172 0.1906264 95.8903892 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4352 9 9 0.0 0.0 30.05 0.004981 0.0031496 0.0042782 0.0032332 0.0094268 0.9459278 0.0 1.9769477 0.1857511 96.0877925 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4480 9 9 0.0 0.0 30.52 0.0049487 0.0029961 0.0053015 0.0030476 0.009749 0.9362255 0.0 1.996149 0.1863516 96.1523723 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4608 9 9 0.0 0.0 29.21 0.0050223 0.0033102 -0.0002883 0.0032105 0.0097995 0.9353664 0.0 1.9389157 0.1749388 95.924359 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4736 9 9 0.0 0.0 29.13 0.0049599 0.0034243 -0.0007161 0.0027538 0.0098393 0.9204131 0.0 2.0109439 0.1681422 95.7656909 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4864 9 9 0.0 0.0 29.29 0.0044491 0.0029762 0.0032095 0.0026747 0.0090955 0.9269364 0.0 2.0607587 0.1632484 95.9585306 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
