0 0.0 0.0 0.0 0.36 0.0216752 0.0 0.0010897 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
1408 1.26562 0.0 0.0 6.65 0.0190091 0.0191245 0.0071538 0.0067134 -0.0045309 0.099009 1.6568141 1.3030118 0.6622785 0.0281194 0.5908733 {} {'explored_rooms_count': 5, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.00086} 
1536 1.53125 0.0 0.0 6.46 0.0262785 0.0356681 0.0071574 0.007302 -0.0036829 0.1250065 1.6604816 1.2748993 0.6311304 0.0307335 0.6141417 {} {'explored_rooms_count': 6, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.00115} 
1664 2.09375 0.0 0.0 6.67 0.0246193 0.0381923 0.0074271 0.0086223 -0.0027956 0.1944445 1.6645897 1.2703935 0.5072894 0.0325423 0.7211298 {} {'explored_rooms_count': 7, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0015} 
1792 2.53906 0.0 0.0 6.52 0.0198226 0.0298889 0.0076295 0.0083935 -0.002096 0.1764615 1.6487808 1.2711368 0.4354461 0.0305032 0.7794029 {} {'explored_rooms_count': 9, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00174} 
1920 3.02344 0.0 0.0 6.34 0.0153622 0.0173155 0.0075165 0.0079276 -0.0030178 0.1323135 1.5809052 1.2649472 0.4034538 0.0261854 0.8034597 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00161} 
2048 3.35938 0.0 0.0 6.18 0.0129217 0.0139502 0.0072586 0.0074758 -0.0030781 0.0973702 1.5741272 1.2568984 0.389635 0.0223699 0.8181177 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0016} 
2176 3.73438 0.0 0.0 6.15 0.0126549 0.013175 0.0074542 0.0080037 -0.0032324 0.0831063 1.5737128 1.2435308 0.3667796 0.0215422 0.8307509 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00154} 
2304 4.01562 0.0 0.0 6.08 0.0122498 0.0245115 0.0073784 0.0077768 -0.0025228 0.0598469 1.5643677 1.2365372 0.3586774 0.0191095 0.834172 {} {'explored_rooms_count': 10, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00147} 
2432 4.21094 0.0 0.0 6.06 0.012188 0.0198979 0.0071791 0.0078839 -0.0036635 0.0454326 1.5217467 1.22217 0.4050901 0.0197353 0.8050832 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00147} 
2560 4.45312 0.0 0.0 6.1 0.0098017 0.011032 0.0072292 0.0076124 -0.0048288 0.0400533 1.5175127 1.224856 0.423624 0.0179651 0.787701 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0015} 
2688 4.66406 0.0 0.0 6.13 0.0078385 0.0084673 0.0075896 0.0081622 -0.0041197 0.0281003 1.5231614 1.2227075 0.4286067 0.0144787 0.793306 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00156} 
2816 4.71094 0.0 0.0 6.09 0.0068271 0.007371 0.0077745 0.0082632 -0.0055279 0.0160492 1.5220217 1.2232306 0.4893989 0.0119744 0.7574029 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00159} 
2944 4.71094 0.0 0.0 6.08 0.0060857 0.0074875 0.0076155 0.0076129 -0.0060662 0.0116073 1.5223405 1.2254598 0.5480151 0.01062 0.7116298 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00159} 
3072 4.72656 0.0 0.0 6.34 0.0054627 0.0069222 0.007708 0.0080068 -0.0057855 0.0103479 1.5246419 1.2411577 0.5618183 0.0097403 0.6896956 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0016} 
3200 4.74219 0.0 0.0 6.33 0.004717 0.0053688 0.008004 0.008507 -0.0062375 0.0112228 1.5236429 1.2572801 0.5630593 0.0087283 0.6954222 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00164} 
3328 4.75 0.0 0.0 6.38 0.0040893 0.0040953 0.0087511 0.009163 -0.0093541 0.0079049 1.5210358 1.2697625 0.5668589 0.0074132 0.6915224 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00166} 
3456 4.84375 0.0 0.0 6.36 0.0043979 0.0061149 0.0090022 0.0092104 -0.0053539 0.0099919 1.5164721 1.2755817 0.5639644 0.007493 0.687966 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00163} 
3584 4.96094 0.0 0.0 6.22 0.0037503 0.0044911 0.0093008 0.0093823 -0.0056234 0.0108157 1.5110755 1.2789107 0.5410379 0.0072564 0.7067795 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0016} 
3712 5.0 0.0 0.0 6.1 0.0032272 0.004749 0.009298 0.0091894 -0.0055312 0.0076895 1.5116668 1.2863946 0.5526789 0.0059377 0.6943729 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00162} 
3840 5.0 0.0 0.0 6.15 0.0027888 0.0040163 0.0093479 0.0090679 -0.0102193 0.0052645 1.504671 1.300752 0.5688066 0.0052202 0.676954 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00162} 
3968 5.14844 0.0 0.0 6.44 0.0031843 0.0043578 0.0097155 0.009188 -0.0047668 0.0102567 1.4794246 1.3064206 0.5625173 0.0057776 0.674478 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00157} 
4096 5.21094 0.0 0.0 6.25 0.0024691 0.0023055 0.0095557 0.0089233 -0.0034342 0.0087465 1.4770854 1.3050772 0.5520721 0.004918 0.6913965 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00156} 
4224 5.29688 0.0 0.0 6.21 0.0024561 0.0021605 0.0098421 0.0090693 -0.0036655 0.0087115 1.4868237 1.3042718 0.5552942 0.004717 0.6833973 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0015} 
4352 5.3125 0.0 0.0 6.0 0.0020128 0.0016072 0.0097276 0.008827 -0.0047467 0.0059038 1.4774198 1.3150237 0.5601169 0.0038774 0.6820172 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00148} 
4480 5.34375 0.0 0.0 5.96 0.0018499 0.0014546 0.0097336 0.0087302 -0.0035031 0.005948 1.4716355 1.3188384 0.5751713 0.0035636 0.6618958 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00146} 
4608 5.36719 0.0 0.0 6.07 0.0018329 0.0015102 0.0098213 0.0087166 -0.0031408 0.0052566 1.4701328 1.3194354 0.5733347 0.0035472 0.6612082 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00146} 
4736 5.375 0.0 0.0 6.16 0.0018481 0.0014824 0.0099829 0.0086883 -0.0048563 0.0050864 1.4714203 1.3221765 0.5769013 0.0034896 0.6558302 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00147} 
4864 5.45312 0.0 0.0 6.32 0.0019154 0.0016094 0.0098614 0.0084276 -0.0029754 0.006105 1.467471 1.3174999 0.5572679 0.0038427 0.6725341 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00145} 
4992 5.54688 0.0 0.0 6.25 0.0019345 0.0018002 0.0098933 0.0086167 -0.0034696 0.0072219 1.4678118 1.3167007 0.5402408 0.0038419 0.6904136 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00138} 
5120 5.57812 0.0 0.0 5.77 0.0018544 0.0016616 0.0099786 0.0085858 -0.0031187 0.0051998 1.4671837 1.3192123 0.5494981 0.003561 0.6861771 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00136} 
5248 5.60156 0.0 0.0 5.57 0.0017019 0.0013679 0.0101 0.0086404 -0.0023359 0.0051632 1.4667992 1.3218372 0.5431435 0.0033023 0.6899398 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00135} 
5376 5.625 0.0 0.0 5.8 0.0017197 0.0016444 0.0100794 0.0087066 -0.0024704 0.0053915 1.4455848 1.3143085 0.5415245 0.0033185 0.6928688 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00134} 
5504 5.66406 0.0 0.0 5.84 0.0017702 0.0016687 0.0102082 0.0087027 -0.0036456 0.006339 1.4310947 1.3166774 0.5384552 0.0034881 0.6994066 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00132} 
5632 5.69531 0.0 0.0 5.77 0.0017946 0.0017942 0.0100822 0.0087133 -0.0030697 0.0046851 1.4298092 1.3210971 0.5437426 0.0034074 0.6931136 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00132} 
5760 5.70312 0.0 0.0 5.94 0.0017951 0.0018663 0.0101349 0.0086512 -0.0037197 0.0047132 1.4300134 1.3196579 0.5559839 0.0034273 0.6769715 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00132} 
5888 5.71875 0.0 0.0 5.87 0.0018968 0.0021772 0.0101038 0.0084821 -0.0024731 0.0050275 1.4285653 1.319934 0.5610461 0.0035652 0.6709545 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00133} 
6016 5.75 0.0 0.0 5.86 0.0018885 0.0022034 0.0101968 0.0083649 -0.0029279 0.0063485 1.4164131 1.3234864 0.57063 0.0036798 0.6584016 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00133} 
6144 5.85156 0.0 0.0 5.81 0.0018779 0.0020421 0.010242 0.0086722 -0.0034859 0.0074737 1.4083829 1.3196192 0.572445 0.0036039 0.6550553 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00131} 
6272 5.90625 0.0 0.0 5.99 0.0016763 0.0015492 0.0103071 0.008632 -0.0036717 0.0060836 1.4039181 1.3192989 0.568584 0.0033366 0.6604568 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00131} 
6400 5.92188 0.0 0.0 5.67 0.0015132 0.0013366 0.0102448 0.0082957 -0.0037101 0.0045774 1.4040902 1.3193535 0.5760851 0.0030304 0.6499312 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00131} 
6528 5.99219 0.0 0.0 5.77 0.0016637 0.001743 0.0105864 0.0086936 -0.0031798 0.0055903 1.3923364 1.3188216 0.5789303 0.0033056 0.6417206 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00126} 
6656 6.07031 0.0 0.0 5.85 0.0016486 0.0017885 0.0103892 0.0086148 -0.0030193 0.0058954 1.3817022 1.3147616 0.5763865 0.0032702 0.6452678 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00124} 
6784 6.10938 0.0 0.0 5.7 0.001578 0.0018579 0.0101613 0.0084184 -0.0027055 0.0059152 1.3735968 1.321976 0.5842692 0.0031662 0.6445942 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00127} 
6912 6.14062 0.0 0.0 5.9 0.001494 0.0016332 0.0102447 0.008372 -0.0032586 0.0053095 1.3707945 1.3301672 0.5942843 0.002982 0.6439183 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00126} 
7040 6.16406 0.0 0.0 6.04 0.0014387 0.0015378 0.0102557 0.0082527 -0.0047446 0.0044233 1.3609812 1.3318975 0.6026849 0.0028681 0.6405075 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00124} 
7168 6.17188 0.0 0.0 5.85 0.0014337 0.0015939 0.0102852 0.0082135 -0.0023938 0.0041101 1.3516976 1.3346724 0.6137592 0.0028609 0.625393 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00124} 
7296 6.24219 0.0 0.0 5.88 0.0015257 0.0019139 0.0105028 0.0085445 -0.004031 0.005904 1.3491134 1.3326311 0.6141302 0.0029853 0.6290073 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00124} 
7424 6.25 0.0 0.0 6.12 0.0014859 0.0019834 0.0103173 0.0083233 -0.0050273 0.0048065 1.3477301 1.3356069 0.6170276 0.0029171 0.6289163 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00126} 
7552 6.28906 0.0 0.0 5.92 0.0015037 0.0018343 0.0106405 0.0084455 -0.0027591 0.0050825 1.3486955 1.3366519 0.6239293 0.0028663 0.6240649 {} {'explored_rooms_count': 11, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00126} 
7680 6.35156 0.0 0.0 6.04 0.0014566 0.0018146 0.0106119 0.0083629 -0.0035102 0.0057187 1.3515109 1.3363771 0.6348573 0.0029378 0.6194928 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00125} 
7808 6.40625 0.0 0.0 6.1 0.0013197 0.0013975 0.0104925 0.0082847 -0.0027491 0.0054486 1.3525693 1.3403639 0.6246065 0.0026808 0.6355838 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00127} 
7936 6.42969 0.0 0.0 6.08 0.0014044 0.0022396 0.0103754 0.0082775 -0.0031476 0.0051937 1.3563367 1.3435919 0.6333784 0.0028033 0.6265867 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00127} 
8064 6.45312 0.0 0.0 6.15 0.0011801 0.0006731 0.0103853 0.0082145 -0.0024813 0.0050619 1.3583309 1.3503519 0.644512 0.0024217 0.6178959 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00128} 
8192 6.54688 0.0 0.0 6.33 0.0013346 0.0008632 0.0107803 0.0087811 -0.0032103 0.0060617 1.354087 1.3457078 0.644101 0.0026326 0.6180771 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00123} 
8320 6.66406 0.0 0.0 6.45 0.001305 0.0007247 0.0108273 0.008829 -0.0036564 0.0068534 1.3421167 1.3496818 0.6297423 0.0025596 0.6348417 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00122} 
8448 6.6875 0.0 0.0 6.47 0.0011596 0.0004469 0.0108045 0.0085383 -0.0041826 0.0046364 1.3365484 1.3469558 0.6368282 0.0024288 0.6275998 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00119} 
8576 6.6875 0.0 0.0 6.18 0.0011958 0.0004011 0.0107095 0.0083695 -0.0046671 0.0038183 1.3287532 1.3467433 0.6501207 0.0023979 0.6113155 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00119} 
8704 6.74219 0.0 0.0 6.11 0.0012439 0.0004791 0.0108689 0.0085169 -0.003368 0.0050346 1.3249565 1.3473958 0.6520716 0.0024789 0.6081772 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00117} 
8832 6.79688 0.0 0.0 5.96 0.0012325 0.0005545 0.0109244 0.0086681 -0.0036005 0.0049807 1.3242307 1.3461852 0.6521328 0.0024799 0.6075667 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00116} 
8960 6.8125 0.0 0.0 5.82 0.0011562 0.000366 0.0108184 0.0085018 -0.002152 0.0042831 1.3221589 1.3502135 0.6543289 0.002349 0.607533 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00116} 
9088 6.83594 0.0 0.0 5.67 0.0011883 0.0004764 0.0109635 0.0086008 -0.003941 0.0047337 1.3218965 1.3479442 0.6615032 0.0023491 0.5962373 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00113} 
9216 6.92188 0.0 0.0 5.72 0.0012324 0.0006987 0.0109635 0.0088348 -0.0041074 0.0060262 1.3201899 1.3449519 0.6543682 0.0025038 0.6023318 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00112} 
9344 6.94531 0.0 0.0 5.72 0.0011641 0.000368 0.0106622 0.0084462 -0.0027941 0.0045939 1.3178806 1.3491132 0.6535737 0.0024237 0.6078691 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00113} 
9472 6.96094 0.0 0.0 5.86 0.0011755 0.0003365 0.0107827 0.0084729 -0.0023461 0.004342 1.315287 1.3480484 0.6617797 0.0024077 0.5973613 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00113} 
9600 6.98438 0.0 0.0 5.93 0.0012177 0.000513 0.0109014 0.0086223 -0.0033953 0.0047285 1.303589 1.3436221 0.6690323 0.002444 0.5868223 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00112} 
9728 7.00781 0.0 0.0 5.85 0.0012684 0.0004309 0.0110597 0.008705 -0.0023828 0.0042195 1.2933578 1.3475672 0.6732899 0.0023921 0.5773588 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00113} 
9856 7.04688 0.0 0.0 5.77 0.0012346 0.0005105 0.011017 0.0086743 -0.0026538 0.0051473 1.2865204 1.3452112 0.6759621 0.0024822 0.5730056 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00113} 
9984 7.17969 0.0 0.0 5.92 0.0012788 0.0005757 0.0110557 0.0086354 -0.0040546 0.0072303 1.2774701 1.3476854 0.6536032 0.0026324 0.5959261 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00107} 
10112 7.21875 0.0 0.0 5.83 0.0011999 0.0004176 0.010732 0.0083933 -0.0034889 0.0049441 1.2755673 1.355037 0.6523413 0.002462 0.6052896 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00106} 
10240 7.25 0.0 0.0 5.82 0.0012128 0.0004716 0.0108409 0.0084956 -0.0028235 0.0047076 1.2612546 1.3455953 0.6564132 0.0024931 0.5992671 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00107} 
10368 7.25781 0.0 0.0 5.83 0.001202 0.000323 0.0109435 0.008432 -0.004395 0.0040882 1.2590367 1.347214 0.654253 0.002424 0.6057027 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00107} 
10496 7.30469 0.0 0.0 5.93 0.0012394 0.0004276 0.0111961 0.0086812 -0.002948 0.0054775 1.2615097 1.3481151 0.6498619 0.0024835 0.6085368 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00107} 
10624 7.34375 0.0 0.0 5.94 0.0012086 0.0004528 0.0108852 0.0086313 -0.0019994 0.0049585 1.2606031 1.3474234 0.653163 0.0025043 0.6056944 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00106} 
10752 7.34375 0.0 0.0 6.19 0.0012247 0.0003246 0.0108862 0.0084937 -0.0044051 0.0041342 1.2585039 1.3480734 0.657271 0.0024739 0.604112 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00106} 
10880 7.4375 0.0 0.0 6.33 0.0013115 0.0005839 0.0109486 0.0086541 -0.0040811 0.0066472 1.2567095 1.3488048 0.6407057 0.0026054 0.6220439 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00102} 
11008 7.47656 0.0 0.0 6.19 0.0012246 0.0004177 0.010828 0.0084886 -0.002917 0.005108 1.2571059 1.3451006 0.6411415 0.0025616 0.6236225 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00101} 
11136 7.48438 0.0 0.0 6.31 0.0012215 0.0003293 0.011004 0.0085448 -0.0048331 0.0042 1.254366 1.3466336 0.6468629 0.0024889 0.6176149 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00101} 
11264 7.53906 0.0 0.0 6.36 0.0012576 0.0004406 0.0112265 0.0086281 -0.0027124 0.0051814 1.2591596 1.3460431 0.6450998 0.0025631 0.6186574 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00099} 
11392 7.61719 0.0 0.0 6.61 0.0013382 0.0006294 0.0111848 0.0088428 -0.0034761 0.0062447 1.2547291 1.3447052 0.6397662 0.0026233 0.6212365 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00099} 
11520 7.61719 0.0 0.0 6.18 0.0012353 0.0003179 0.0109838 0.0086408 -0.0046534 0.0040104 1.2452258 1.3477818 0.6422115 0.0025107 0.6202394 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00099} 
11648 7.71094 0.0 0.0 6.2 0.0013868 0.0006593 0.0111095 0.0088101 -0.0032663 0.0060872 1.2421268 1.3477503 0.6394541 0.0026205 0.62213 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00098} 
11776 7.75 0.0 0.0 6.19 0.0012675 0.0004269 0.0107786 0.008533 -0.0028656 0.0048412 1.2402232 1.3493374 0.6295025 0.0025517 0.6343054 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00097} 
11904 7.75 0.0 0.0 6.07 0.0012693 0.00032 0.0108709 0.008403 -0.0046927 0.0041852 1.2387489 1.3533548 0.6391219 0.0025363 0.6242921 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00097} 
12032 7.78125 0.0 0.0 5.92 0.0012752 0.0003547 0.010933 0.0084628 -0.0023677 0.0044687 1.2392476 1.3483732 0.6467726 0.0025833 0.6148508 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00097} 
12160 7.82812 0.0 0.0 6.03 0.0013246 0.000547 0.0111451 0.0087746 -0.0034712 0.0053216 1.2397669 1.3487987 0.6438029 0.0026326 0.6181802 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00096} 
12288 7.85938 0.0 0.0 6.11 0.0012525 0.0003428 0.010988 0.0085928 -0.0024092 0.0046462 1.2355454 1.3438317 0.6363425 0.0026274 0.6288777 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00096} 
12416 7.85938 0.0 0.0 5.89 0.0012559 0.00029 0.0111492 0.0086361 -0.005348 0.0039487 1.2294941 1.3513895 0.652333 0.0025678 0.6091895 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00096} 
12544 7.92969 0.0 0.0 5.91 0.0013291 0.0005639 0.0110458 0.0086678 -0.0033261 0.0055868 1.2287206 1.3429823 0.6491493 0.0027099 0.6105394 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00094} 
12672 7.94531 0.0 0.0 5.63 0.0012923 0.0003591 0.0110897 0.0086531 -0.0025642 0.0048036 1.2258595 1.3477732 0.6537773 0.0026108 0.6039015 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00092} 
