0 0.0 0.0 0.0 0.36 0.0216752 0.0 0.0010897 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
159488 18.51562 0.0 0.0 4.88 0.006729 0.0086588 0.0172052 0.0141952 -0.0017743 0.0196766 0.7327367 1.2725951 0.4076385 0.0123478 0.8064114 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00062} 
159616 18.59375 0.0 0.0 4.97 0.0070492 0.0083294 0.0175571 0.0146619 -0.0036293 0.02213 0.7366803 1.2678473 0.3902721 0.0132049 0.8159267 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00065} 
159744 18.72656 0.0 0.0 5.02 0.0075276 0.0089502 0.0173109 0.0147374 -0.0030936 0.0259845 0.7314293 1.262099 0.3634233 0.0139497 0.8305608 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00067} 
159872 18.79688 0.0 0.0 4.97 0.0071709 0.0070441 0.0176165 0.0143687 -0.0023994 0.0218071 0.7339358 1.2623806 0.3362625 0.013829 0.8444288 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00069} 
160000 18.89844 0.0 0.0 5.08 0.0076209 0.0070013 0.0182015 0.0153593 -0.0025788 0.024791 0.7437765 1.2661355 0.3233724 0.0138394 0.8519209 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00071} 
160128 18.98438 0.0 0.0 4.87 0.0068682 0.0058605 0.0174559 0.0143696 -0.0020594 0.0230957 0.7446542 1.2620929 0.3103435 0.0130023 0.8596321 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00072} 
160256 19.03125 0.0 0.0 4.94 0.0072315 0.005944 0.0177549 0.0145682 -0.0027894 0.0205983 0.7425195 1.2662785 0.3075837 0.0132634 0.861456 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00074} 
160384 19.11719 0.0 0.0 4.99 0.007589 0.0066573 0.0166171 0.0138679 -0.0022566 0.0247335 0.755879 1.2681139 0.3177089 0.0141997 0.857758 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00075} 
160512 19.13281 0.0 0.0 4.96 0.0082768 0.0060156 0.016795 0.0141962 -0.0029687 0.0175589 0.7828658 1.2716184 0.3346094 0.0151197 0.8485356 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00074} 
160640 19.16406 0.0 0.0 4.82 0.0084001 0.0053854 0.0166142 0.0146409 -0.0029079 0.0167575 0.8081987 1.2775623 0.3588488 0.0152945 0.834851 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00075} 
160768 19.1875 0.0 0.0 5.16 0.0082939 0.0055238 0.0158386 0.0142959 -0.0016616 0.0187274 0.827934 1.2860816 0.3819836 0.0155364 0.8210937 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00075} 
160896 19.20312 0.0 0.0 4.93 0.0080962 0.0047391 0.01604 0.0146199 -0.0009057 0.0162965 0.8446784 1.2891358 0.3992352 0.0153091 0.8100245 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00075} 
161024 19.22656 0.0 0.0 4.91 0.007885 0.0048269 0.0160821 0.0147113 -0.0030212 0.0189321 0.8549425 1.2974567 0.4086954 0.0150228 0.8040316 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00076} 
161152 19.25 0.0 0.0 4.97 0.0074124 0.0044403 0.0156441 0.0143552 -0.0028418 0.0163489 0.8551158 1.2956153 0.4192413 0.0143946 0.7973397 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00076} 
161280 19.25781 0.0 0.0 4.94 0.0073639 0.0044389 0.0162469 0.0149914 -0.0019437 0.0157023 0.8418352 1.2946153 0.4113682 0.0138322 0.8001931 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00077} 
161408 19.28906 0.0 0.0 4.96 0.0072472 0.00394 0.0165872 0.0149185 -0.0023949 0.017431 0.8434104 1.2984436 0.4178299 0.0134227 0.7978727 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00078} 
161536 19.3125 0.0 0.0 4.93 0.0070222 0.0039757 0.016565 0.0150307 -0.0023053 0.0182988 0.8451384 1.2895369 0.4222053 0.0131811 0.7956603 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00079} 
161664 19.32031 0.0 0.0 4.99 0.0068404 0.0038859 0.016316 0.0147173 -0.0016747 0.0160786 0.8339161 1.2943134 0.420114 0.0132301 0.7947459 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00079} 
161792 19.33594 0.0 0.0 4.96 0.0069688 0.0039181 0.0169855 0.015393 -0.002073 0.0165477 0.8297323 1.2927739 0.4323496 0.0128208 0.7878234 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0008} 
161920 19.35156 0.0 0.0 4.73 0.0067779 0.0037809 0.0166274 0.0148466 -0.0025955 0.017739 0.8342078 1.2912625 0.4375124 0.0128027 0.7851228 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00079} 
162048 19.36719 0.0 0.0 4.85 0.0064652 0.0033425 0.0164194 0.0144043 -0.0014548 0.0151255 0.8290807 1.2897663 0.4259821 0.0125532 0.7943518 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0008} 
162176 19.42188 0.0 0.0 5.02 0.0065953 0.0035182 0.016537 0.0143687 -0.0010785 0.0206511 0.8228581 1.2902488 0.4251374 0.0127284 0.7937108 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00082} 
162304 19.48438 0.0 0.0 4.97 0.0066534 0.0035914 0.0168399 0.0148208 -0.0027972 0.0214544 0.8147294 1.2832921 0.4099454 0.0125025 0.800987 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00081} 
162432 19.48438 0.0 0.0 4.85 0.0064622 0.003096 0.0169599 0.0141596 -0.0030439 0.0166183 0.8071494 1.2765871 0.3903757 0.0123635 0.8108851 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00081} 
162560 19.55469 0.0 0.0 4.96 0.0065128 0.0038318 0.0168937 0.0145106 -0.0021204 0.020371 0.8049045 1.2783518 0.3904856 0.0126308 0.8107229 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00083} 
162688 19.625 0.0 0.0 4.88 0.0066653 0.0037327 0.0169469 0.0140753 -0.0024475 0.0219798 0.7961555 1.2752713 0.3631871 0.0124569 0.8256212 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00084} 
162816 19.70312 0.0 0.0 4.99 0.0061664 0.0031887 0.0166473 0.0136465 -0.0023072 0.0214392 0.7815472 1.2700567 0.3344552 0.0121458 0.839586 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00086} 
162944 19.75781 0.0 0.0 4.9 0.0061084 0.0029545 0.0165376 0.0135995 -0.0023228 0.0175873 0.773186 1.2672129 0.3215449 0.0119886 0.8468039 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00087} 
163072 19.82812 0.0 0.0 5.01 0.0061987 0.0031957 0.0170389 0.0140094 -0.0026785 0.0193768 0.7668253 1.2617487 0.3131375 0.0121753 0.8520478 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00087} 
163200 19.85156 0.0 0.0 5.04 0.0060906 0.0027734 0.0171491 0.0138549 -0.001967 0.0150899 0.7661802 1.2630794 0.3110738 0.0117721 0.8539037 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00088} 
163328 19.85938 0.0 0.0 4.96 0.0057775 0.0023837 0.0164166 0.0134398 -0.0024584 0.0135357 0.7604721 1.2653899 0.3199109 0.0114696 0.8489653 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00088} 
163456 19.86719 0.0 0.0 5.18 0.0061103 0.0026274 0.0172121 0.0140898 -0.0030212 0.0140604 0.7677299 1.266375 0.3489971 0.0118306 0.8360584 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00088} 
163584 19.875 0.0 0.0 5.16 0.0060084 0.0024617 0.0165732 0.0136532 -0.0029161 0.0129176 0.7692862 1.2588011 0.3660675 0.0117635 0.8261899 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00087} 
163712 19.875 0.0 0.0 5.19 0.0063011 0.0023551 0.0177355 0.0139876 -0.0026565 0.0135037 0.7716429 1.2686681 0.3748668 0.0118411 0.8222102 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00087} 
163840 19.88281 0.0 0.0 5.22 0.0059693 0.0022222 0.0168642 0.0134298 -0.002182 0.0145769 0.7702779 1.2719608 0.3753018 0.011657 0.8209774 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00087} 
163968 19.90625 0.0 0.0 5.3 0.0061037 0.0021318 0.0174718 0.0135785 -0.0015204 0.0155867 0.7626549 1.2649475 0.374772 0.0116596 0.8217617 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00088} 
164096 19.91406 0.0 0.0 5.24 0.0060833 0.0020968 0.0173369 0.0133346 -0.0025582 0.0144096 0.765184 1.2606007 0.3713921 0.0117546 0.8226994 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00089} 
164224 19.9375 0.0 0.0 5.41 0.0060761 0.0023102 0.0175621 0.0137887 -0.0021351 0.0151356 0.7536132 1.2662808 0.3728102 0.0115448 0.8227618 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00089} 
164352 19.97656 0.0 0.0 5.36 0.006008 0.0025395 0.017747 0.014004 -0.0027709 0.0180624 0.7482293 1.2632602 0.3653507 0.0115233 0.8256221 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
164480 19.97656 0.0 0.0 5.3 0.0059353 0.0022246 0.0173358 0.0137105 -0.0027314 0.0157405 0.7514115 1.2592954 0.3599725 0.0114317 0.8284082 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
164608 19.99219 0.0 0.0 5.24 0.0059913 0.0021822 0.0177777 0.0138879 -0.0020807 0.0151169 0.7482349 1.2613786 0.3542275 0.0114507 0.8313853 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
164736 20.0 0.0 0.0 5.26 0.006016 0.0024423 0.0173861 0.0136098 -0.0023398 0.014267 0.7471899 1.2616075 0.3687564 0.011617 0.8248198 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
164864 20.01562 0.0 0.0 5.32 0.0060446 0.0022926 0.0175836 0.0138576 -0.0027719 0.0152925 0.748466 1.2615647 0.3743902 0.0115741 0.8222475 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
164992 20.01562 0.0 0.0 5.02 0.0061034 0.0024207 0.0175115 0.0137003 -0.0028789 0.0162077 0.7490195 1.2582952 0.3830887 0.0118596 0.8181208 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
165120 20.02344 0.0 0.0 4.93 0.0061332 0.0023319 0.0175124 0.0135318 -0.0026206 0.0148995 0.7489735 1.2593893 0.3884148 0.0117068 0.8147552 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0009} 
165248 20.05469 0.0 0.0 4.96 0.0060352 0.0025233 0.0174323 0.0136044 -0.0024554 0.0187419 0.7477001 1.2608636 0.3751957 0.0116944 0.8209992 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
165376 20.07812 0.0 0.0 5.32 0.0060209 0.0024699 0.0174293 0.0135623 -0.0028104 0.0172286 0.7366135 1.2622589 0.3744957 0.0115802 0.8218217 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
165504 20.07812 0.0 0.0 4.9 0.0059646 0.0023976 0.0172423 0.0135095 -0.0036344 0.0135267 0.7393351 1.2604055 0.3698252 0.0115872 0.822207 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
165632 20.08594 0.0 0.0 4.97 0.0060362 0.0022803 0.0174532 0.0135758 -0.0030347 0.014368 0.7449703 1.2630596 0.3837649 0.011671 0.8161583 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
165760 20.10156 0.0 0.0 4.93 0.0061333 0.0025123 0.0174798 0.0136272 -0.002792 0.0157315 0.7413228 1.2615699 0.3845604 0.0117315 0.8161506 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
165888 20.125 0.0 0.0 4.97 0.005995 0.0021978 0.0171036 0.0132393 -0.0014921 0.0157105 0.7426375 1.2621654 0.3828808 0.0116038 0.8183428 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00091} 
166016 20.14844 0.0 0.0 4.93 0.0060067 0.0022906 0.017004 0.0133536 -0.0018802 0.0156045 0.7404717 1.2615382 0.3789818 0.0115753 0.8209846 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00092} 
166144 20.16406 0.0 0.0 4.91 0.0061901 0.0024644 0.0174999 0.0138596 -0.0027496 0.0138452 0.7485798 1.2601894 0.38256 0.0119175 0.8190812 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00092} 
166272 20.17188 0.0 0.0 4.86 0.0062332 0.0026048 0.0176533 0.0140047 -0.0029268 0.0152978 0.7436844 1.259572 0.3718363 0.011777 0.8249208 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00092} 
166400 20.1875 0.0 0.0 5.01 0.0060467 0.0023992 0.0175582 0.0137085 -0.0032373 0.0158583 0.7382343 1.2522176 0.375617 0.0119105 0.8238578 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
166528 20.19531 0.0 0.0 4.89 0.0060784 0.0024917 0.017715 0.0141241 -0.0025291 0.0151122 0.7352804 1.2604682 0.3761056 0.0115297 0.8235492 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
166656 20.19531 0.0 0.0 4.78 0.0059558 0.0022212 0.0171228 0.0134323 -0.0031338 0.013813 0.736182 1.2583208 0.3896082 0.0117145 0.8159599 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
166784 20.23438 0.0 0.0 4.85 0.0060577 0.0025123 0.0171326 0.0135867 -0.0015035 0.0160605 0.7334999 1.2588181 0.3854762 0.0116687 0.8194666 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
166912 20.25 0.0 0.0 4.94 0.0058901 0.0021905 0.0172088 0.0134899 -0.0025134 0.0149525 0.7303812 1.2577534 0.3740116 0.0114954 0.8253506 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167040 20.26562 0.0 0.0 4.88 0.005773 0.0022684 0.0172864 0.0133468 -0.0024244 0.0152423 0.7241532 1.2527815 0.3737397 0.0114413 0.8255086 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167168 20.28125 0.0 0.0 4.84 0.0058201 0.0022784 0.017655 0.0137388 -0.0036532 0.0164461 0.727964 1.2526697 0.3750362 0.0115701 0.8269123 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167296 20.28906 0.0 0.0 4.83 0.0057477 0.0020433 0.0175929 0.013632 -0.0026712 0.0150137 0.7298428 1.2519977 0.3769518 0.0111414 0.8266682 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167424 20.28906 0.0 0.0 4.78 0.0059067 0.0022152 0.0182203 0.0140977 -0.0030918 0.0137756 0.7196689 1.261919 0.3779019 0.0110877 0.8257139 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167552 20.28906 0.0 0.0 4.83 0.0057943 0.0021169 0.0171249 0.0132911 -0.0033897 0.0141439 0.7269889 1.2568112 0.377722 0.0112647 0.8240546 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167680 20.30469 0.0 0.0 4.81 0.0059871 0.0025413 0.0175106 0.0136714 -0.0019284 0.0145398 0.7293301 1.2594295 0.3780354 0.0113832 0.8254427 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167808 20.3125 0.0 0.0 4.84 0.0058975 0.0022274 0.0170947 0.0133634 -0.0026952 0.0143938 0.7338957 1.2538552 0.3819176 0.0114767 0.8240007 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00093} 
167936 20.32812 0.0 0.0 4.89 0.0060409 0.0023811 0.0175057 0.0138352 -0.0026263 0.0144372 0.7357653 1.2608506 0.3859856 0.0115827 0.8197901 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00094} 
168064 20.34375 0.0 0.0 4.9 0.0059384 0.0022284 0.01736 0.013443 -0.0031576 0.0161761 0.737542 1.2621155 0.3806204 0.0115441 0.8225965 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00094} 
168192 20.36719 0.0 0.0 4.94 0.0057556 0.0021398 0.0169687 0.013516 -0.0032654 0.017583 0.7326863 1.2576078 0.3701217 0.0114126 0.8289949 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
168320 20.36719 0.0 0.0 5.07 0.0056673 0.0020176 0.0169153 0.0132091 -0.0027743 0.0146821 0.7282971 1.2612372 0.3744247 0.011309 0.8269723 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
168448 20.375 0.0 0.0 5.28 0.0059936 0.00222 0.0178669 0.0138906 -0.0026975 0.0160624 0.7247269 1.2580458 0.3793795 0.0112506 0.8233071 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00094} 
168576 20.40625 0.0 0.0 5.16 0.0059275 0.0023261 0.0179889 0.0141026 -0.0033499 0.0171454 0.7268477 1.2574807 0.3789606 0.0112583 0.8240864 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
168704 20.40625 0.0 0.0 5.08 0.0057136 0.0020178 0.0174971 0.0137325 -0.0030821 0.0144766 0.7266216 1.2567834 0.3775823 0.0110398 0.824307 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
168832 20.42188 0.0 0.0 5.44 0.0056673 0.0021305 0.0174823 0.0136957 -0.0019721 0.0159065 0.7278197 1.2599495 0.3842153 0.0110914 0.8212149 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
168960 20.42969 0.0 0.0 5.37 0.0057849 0.0021086 0.0177898 0.0138669 -0.0023097 0.0146945 0.7232933 1.260526 0.3856735 0.0111126 0.8215418 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
169088 20.42969 0.0 0.0 5.28 0.0059646 0.0022131 0.0180838 0.0141344 -0.002929 0.0149419 0.7228753 1.2570665 0.3933166 0.0110047 0.8168542 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
169216 20.42969 0.0 0.0 5.42 0.005767 0.0021343 0.0178119 0.0138711 -0.0036895 0.0136601 0.7263323 1.2588123 0.3981098 0.0110718 0.8143722 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
169344 20.42969 0.0 0.0 5.35 0.0056566 0.0020635 0.0171845 0.0134345 -0.0031644 0.0154118 0.7241983 1.2627136 0.4083476 0.0110104 0.8073246 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
169472 20.44531 0.0 0.0 5.43 0.0056601 0.0022079 0.0170251 0.0134768 -0.002678 0.0167651 0.7236635 1.2613048 0.4097354 0.0111273 0.8065252 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00095} 
169600 20.45312 0.0 0.0 5.44 0.0057556 0.0023162 0.0170874 0.0136388 -0.0025673 0.0159098 0.7234782 1.2624948 0.4021076 0.0112592 0.8109138 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
169728 20.46094 0.0 0.0 5.25 0.005807 0.0022412 0.0177049 0.0139621 -0.0029668 0.0156749 0.7223511 1.2593593 0.4106149 0.0111714 0.8059948 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
169856 20.46875 0.0 0.0 5.27 0.0057948 0.0024169 0.0177676 0.0139453 -0.0028283 0.0154807 0.7182159 1.259373 0.4163515 0.0111237 0.8038127 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
169984 20.46875 0.0 0.0 5.28 0.0057325 0.0022045 0.0178038 0.0140235 -0.0032341 0.0147503 0.7210749 1.2623391 0.4218307 0.0108718 0.8012505 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170112 20.46875 0.0 0.0 5.22 0.0055677 0.002107 0.0176611 0.0139041 -0.0033542 0.0130404 0.7221166 1.2634813 0.4166723 0.0108702 0.8033217 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170240 20.46875 0.0 0.0 5.16 0.0054897 0.002089 0.0170905 0.013478 -0.002918 0.0157024 0.7256368 1.2554274 0.4222385 0.0108162 0.7993013 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170368 20.48438 0.0 0.0 5.12 0.0055401 0.0024723 0.0176161 0.013958 -0.0028543 0.0161012 0.7214637 1.2606233 0.4261089 0.0107282 0.7991704 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170496 20.48438 0.0 0.0 5.22 0.0054682 0.0022671 0.0175332 0.0138458 -0.0029357 0.0150327 0.7293564 1.2656272 0.4308124 0.0106401 0.796908 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170624 20.48438 0.0 0.0 5.33 0.0055008 0.0022755 0.017734 0.0139901 -0.0031153 0.0153072 0.7279409 1.2591838 0.4378393 0.0106998 0.7926402 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170752 20.48438 0.0 0.0 5.23 0.0055674 0.0023204 0.0177301 0.0141386 -0.0026199 0.0137484 0.7280284 1.264314 0.4372581 0.0107763 0.7921365 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
170880 20.49219 0.0 0.0 5.15 0.0055435 0.0022511 0.0177094 0.0139213 -0.0027953 0.0149142 0.7235109 1.2611596 0.4366146 0.0108192 0.7920541 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171008 20.5 0.0 0.0 5.35 0.0055885 0.0022456 0.017909 0.014235 -0.0020994 0.0155609 0.7253136 1.2613107 0.4448132 0.0107074 0.7879382 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171136 20.5 0.0 0.0 5.12 0.0055791 0.0022517 0.0177698 0.0141251 -0.0034075 0.0138734 0.7251441 1.2608072 0.4443492 0.0108075 0.7873219 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171264 20.50781 0.0 0.0 5.1 0.0056582 0.0022299 0.0177447 0.0141916 -0.0031175 0.013823 0.7202852 1.2612767 0.4477182 0.0108152 0.7843982 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171392 20.50781 0.0 0.0 4.97 0.0055472 0.0022506 0.0175267 0.0139433 -0.0022507 0.0146054 0.7209696 1.2629977 0.4316826 0.0107617 0.7924689 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171520 20.50781 0.0 0.0 4.93 0.0056113 0.0022662 0.017631 0.0140457 -0.0028851 0.0140031 0.7237353 1.2684592 0.440919 0.0105533 0.7859573 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171648 20.50781 0.0 0.0 5.03 0.0054606 0.0021872 0.0172516 0.0137814 -0.0025271 0.0143128 0.7188803 1.2597222 0.4442362 0.0108683 0.783836 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171776 20.50781 0.0 0.0 4.81 0.005613 0.0021652 0.0175342 0.0141194 -0.0034388 0.0150692 0.7206964 1.2647698 0.4441019 0.0108532 0.7835672 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
171904 20.50781 0.0 0.0 4.9 0.0056233 0.0022047 0.0176109 0.0142283 -0.0029006 0.0148336 0.7200078 1.2636671 0.4478238 0.0107725 0.7822608 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
172032 20.50781 0.0 0.0 4.98 0.0054806 0.0021168 0.0175858 0.0141466 -0.0037455 0.0141324 0.7173871 1.2649287 0.4585835 0.0106802 0.775824 {} {'explored_rooms_count': 12, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00096} 
