0 0.0 0.0 0.0 0.39 0.0153794 0.0 7.6e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
288768 311.11719 0.0 0.0 8.49 0.0049391 0.0018506 0.0002318 0.0003213 -0.007971 0.00075 0.6806122 1.1388849 14.2127049 0.0088881 0.9012473 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00295} 
288896 311.21875 0.0 0.0 7.69 0.0051751 0.0021703 0.0002395 0.0003393 -0.0066962 0.0009244 0.6788519 1.1353901 14.8519312 0.0089301 0.9026524 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00293} 
289024 311.27344 0.0 0.0 8.23 0.0052328 0.0022357 0.0002133 0.0002653 -0.0073147 0.0008151 0.6806269 1.1360778 14.8583015 0.0090683 0.8989605 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00289} 
289152 311.38281 0.0 0.0 5.43 0.0053302 0.0025949 0.0002402 0.000358 -0.0076261 0.000959 0.6766329 1.1361295 14.8034592 0.0093665 0.9054944 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00297} 
289280 311.50781 0.0 0.0 7.55 0.0056884 0.0027698 0.0002433 0.000353 -0.0077919 0.0009785 0.6786238 1.1241137 14.3980819 0.0090873 0.9069458 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00297} 
289408 311.69531 0.0 0.0 6.68 0.005263 0.0025129 0.0002723 0.0004541 -0.0083019 0.0011671 0.679163 1.1275918 13.5481447 0.0087405 0.9092548 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00313} 
289536 311.83594 0.0 0.0 7.17 0.0050142 0.0022517 0.0002592 0.0003903 -0.0081729 0.0010241 0.677913 1.119065 12.6308647 0.0086839 0.9158864 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00305} 
289664 311.95312 0.0 0.0 8.12 0.0051964 0.0023482 0.000257 0.0003522 -0.0080564 0.0009068 0.6764512 1.1186343 12.8233067 0.0087571 0.9118219 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00306} 
289792 312.01562 0.0 0.0 7.18 0.005127 0.0024222 0.0002305 0.0003042 -0.0077986 0.0008658 0.6764118 1.1233701 13.1951272 0.0093871 0.9088145 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00306} 
289920 312.125 0.0 0.0 7.16 0.0058642 0.0030625 0.0002573 0.0003798 -0.0079018 0.0011195 0.6816661 1.1195472 13.7108005 0.0097126 0.8983445 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00312} 
290048 312.28125 0.0 0.0 7.44 0.0053989 0.0024736 0.0002896 0.0004397 -0.0075348 0.0011694 0.6756672 1.1185878 13.7882144 0.0094125 0.9024582 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0031} 
290176 312.46094 0.0 0.0 7.52 0.005153 0.0023349 0.0002803 0.0004194 -0.0068457 0.0011293 0.6764061 1.1233843 13.6123206 0.0085572 0.9046145 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00309} 
290304 312.5625 0.0 0.0 7.95 0.0051887 0.0033757 0.0002612 0.0003566 -0.00613 0.0010509 0.6777938 1.1207312 12.8806284 0.0082051 0.9035353 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00324} 
290432 312.6875 0.0 0.0 8.21 0.004745 0.0021088 0.0002505 0.0003774 -0.0087966 0.0009973 0.678206 1.1211974 12.9201269 0.0086355 0.9094607 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00306} 
290560 312.78906 0.0 0.0 7.6 0.0049704 0.0020246 0.0002394 0.0003234 -0.0077869 0.0008813 0.6788759 1.1199295 12.8606953 0.0089252 0.9033046 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00306} 
290688 312.95312 0.0 0.0 7.27 0.0049453 0.0019469 0.0002786 0.0004234 -0.0079351 0.0010954 0.6756173 1.1170746 12.8007973 0.0086036 0.9107384 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00312} 
290816 313.0625 0.0 0.0 7.28 0.0048892 0.0021733 0.0002668 0.0003666 -0.0087198 0.0008848 0.6823192 1.122332 13.1809442 0.0086053 0.9087778 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00311} 
290944 313.1875 0.0 0.0 8.9 0.0050944 0.003068 0.0002657 0.0003915 -0.0079286 0.0009077 0.6821765 1.1271121 12.8380506 0.0088102 0.9138533 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00314} 
291072 313.29688 0.0 0.0 7.09 0.0052974 0.0033208 0.0002556 0.0003295 -0.0081155 0.0009385 0.6813673 1.12037 12.7525664 0.008312 0.9137362 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00323} 
291200 313.41406 0.0 0.0 8.01 0.0048021 0.0026606 0.0002457 0.0003563 -0.0069276 0.0009354 0.6804257 1.1205682 12.0436603 0.0081699 0.9171452 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0033} 
291328 313.55469 0.0 0.0 6.2 0.0049818 0.002747 0.0002649 0.000397 -0.0073876 0.0010046 0.6793302 1.1221855 12.7211743 0.008333 0.9060597 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00328} 
291456 313.65625 0.0 0.0 6.82 0.004893 0.0026045 0.0002409 0.0003133 -0.007717 0.0008085 0.6791052 1.1204681 13.1191572 0.0082676 0.9001066 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00314} 
291584 313.85156 0.0 0.0 6.44 0.0046064 0.0022566 0.0002693 0.0004237 -0.0072601 0.0010481 0.67845 1.1132034 13.2031015 0.0084847 0.8971467 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00304} 
291712 313.9375 0.0 0.0 7.14 0.0051302 0.0029042 0.0002504 0.0003361 -0.0058217 0.0008117 0.679831 1.1190195 13.5906868 0.0086342 0.8906674 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00299} 
291840 314.07031 0.0 0.0 6.9 0.0051468 0.0024126 0.0002476 0.0003441 -0.0066955 0.0009707 0.6803325 1.1232013 13.9369275 0.0085146 0.8955113 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00305} 
291968 314.1875 0.0 0.0 6.63 0.0049929 0.0019539 0.0002542 0.0003463 -0.009072 0.0008355 0.6803855 1.1199178 13.8600634 0.009056 0.8915532 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00297} 
292096 314.26562 0.0 0.0 6.58 0.0051978 0.00204 0.0002317 0.0003192 -0.0091456 0.0007527 0.6801111 1.1276426 14.9657459 0.0094103 0.8819948 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00286} 
292224 314.39062 0.0 0.0 6.82 0.005041 0.0019763 0.0002481 0.0003447 -0.0084245 0.0008869 0.6796934 1.1218792 15.0945861 0.0089196 0.8798249 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00302} 
292352 314.47656 0.0 0.0 6.27 0.0050653 0.0022849 0.0002218 0.0002743 -0.0089383 0.0007796 0.6798877 1.1199365 14.7202431 0.0089664 0.8956507 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00304} 
292480 314.55469 0.0 0.0 8.19 0.0055227 0.003138 0.0002265 0.0002684 -0.0077675 0.0008623 0.6751848 1.1229766 14.7328528 0.0097091 0.8920572 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00303} 
292608 314.64844 0.0 0.0 9.12 0.0056489 0.0024686 0.0002292 0.0002774 -0.007455 0.0008876 0.6754616 1.1205287 14.128972 0.0100202 0.8951 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00299} 
292736 314.76562 0.0 0.0 7.79 0.0057606 0.0027431 0.0002428 0.0003294 -0.0067807 0.0009317 0.676517 1.136736 13.9652643 0.0103816 0.9041876 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00304} 
292864 314.83594 0.0 0.0 6.73 0.0057814 0.0023704 0.0002191 0.0002586 -0.0081773 0.0008683 0.6755231 1.1198345 14.2899773 0.0097641 0.8945073 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00294} 
292992 314.96875 0.0 0.0 5.8 0.0054041 0.0024787 0.0002526 0.0003617 -0.0067334 0.0009849 0.6731181 1.1305439 14.9400268 0.0093775 0.8858883 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00302} 
293120 315.15625 0.0 0.0 8.9 0.0050871 0.0021054 0.0002644 0.0003936 -0.0073213 0.0010995 0.6781562 1.1354969 14.5719321 0.008353 0.8803954 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.003} 
293248 315.26562 0.0 0.0 6.69 0.0047955 0.0022101 0.000237 0.0003394 -0.0090129 0.0008994 0.6773457 1.1282014 14.5596033 0.0082405 0.8769214 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00297} 
293376 315.39844 0.0 0.0 7.49 0.0046903 0.0024325 0.0002306 0.0003485 -0.007523 0.0009136 0.6803953 1.1279855 15.5063427 0.0081529 0.8662139 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0028} 
293504 315.54688 0.0 0.0 8.58 0.0046064 0.0021475 0.0002431 0.0003342 -0.0084278 0.0009466 0.6778608 1.1340386 15.6600362 0.0080457 0.8760114 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0027} 
293632 315.69531 0.0 0.0 7.99 0.0045785 0.0020518 0.0002499 0.0003406 -0.0078393 0.000884 0.6760939 1.1390739 14.7597974 0.0081138 0.8841002 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00266} 
293760 315.82812 0.0 0.0 8.06 0.0049373 0.0021111 0.0002525 0.000366 -0.0087097 0.0008904 0.6751949 1.1317808 15.3480349 0.0091007 0.8803127 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00263} 
293888 315.92188 0.0 0.0 9.16 0.005404 0.002291 0.000241 0.0002567 -0.0082753 0.0008204 0.6781709 1.1323493 14.6129836 0.0087964 0.8882871 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00254} 
294016 315.99219 0.0 0.0 8.56 0.0052243 0.0024677 0.0002191 0.0002457 -0.0086614 0.0008049 0.6758714 1.1169495 15.8201905 0.0088018 0.8728337 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00254} 
294144 316.125 0.0 0.0 8.74 0.0047902 0.0019544 0.0002495 0.0003617 -0.0072216 0.0008787 0.6767354 1.1218652 16.2769296 0.0085222 0.8688829 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00262} 
294272 316.30469 0.0 0.0 7.14 0.0048539 0.002213 0.0002676 0.0003904 -0.0065914 0.0010136 0.6779103 1.1315384 15.5564963 0.0081288 0.890344 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0028} 
294400 316.39844 0.0 0.0 7.34 0.0048815 0.0028113 0.0002276 0.0003121 -0.0065502 0.0009334 0.6754671 1.1288655 14.7520076 0.0083755 0.8929214 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00283} 
294528 316.48438 0.0 0.0 9.08 0.0050701 0.0027857 0.0002191 0.0003098 -0.0070413 0.0009269 0.6748711 1.1309674 15.0181022 0.008542 0.8884768 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00281} 
294656 316.57031 0.0 0.0 6.79 0.0052108 0.0024285 0.0002254 0.0003272 -0.006448 0.0009415 0.6746906 1.1233722 14.8042481 0.0091495 0.8882254 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00284} 
294784 316.70312 0.0 0.0 6.5 0.0050535 0.0022984 0.000243 0.0003574 -0.0088057 0.0010653 0.6767783 1.1237742 15.4055739 0.0087324 0.8882347 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00292} 
294912 316.86719 0.0 0.0 6.89 0.0048141 0.0025237 0.0002694 0.0004217 -0.0075043 0.0010456 0.676275 1.1289089 14.3479355 0.0082877 0.899791 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00269} 
295040 317.01562 0.0 0.0 7.4 0.0046344 0.0023226 0.0002506 0.0003845 -0.0068713 0.0008905 0.6783367 1.1352705 14.3345462 0.0080222 0.8997056 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.0027} 
295168 317.17188 0.0 0.0 7.07 0.0044737 0.0019354 0.0002457 0.0003765 -0.007327 0.0009735 0.6788471 1.1408557 14.7738906 0.0073836 0.8980045 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.0028} 
295296 317.26562 0.0 0.0 6.96 0.0042942 0.0024268 0.0002111 0.0003065 -0.0080277 0.0007645 0.6763197 1.1344732 14.9097617 0.0074728 0.8935186 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00271} 
295424 317.32812 0.0 0.0 6.98 0.0043134 0.0018227 0.0001962 0.0003025 -0.0075159 0.0006791 0.6774187 1.1303114 16.2921881 0.008244 0.8820732 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00272} 
295552 317.41406 0.0 0.0 7.53 0.0045855 0.0017773 0.0002106 0.0003392 -0.007664 0.0007146 0.6766868 1.1346355 15.4660954 0.0083359 0.8881491 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00274} 
295680 317.49219 0.0 0.0 6.33 0.0047862 0.0018424 0.0002064 0.0002516 -0.0068428 0.0006533 0.6747893 1.1322046 15.8372336 0.008848 0.8826382 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00278} 
295808 317.55469 0.0 0.0 5.31 0.0051153 0.0024736 0.0002171 0.0002491 -0.0069353 0.000759 0.6802652 1.1341011 16.5522133 0.008749 0.883012 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00275} 
295936 317.65625 0.0 0.0 6.0 0.0049179 0.0023588 0.0002368 0.0003389 -0.0076303 0.0007934 0.6781652 1.1292656 17.7961581 0.0084503 0.8692546 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00278} 
296064 317.78125 0.0 0.0 6.36 0.005189 0.0027771 0.0002377 0.0003647 -0.008731 0.0008652 0.6806357 1.1304019 17.8010101 0.0084447 0.8782129 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00289} 
296192 317.83594 0.0 0.0 7.17 0.0049005 0.0021058 0.0002056 0.0002728 -0.0080038 0.000709 0.678217 1.1348217 17.6202973 0.0086898 0.8749918 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00287} 
296320 317.89844 0.0 0.0 6.58 0.0050754 0.0019997 0.0001959 0.0002317 -0.0061266 0.0007237 0.6796047 1.1333403 18.0821119 0.0087938 0.8719559 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00295} 
296448 317.97656 0.0 0.0 7.62 0.0051058 0.002286 0.0001967 0.0002459 -0.0071742 0.0007364 0.6792906 1.1433338 18.362523 0.0091337 0.8693572 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.003} 
296576 318.04688 0.0 0.0 6.4 0.005234 0.0022496 0.0002098 0.0002715 -0.0071885 0.0007462 0.6785291 1.1391681 17.9795999 0.0090085 0.8677184 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00306} 
296704 318.10938 0.0 0.0 7.72 0.0052694 0.0019975 0.0001986 0.000245 -0.0069494 0.0008125 0.6814466 1.1351759 18.0929599 0.0092547 0.8749077 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00319} 
296832 318.20312 0.0 0.0 7.91 0.0052672 0.0019659 0.0002176 0.0003082 -0.0073445 0.000844 0.6825574 1.1370054 18.0888031 0.0091462 0.8687531 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00324} 
296960 318.36719 0.0 0.0 7.21 0.0051798 0.0027199 0.0002668 0.000445 -0.0068457 0.0010301 0.6830924 1.1409461 17.0028435 0.0088235 0.8818404 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00319} 
297088 318.4375 0.0 0.0 7.34 0.0050011 0.0020612 0.0002052 0.0002567 -0.0070026 0.0007703 0.6823541 1.1491622 17.0499453 0.0087551 0.8821002 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00314} 
297216 318.57031 0.0 0.0 6.2 0.0049439 0.001921 0.0002255 0.0003294 -0.0074635 0.0009042 0.6822215 1.1489496 16.8703986 0.0082537 0.8867285 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00302} 
297344 318.66406 0.0 0.0 6.5 0.004788 0.0019545 0.0002089 0.0003271 -0.0079519 0.0007842 0.6815592 1.1417566 16.1985123 0.008347 0.8908243 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00301} 
297472 318.80469 0.0 0.0 8.23 0.0048737 0.0022037 0.0002447 0.000429 -0.0078676 0.0009712 0.6840251 1.1446013 15.5469032 0.0085562 0.8991345 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00297} 
297600 318.96094 0.0 0.0 8.54 0.0051621 0.0027166 0.0002507 0.0004307 -0.0068335 0.0010144 0.680508 1.1329067 14.9350692 0.0083466 0.9026326 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.003} 
297728 319.125 0.0 0.0 7.73 0.004664 0.001977 0.0002448 0.0003821 -0.0078935 0.0009621 0.6772234 1.142236 13.5918712 0.0076308 0.9133248 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00298} 
297856 319.23438 0.0 0.0 7.57 0.0045241 0.0025756 0.0002315 0.0003809 -0.0077588 0.0009615 0.680536 1.1422822 13.9353052 0.0079812 0.9104735 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00299} 
297984 319.34375 0.0 0.0 8.27 0.0045869 0.0020934 0.0002105 0.000337 -0.0079606 0.0008747 0.6802105 1.1398404 14.4479451 0.0077929 0.8966243 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00298} 
298112 319.51562 0.0 0.0 7.84 0.0045092 0.0022436 0.0002365 0.0004017 -0.0085959 0.0009817 0.6798081 1.1356173 14.204537 0.0077206 0.9033118 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00277} 
298240 319.625 0.0 0.0 8.86 0.0047368 0.0023712 0.0002139 0.0002942 -0.0083098 0.0008193 0.682004 1.1353415 13.4099081 0.0076534 0.9154896 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00265} 
298368 319.74219 0.0 0.0 7.11 0.0046957 0.0021701 0.0002153 0.0003422 -0.0082505 0.0008648 0.676532 1.1228201 14.6681752 0.0081108 0.9006081 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00256} 
298496 319.91406 0.0 0.0 6.3 0.0046574 0.0019306 0.0002456 0.0004385 -0.0078468 0.0009572 0.6815853 1.1208914 14.7721683 0.0082013 0.901004 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00259} 
298624 320.04688 0.0 0.0 6.46 0.0048069 0.002247 0.0002392 0.0004154 -0.0080726 0.0008223 0.6808157 1.1212601 14.1544956 0.0081118 0.9122244 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00254} 
298752 320.19531 0.0 0.0 8.56 0.0045977 0.0019613 0.0002429 0.00042 -0.0081431 0.0008105 0.6789717 1.1200765 15.015393 0.0080589 0.9049368 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00252} 
298880 320.32031 0.0 0.0 7.57 0.0047609 0.0021382 0.0002254 0.0003592 -0.0082869 0.0008545 0.6790005 1.1207411 14.495856 0.0079461 0.9092396 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00265} 
299008 320.42188 0.0 0.0 8.09 0.004862 0.0025412 0.0002025 0.0003393 -0.0071185 0.0008394 0.6799302 1.124333 14.3830316 0.0081342 0.9148275 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00265} 
299136 320.49219 0.0 0.0 7.55 0.0047248 0.0018953 0.0001825 0.0002633 -0.0069629 0.0006909 0.680499 1.123333 14.2854113 0.0082897 0.9122548 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.0026} 
299264 320.625 0.0 0.0 7.46 0.0048809 0.0025746 0.0002227 0.0003963 -0.0062269 0.0008819 0.6806542 1.1303842 15.0873081 0.008477 0.9050894 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00258} 
299392 320.6875 0.0 0.0 7.78 0.0051903 0.002526 0.0001894 0.0003144 -0.0078508 0.0007748 0.6833957 1.125547 15.6733925 0.0090505 0.8978342 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00257} 
299520 320.82812 0.0 0.0 8.18 0.0053199 0.0029796 0.0002276 0.0003867 -0.0066563 0.0009772 0.6841048 1.1284663 16.0476685 0.0088794 0.8918152 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00256} 
299648 320.97656 0.0 0.0 8.8 0.0053318 0.0025917 0.0002528 0.0004432 -0.0091974 0.0008796 0.6822022 1.1348439 16.6618896 0.0087705 0.889863 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00253} 
299776 321.125 0.0 0.0 7.69 0.0048503 0.0022366 0.0002261 0.0003881 -0.0079883 0.0009198 0.6827391 1.128477 15.6755407 0.0085223 0.8992967 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00257} 
299904 321.25 0.0 0.0 6.12 0.0051372 0.0029802 0.0002245 0.000384 -0.0084463 0.0008438 0.6795751 1.1276539 15.0357904 0.0088375 0.9043256 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00248} 
300032 321.36719 0.0 0.0 7.74 0.0052267 0.0026479 0.0002331 0.0003473 -0.0088667 0.00086 0.6785824 1.121941 15.3003191 0.0090514 0.9017273 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 23, 'episodic_explored_area': 0.00249} 
300160 321.47656 0.0 0.0 8.67 0.0053184 0.0023899 0.0002361 0.0003502 -0.0075805 0.0009409 0.6812988 1.1273666 15.8977872 0.0093958 0.8939594 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00248} 
300288 321.55469 0.0 0.0 7.01 0.0053051 0.0023851 0.0002033 0.0002645 -0.0077628 0.000886 0.6836895 1.1307576 16.0358409 0.0089505 0.8934096 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00252} 
300416 321.64844 0.0 0.0 7.19 0.0051316 0.0021273 0.0002098 0.00034 -0.0080436 0.0008707 0.6789341 1.1191111 15.8316273 0.0092927 0.8943406 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00261} 
300544 321.77344 0.0 0.0 7.39 0.0052174 0.0020617 0.0002263 0.0003756 -0.0086573 0.000935 0.6817331 1.1163113 15.3760504 0.0091356 0.8993433 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00259} 
300672 321.875 0.0 0.0 6.54 0.0055218 0.0021313 0.0002279 0.0003579 -0.0081666 0.0009597 0.678319 1.1162178 15.7860628 0.0094894 0.9016865 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00265} 
300800 321.98438 0.0 0.0 7.07 0.0056005 0.002398 0.0002437 0.0003814 -0.0085827 0.0010346 0.6776251 1.1178159 15.8771354 0.0094273 0.8955957 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00265} 
300928 322.07812 0.0 0.0 6.99 0.0055114 0.002273 0.0002307 0.000328 -0.0073938 0.0009939 0.6808057 1.1129373 16.4364138 0.00916 0.8946278 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00272} 
301056 322.20312 0.0 0.0 7.54 0.0053223 0.0024374 0.0002511 0.0003568 -0.0078124 0.0010617 0.6804815 1.1119542 16.2763451 0.0092382 0.8950363 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00289} 
301184 322.27344 0.0 0.0 6.99 0.0055837 0.0025761 0.000222 0.0002979 -0.0068276 0.0008986 0.6799691 1.1038053 15.5322665 0.0094509 0.8925711 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00285} 
301312 322.39844 0.0 0.0 7.88 0.0055261 0.002522 0.0002304 0.0003597 -0.0072141 0.0011365 0.6771078 1.1010451 15.87306 0.0090944 0.9014518 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0029} 
301440 322.50781 0.0 0.0 6.4 0.0052912 0.0020743 0.0002365 0.0003565 -0.008505 0.0010623 0.6807886 1.0949257 16.0826697 0.0089958 0.8952372 {} {'explored_rooms_count': 213, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00283} 
