0 0.0 0.0 0.0 0.39 0.0153794 0.0 7.6e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
493696 460.875 0.0 0.0 5.12 0.0053935 0.002583 0.0002511 0.0006316 -0.0069803 0.0012091 0.6733469 1.0975915 13.2898681 0.0092915 0.9100947 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00309} 
493824 460.9375 0.0 0.0 4.89 0.005312 0.0025736 0.0001955 0.0004449 -0.005143 0.0009488 0.6722884 1.0982033 13.6541561 0.0098159 0.9019442 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00301} 
493952 461.02344 0.0 0.0 5.56 0.0055788 0.0025079 0.000233 0.000584 -0.0056305 0.0010318 0.6712253 1.0933566 14.130336 0.0103035 0.8969785 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00306} 
494080 461.07031 0.0 0.0 4.21 0.0060486 0.0025748 0.0002078 0.0004671 -0.00678 0.0010282 0.671734 1.0928964 14.890725 0.0105501 0.880847 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00307} 
494208 461.14844 0.0 0.0 4.68 0.0063576 0.0030171 0.0002174 0.0005328 -0.0058566 0.0011367 0.6708841 1.0909569 14.6846179 0.0111794 0.8982537 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00316} 
494336 461.25781 0.0 0.0 5.04 0.0066231 0.0029254 0.0002518 0.0005413 -0.0067551 0.0012966 0.669086 1.0845956 15.6232939 0.0111096 0.8871713 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00322} 
494464 461.35156 0.0 0.0 5.01 0.0064475 0.0035515 0.0002615 0.0006138 -0.0065062 0.0012458 0.6694993 1.0886777 16.5665485 0.0107232 0.8842102 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00317} 
494592 461.45312 0.0 0.0 5.49 0.0065111 0.0040897 0.0002389 0.0004858 -0.0051019 0.0013359 0.668861 1.0977462 16.5227452 0.011323 0.8930929 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.0032} 
494720 461.54688 0.0 0.0 6.03 0.0066733 0.0039118 0.0002543 0.0005537 -0.006833 0.0014964 0.6711872 1.0928052 15.5126805 0.0116574 0.8969988 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00323} 
494848 461.60938 0.0 0.0 5.43 0.0068004 0.0032395 0.0002352 0.0004675 -0.0067974 0.0013341 0.6686711 1.0844899 15.7970629 0.0118027 0.8958092 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00319} 
494976 461.70312 0.0 0.0 5.74 0.0069598 0.0031604 0.000242 0.0005531 -0.0065814 0.0015113 0.6691942 1.0904 15.9929831 0.011942 0.8931103 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00326} 
495104 461.80469 0.0 0.0 4.86 0.0068775 0.0033706 0.0002711 0.0006491 -0.0068213 0.0014372 0.6698832 1.0928129 15.2279203 0.0112491 0.9005424 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00328} 
495232 461.86719 0.0 0.0 6.17 0.0062837 0.0026792 0.0002242 0.0004674 -0.0052824 0.0013104 0.6684424 1.0956904 14.6089757 0.0108383 0.9098295 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00323} 
495360 461.91406 0.0 0.0 5.46 0.0066188 0.0036238 0.0002159 0.0004183 -0.005594 0.0013027 0.671756 1.0964534 14.683568 0.0113268 0.9101783 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00329} 
495488 461.98438 0.0 0.0 6.36 0.0073559 0.004911 0.000223 0.0004655 -0.0052775 0.0014676 0.6690907 1.0974036 15.5683684 0.0113978 0.9044657 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00332} 
495616 462.07812 0.0 0.0 6.54 0.0065604 0.0032779 0.0002358 0.000558 -0.0054065 0.0016243 0.6684334 1.1011967 15.1260371 0.0110498 0.9123925 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00327} 
495744 462.14844 0.0 0.0 5.42 0.0062701 0.0029938 0.0002117 0.0004215 -0.0061701 0.0013126 0.6667556 1.0968459 15.3712331 0.0107332 0.9070707 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00315} 
495872 462.24219 0.0 0.0 5.48 0.0063504 0.0034086 0.0002214 0.0005353 -0.0058078 0.0015571 0.6682677 1.0957446 15.4012092 0.0108501 0.9024895 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00319} 
496000 462.32812 0.0 0.0 5.3 0.005961 0.0026868 0.0002006 0.0004513 -0.0064334 0.0014287 0.6685456 1.100359 15.6365305 0.0099381 0.9062912 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00326} 
496128 462.4375 0.0 0.0 5.59 0.005824 0.0047483 0.0002407 0.0006246 -0.0044036 0.0017628 0.6715345 1.0862311 15.2726639 0.0100313 0.9055689 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00337} 
496256 462.55469 0.0 0.0 5.57 0.0057395 0.0030556 0.0002536 0.0006255 -0.0068657 0.0014339 0.6707772 1.1010925 15.8285189 0.0095021 0.9088408 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00336} 
496384 462.64844 0.0 0.0 4.94 0.0054016 0.0028243 0.0002328 0.0005965 -0.0062316 0.0013649 0.6723552 1.1005072 16.8836216 0.0094721 0.8925042 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00318} 
496512 462.75781 0.0 0.0 5.94 0.0056652 0.002745 0.0002592 0.0006921 -0.0054926 0.0012851 0.6703595 1.0905178 17.2511457 0.0097523 0.8866785 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00341} 
496640 462.82812 0.0 0.0 4.43 0.0056119 0.002518 0.0002155 0.000513 -0.0059046 0.0011395 0.6730016 1.0996094 17.0024933 0.0096473 0.8895821 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00329} 
496768 462.95312 0.0 0.0 5.93 0.0054792 0.0027115 0.0002389 0.000672 -0.0062149 0.0012956 0.6719894 1.0955151 16.757351 0.0097647 0.8893117 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00344} 
496896 463.01562 0.0 0.0 6.74 0.0053872 0.0024059 0.0001984 0.0004063 -0.0063575 0.0010163 0.6711107 1.0879791 15.940376 0.009543 0.8973342 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00362} 
497024 463.07812 0.0 0.0 4.82 0.0056789 0.0025703 0.0002012 0.0004914 -0.0065599 0.0009943 0.6721247 1.0844232 15.6965736 0.0098238 0.8925381 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00362} 
497152 463.13281 0.0 0.0 4.99 0.0059763 0.0034023 0.0001797 0.0003474 -0.0058861 0.0010827 0.6717764 1.0884436 15.6689158 0.0101659 0.8962726 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00376} 
497280 463.27344 0.0 0.0 4.71 0.0057883 0.0028019 0.0002728 0.00071 -0.006558 0.0012319 0.673235 1.0930759 15.9028648 0.0103824 0.9025704 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00366} 
497408 463.35938 0.0 0.0 5.27 0.0059703 0.002883 0.0002138 0.000526 -0.0070281 0.0011821 0.6728977 1.0910037 15.8597445 0.0098291 0.8992163 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00366} 
497536 463.42188 0.0 0.0 4.75 0.006014 0.0031921 0.0001981 0.0004241 -0.0068329 0.0011817 0.6689774 1.0842737 16.1918605 0.0102129 0.8960699 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00367} 
497664 463.53906 0.0 0.0 5.03 0.0060674 0.0038684 0.0002236 0.0005785 -0.0066045 0.001342 0.6713584 1.0936318 15.7285755 0.0103379 0.9064857 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00368} 
497792 463.65625 0.0 0.0 5.51 0.0062304 0.0037349 0.0002548 0.0006472 -0.005908 0.001327 0.6723643 1.0930165 14.6506286 0.0104071 0.9156314 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00363} 
497920 463.84375 0.0 0.0 5.3 0.0060247 0.0032212 0.0003252 0.0008283 -0.0067764 0.001639 0.6712749 1.0958689 14.0048206 0.009792 0.9160195 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00366} 
498048 463.97656 0.0 0.0 5.18 0.0058176 0.0032379 0.0002725 0.0007215 -0.0046812 0.0015456 0.6677947 1.0934377 13.619727 0.009195 0.9235605 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00359} 
498176 464.07812 0.0 0.0 6.76 0.0054792 0.0038962 0.0002402 0.0006408 -0.0047501 0.0014121 0.6675633 1.0892082 13.2265487 0.0091062 0.9256102 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00356} 
498304 464.16406 0.0 0.0 6.14 0.0053804 0.0036771 0.0001938 0.0004415 -0.00513 0.001281 0.6685328 1.0949758 12.780828 0.0090739 0.9193171 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00371} 
498432 464.25 0.0 0.0 4.92 0.005453 0.0028393 0.0002067 0.0004233 -0.0062836 0.0011964 0.6702119 1.0967192 13.2873275 0.0096372 0.9085393 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00362} 
498560 464.32031 0.0 0.0 5.12 0.0058118 0.0028471 0.0002353 0.0005215 -0.0068321 0.001143 0.6722671 1.0979126 14.0587198 0.0106691 0.9015173 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00362} 
498688 464.40625 0.0 0.0 4.61 0.0063594 0.0031004 0.0002167 0.0004193 -0.0074736 0.0011904 0.6689562 1.0920321 14.3229636 0.0111319 0.9060809 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00363} 
498816 464.53125 0.0 0.0 5.39 0.0064866 0.0034494 0.0002445 0.0005576 -0.0061472 0.0013352 0.6710002 1.1029338 15.0400514 0.0102443 0.9047752 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00363} 
498944 464.58594 0.0 0.0 5.66 0.0065616 0.0036953 0.0002019 0.0004147 -0.0070744 0.0013301 0.6722779 1.0971655 15.8051986 0.0103124 0.8942921 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00364} 
499072 464.67188 0.0 0.0 5.4 0.0060694 0.0034842 0.0002014 0.000496 -0.0066552 0.0014267 0.6732477 1.1085455 15.1154204 0.0100944 0.9035326 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00358} 
499200 464.77344 0.0 0.0 5.51 0.0062125 0.0037258 0.0002424 0.0005913 -0.0066854 0.0013692 0.6722182 1.1174794 15.1876932 0.0097897 0.9003825 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00359} 
499328 464.83594 0.0 0.0 5.38 0.005607 0.0026564 0.0001983 0.0004108 -0.0072571 0.0011929 0.6734404 1.1080075 15.8796852 0.0096975 0.9042814 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00361} 
499456 464.92969 0.0 0.0 5.62 0.0059603 0.0042034 0.0002554 0.0006366 -0.0053768 0.0015625 0.6729808 1.1090402 17.0467921 0.0102194 0.8907739 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00361} 
499584 465.02344 0.0 0.0 5.5 0.006044 0.0031659 0.0002332 0.0005089 -0.0067874 0.0014078 0.6727228 1.1095462 16.4580068 0.0098372 0.8947839 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00363} 
499712 465.10156 0.0 0.0 6.43 0.0055962 0.0024214 0.0002004 0.0004469 -0.0067266 0.0012111 0.6696587 1.1089965 15.9478011 0.010288 0.908174 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00353} 
499840 465.14844 0.0 0.0 6.08 0.0061114 0.0031279 0.0001872 0.0003088 -0.0057539 0.001121 0.6728128 1.0934787 15.7774483 0.0102399 0.9027683 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00359} 
499968 465.23438 0.0 0.0 6.04 0.0059492 0.0029602 0.0002108 0.0005121 -0.0069179 0.0012347 0.675199 1.108344 15.8546052 0.0100742 0.9020104 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00371} 
500096 465.35156 0.0 0.0 4.67 0.0060273 0.0032448 0.0002221 0.0005555 -0.0057421 0.001359 0.6752714 1.108774 14.690557 0.0099441 0.9160871 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00375} 
500224 465.44531 0.0 0.0 4.35 0.0059222 0.0035309 0.0002422 0.0005997 -0.0065305 0.0012928 0.6701233 1.0983811 15.0045832 0.0098658 0.9113315 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00384} 
500352 465.53906 0.0 0.0 5.14 0.0060771 0.0046213 0.0002571 0.0006557 -0.0050272 0.0013947 0.6726626 1.1018034 14.8745881 0.0097009 0.9144245 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00392} 
500480 465.60156 0.0 0.0 6.5 0.0057441 0.0030856 0.0002156 0.0004978 -0.0058022 0.0012431 0.6704854 1.1049532 15.1473406 0.009956 0.9148003 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00386} 
500608 465.64844 0.0 0.0 4.8 0.0061544 0.0035065 0.000188 0.0003839 -0.0057683 0.0013065 0.6704481 1.1049346 15.9759871 0.0105718 0.897987 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00393} 
500736 465.74219 0.0 0.0 4.17 0.0062934 0.0034242 0.0002275 0.000553 -0.0064547 0.001419 0.67203 1.09935 16.7273739 0.0110898 0.8974768 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00393} 
500864 465.83594 0.0 0.0 5.48 0.0063313 0.0032867 0.0002417 0.0006033 -0.0056811 0.0012813 0.6697131 1.0860981 16.1457625 0.0109665 0.9043557 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00389} 
500992 465.9375 0.0 0.0 6.16 0.0065281 0.0033047 0.0002312 0.0005903 -0.005554 0.0013698 0.6700089 1.0902079 15.7407413 0.0106261 0.9047999 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00393} 
501120 466.0625 0.0 0.0 5.64 0.0060421 0.0031507 0.000255 0.0006583 -0.0062572 0.0016079 0.6729653 1.0924241 14.7729732 0.010072 0.9117375 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00402} 
501248 466.15625 0.0 0.0 5.63 0.0061203 0.0030815 0.0002288 0.0005511 -0.0062983 0.0013341 0.6717951 1.0917514 13.7430171 0.0104448 0.9186028 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00398} 
501376 466.23438 0.0 0.0 5.09 0.0065 0.0033323 0.0002362 0.0005434 -0.0076658 0.0014205 0.6720806 1.094078 14.7142585 0.0113003 0.9088071 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00408} 
501504 466.3125 0.0 0.0 5.7 0.0067116 0.0031718 0.0002143 0.0004954 -0.0064391 0.0013112 0.6725072 1.085644 15.290463 0.0111956 0.9001633 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00403} 
501632 466.41406 0.0 0.0 5.3 0.0067502 0.0033657 0.0002321 0.0005721 -0.0072719 0.0014962 0.6705894 1.0842956 15.0285429 0.0110062 0.9078617 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00382} 
501760 466.45312 0.0 0.0 5.24 0.0067703 0.0038801 0.0001847 0.0003615 -0.0054598 0.0013639 0.6708952 1.0947035 15.4903664 0.0116481 0.9019463 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00383} 
501888 466.53125 0.0 0.0 5.19 0.00725 0.0038793 0.0002068 0.0004509 -0.0062072 0.0015772 0.6721267 1.1011146 15.9507128 0.0124795 0.8935262 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00391} 
502016 466.59375 0.0 0.0 4.7 0.0072605 0.0033635 0.0001977 0.0004729 -0.0055752 0.001538 0.6725507 1.1011113 15.2818296 0.0123221 0.9037062 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00392} 
502144 466.63281 0.0 0.0 5.45 0.0075963 0.0035195 0.0001893 0.0003459 -0.0066229 0.0015644 0.6730477 1.0959479 15.7623495 0.0126605 0.8953831 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00398} 
502272 466.69531 0.0 0.0 5.08 0.0072854 0.0031365 0.0001999 0.0004349 -0.0066701 0.0016141 0.6700317 1.0904207 16.0828809 0.012616 0.8899604 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00396} 
502400 466.71875 0.0 0.0 4.8 0.0078921 0.0039999 0.0001704 0.0003283 -0.0053344 0.0014319 0.6731788 1.0964036 17.4422995 0.0135925 0.8758209 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00391} 
502528 466.77344 0.0 0.0 5.37 0.0078866 0.0037158 0.0001853 0.0004195 -0.0060172 0.001598 0.674066 1.0974947 18.9759268 0.0133145 0.8574816 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.0039} 
502656 466.79688 0.0 0.0 5.33 0.0080853 0.0038928 0.0001622 0.0002322 -0.0060451 0.0015208 0.6741611 1.1065803 18.7835104 0.0128769 0.8680354 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00394} 
502784 466.86719 0.0 0.0 5.71 0.0077526 0.0036863 0.0001998 0.0004864 -0.0063063 0.001801 0.6742455 1.1075891 18.1550195 0.0125056 0.8792591 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00396} 
502912 466.92188 0.0 0.0 5.0 0.0070437 0.0035652 0.0001693 0.0002832 -0.0062004 0.0017357 0.6749192 1.0952146 17.0194713 0.0116034 0.8866307 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.004} 
503040 466.95312 0.0 0.0 5.68 0.0070974 0.0037441 0.0001561 0.0002882 -0.0056587 0.0015869 0.6750779 1.0983954 17.3406373 0.0118961 0.8892803 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00392} 
503168 466.99219 0.0 0.0 5.29 0.0077138 0.0041729 0.0001633 0.0003423 -0.0064466 0.0016049 0.6729253 1.0959769 18.239761 0.0125755 0.8807396 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00391} 
503296 467.03125 0.0 0.0 5.33 0.0075554 0.0048613 0.0001752 0.0003645 -0.0048421 0.0019917 0.6743957 1.106507 18.2794915 0.0132587 0.8845495 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00392} 
503424 467.08594 0.0 0.0 6.28 0.0079135 0.0046214 0.0001887 0.000336 -0.00586 0.0019698 0.6714845 1.1035337 18.5264549 0.0127378 0.8842368 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00396} 
503552 467.16406 0.0 0.0 5.46 0.0077587 0.0045315 0.0002334 0.0005906 -0.0057463 0.0022112 0.672099 1.091737 18.7140975 0.0129456 0.8831791 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00401} 
503680 467.25781 0.0 0.0 5.01 0.0076048 0.0038519 0.0002256 0.0005354 -0.0057403 0.0021588 0.6700626 1.0922284 17.1613604 0.012197 0.892014 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00405} 
503808 467.34375 0.0 0.0 4.6 0.0071613 0.0037011 0.0002271 0.000554 -0.0068845 0.0018982 0.6691856 1.0906661 15.7184782 0.0118875 0.9135733 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00413} 
503936 467.42188 0.0 0.0 5.1 0.007519 0.0037723 0.000226 0.0003601 -0.0057896 0.0019013 0.6700105 1.0915818 15.0265054 0.0115102 0.9068402 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00415} 
504064 467.50781 0.0 0.0 5.07 0.0068876 0.0033373 0.0002339 0.0005564 -0.0080311 0.0018293 0.6685412 1.0899312 14.9441254 0.0119979 0.911869 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00401} 
504192 467.5625 0.0 0.0 5.64 0.0070209 0.0032221 0.0002071 0.000439 -0.0074201 0.0016772 0.6726856 1.0950536 14.3113296 0.0117223 0.9200517 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 27, 'episodic_explored_area': 0.00395} 
504320 467.625 0.0 0.0 5.58 0.0072306 0.0035943 0.0002016 0.000443 -0.0062312 0.0018429 0.6703538 1.1093539 15.2593706 0.0117225 0.9135971 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 27, 'episodic_explored_area': 0.004} 
504448 467.66406 0.0 0.0 5.05 0.006817 0.003615 0.0001766 0.0003884 -0.0052211 0.0014406 0.6742596 1.1020621 14.6689231 0.011596 0.9182763 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 27, 'episodic_explored_area': 0.00402} 
504576 467.73438 0.0 0.0 5.17 0.0068709 0.0034485 0.0001749 0.0004208 -0.0060867 0.0015414 0.6693436 1.1162383 15.155624 0.0122048 0.9134434 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00388} 
504704 467.80469 0.0 0.0 5.47 0.007108 0.0041943 0.0001875 0.0004898 -0.0050202 0.0016653 0.6742659 1.1093193 15.0673156 0.0123239 0.9106023 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00391} 
504832 467.86719 0.0 0.0 6.42 0.0072846 0.0042128 0.0001958 0.0004719 -0.0072572 0.0017351 0.6741204 1.1040337 14.8910001 0.0120582 0.9167646 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00389} 
504960 467.92969 0.0 0.0 6.07 0.0068363 0.0031898 0.000179 0.000392 -0.0064671 0.0015705 0.6736174 1.1028443 14.9489033 0.0116956 0.9135862 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00391} 
505088 467.99219 0.0 0.0 5.57 0.0068131 0.0029848 0.0002135 0.000476 -0.006959 0.0015542 0.6726909 1.108324 15.3410113 0.0121028 0.908308 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00381} 
505216 468.03906 0.0 0.0 4.72 0.0072349 0.003984 0.000194 0.0004372 -0.0065382 0.0016673 0.6710064 1.1135462 15.187972 0.0121228 0.9143571 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00387} 
505344 468.07031 0.0 0.0 4.18 0.0069566 0.003455 0.0001628 0.0002996 -0.0068 0.0013191 0.6786546 1.1106631 15.9587815 0.0120463 0.9061113 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0038} 
505472 468.11719 0.0 0.0 4.9 0.0072163 0.0036151 0.0001724 0.0003868 -0.007073 0.0014359 0.6731231 1.1134775 16.646599 0.0121858 0.8946717 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00379} 
505600 468.19531 0.0 0.0 4.42 0.0072793 0.0037655 0.0002059 0.0004902 -0.0064333 0.0018476 0.6731607 1.1009018 16.110154 0.0118722 0.9058767 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00387} 
505728 468.28125 0.0 0.0 4.86 0.0069683 0.0034254 0.0002031 0.0004709 -0.0059537 0.0017793 0.6715726 1.1024583 15.9001604 0.01138 0.9051233 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.004} 
505856 468.35938 0.0 0.0 4.99 0.0067661 0.0036923 0.0002235 0.0005669 -0.005777 0.0016303 0.6725945 1.0954706 15.5350467 0.0109272 0.9060191 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00401} 
505984 468.42188 0.0 0.0 4.7 0.0062513 0.0029052 0.000196 0.0004586 -0.0060629 0.0014638 0.6721168 1.1001575 15.4118171 0.0109714 0.9067486 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0041} 
506112 468.55469 0.0 0.0 5.57 0.0063628 0.003001 0.0002496 0.0005799 -0.0060351 0.0017513 0.6717041 1.0946126 15.1882891 0.0109475 0.910944 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00423} 
506240 468.67188 0.0 0.0 5.81 0.0062168 0.0029218 0.000273 0.0005787 -0.0074031 0.00167 0.669022 1.1091054 14.8283267 0.0099115 0.9131043 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00422} 
506368 468.76562 0.0 0.0 4.88 0.0058538 0.0029135 0.000232 0.0005899 -0.0079178 0.0014574 0.6752153 1.1105145 14.6267531 0.0102682 0.9072972 {} {'explored_rooms_count': 251, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00424} 
