0 0.0 0.0 0.0 0.38 0.0188243 0.0 0.0002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
193664 177.70312 0.0 0.0 4.12 0.0105987 0.0072092 0.0048369 0.002853 -0.0034194 0.008517 0.7209178 0.9535114 0.235359 0.0170749 0.8872464 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00161} 
193792 177.82031 0.0 0.0 4.15 0.0106145 0.0080507 0.0050116 0.0028615 -0.00348 0.0088004 0.7167567 0.9466672 0.2318208 0.0174808 0.8888438 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00161} 
193920 177.91406 0.0 0.0 4.28 0.0105591 0.0069789 0.0048374 0.0029092 -0.0041699 0.0078738 0.7195278 0.9465102 0.2294241 0.0170434 0.8914772 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00163} 
194048 177.9375 0.0 0.0 4.21 0.0096923 0.0053389 0.004438 0.0028528 -0.0040951 0.0056013 0.720985 0.9436356 0.2385634 0.0162086 0.887836 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00164} 
194176 177.96094 0.0 0.0 4.25 0.0095384 0.0073735 0.0047597 0.0028796 -0.0025394 0.005724 0.7184858 0.9556788 0.2600414 0.0158403 0.8739849 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00162} 
194304 177.98438 0.0 0.0 4.22 0.0093076 0.0067684 0.0044366 0.0028548 -0.0030177 0.0053414 0.7266412 0.9530316 0.2801345 0.0157954 0.8640656 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00164} 
194432 178.00781 0.0 0.0 4.2 0.0089802 0.0056205 0.0049044 0.0029043 -0.0035981 0.0054488 0.7202723 0.9532077 0.2959839 0.0152756 0.8557548 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.0017} 
194560 178.01562 0.0 0.0 4.22 0.0085601 0.0048993 0.0046466 0.0028758 -0.0037447 0.0049235 0.7202201 0.964526 0.3022436 0.0150313 0.8535189 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00168} 
194688 178.10156 0.0 0.0 4.24 0.0087581 0.0054145 0.0044523 0.0028201 -0.0030238 0.0064049 0.7270511 0.9686204 0.3064933 0.0151317 0.8485112 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00168} 
194816 178.16406 0.0 0.0 4.11 0.0090577 0.0063358 0.0050003 0.0028476 -0.0029116 0.0064402 0.7254688 0.9691535 0.29648 0.0148207 0.8551316 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00169} 
194944 178.1875 0.0 0.0 4.08 0.0087152 0.0054621 0.0048174 0.0028212 -0.0036859 0.0051838 0.7239309 0.9640531 0.300368 0.014756 0.8556527 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00169} 
195072 178.23438 0.0 0.0 4.56 0.0088073 0.0064902 0.0050317 0.002871 -0.0036756 0.0055117 0.7243013 0.9709157 0.3240132 0.0149234 0.8411727 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00166} 
195200 178.25 0.0 0.0 4.08 0.0085903 0.0052474 0.0046302 0.0028374 -0.0041245 0.0052016 0.7306925 0.9705817 0.3232229 0.0149513 0.8407523 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00165} 
195328 178.27344 0.0 0.0 4.06 0.0089881 0.0054623 0.005037 0.002832 -0.0033092 0.0059562 0.7282906 0.9684805 0.309361 0.0151409 0.8516019 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00166} 
195456 178.3125 0.0 0.0 4.08 0.0102109 0.0095472 0.0049452 0.0028161 -0.0034396 0.0071561 0.7377824 0.9684581 0.2935676 0.01647 0.8581959 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00165} 
195584 178.32031 0.0 0.0 4.18 0.0101789 0.0073696 0.0046241 0.0028546 -0.0021698 0.0057455 0.7336017 0.9656887 0.298727 0.0167167 0.8561613 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00166} 
195712 178.33594 0.0 0.0 4.14 0.0100447 0.0069081 0.003825 0.0027052 -0.0020459 0.0054201 0.7338626 0.9740513 0.3294052 0.0172381 0.8382663 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00164} 
195840 178.39844 0.0 0.0 4.13 0.0096458 0.0055324 0.0048075 0.0028697 -0.0029417 0.0063972 0.7250629 0.9691034 0.3010143 0.0165313 0.8528162 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.0016} 
195968 178.42969 0.0 0.0 4.06 0.0098633 0.0061828 0.0050144 0.0027415 -0.002872 0.0052196 0.7210594 0.9642168 0.3116985 0.0165673 0.847764 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00159} 
196096 178.45312 0.0 0.0 4.07 0.0105367 0.0101458 0.0046147 0.0026582 -0.0022121 0.0061447 0.7201784 0.9525678 0.2971392 0.0169828 0.8540319 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00157} 
196224 178.5 0.0 0.0 4.56 0.0105731 0.0071599 0.0044581 0.0027472 -0.0031706 0.0071765 0.7167286 0.9485981 0.286056 0.0173146 0.8599121 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00158} 
196352 178.57031 0.0 0.0 4.09 0.0107723 0.0072739 0.0043979 0.0028918 -0.0026842 0.007119 0.7196101 0.9359145 0.2407343 0.0172386 0.8852915 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00153} 
196480 178.60156 0.0 0.0 4.06 0.0103045 0.006103 0.0046948 0.0030212 -0.00279 0.0063017 0.7179433 0.945218 0.2519302 0.0171763 0.8804621 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00151} 
196608 178.61719 0.0 0.0 4.06 0.0107653 0.0077489 0.0044463 0.0028944 -0.0023005 0.0060559 0.7269935 0.947559 0.2564187 0.0178469 0.8754916 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00152} 
196736 178.64844 0.0 0.0 4.08 0.0115131 0.0095896 0.0050359 0.002943 -0.0022821 0.0071235 0.7244318 0.9473167 0.2545322 0.0180555 0.878539 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00154} 
196864 178.71094 0.0 0.0 4.4 0.0108791 0.0089534 0.0047743 0.0028834 -0.0023032 0.0076598 0.7264411 0.9495118 0.2556858 0.0178029 0.8792959 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00152} 
196992 178.74219 0.0 0.0 4.2 0.0107458 0.0075099 0.0044861 0.0028678 -0.0037741 0.0065192 0.7214101 0.9442421 0.2601498 0.0176935 0.8756481 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00157} 
197120 178.77344 0.0 0.0 4.05 0.0113183 0.0078918 0.0045053 0.0028765 -0.0029535 0.0064382 0.7182654 0.9471784 0.27081 0.0175538 0.8696557 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00158} 
197248 178.79688 0.0 0.0 4.05 0.0109923 0.0076461 0.0049311 0.0028647 -0.003447 0.0066739 0.7159901 0.940468 0.2872063 0.0180964 0.863729 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00158} 
197376 178.82031 0.0 0.0 4.36 0.0105645 0.0063023 0.0047855 0.00297 -0.0036692 0.0063968 0.7186977 0.933591 0.2947821 0.0173959 0.8601782 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00164} 
197504 178.86719 0.0 0.0 4.41 0.0115009 0.0093406 0.0049791 0.0030095 -0.004782 0.0076629 0.7187273 0.938947 0.3002682 0.0184004 0.8585921 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00163} 
197632 178.96875 0.0 0.0 4.27 0.0121268 0.0094138 0.0047937 0.0029358 -0.0036751 0.0111343 0.7162316 0.9374998 0.2798047 0.0187266 0.8667655 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0016} 
197760 179.03906 0.0 0.0 4.21 0.0119592 0.0081029 0.0046596 0.0030426 -0.0045577 0.0094111 0.7221753 0.9420673 0.2624734 0.0190186 0.8755319 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00158} 
197888 179.17188 0.0 0.0 4.24 0.0115374 0.0065141 0.0047092 0.0030333 -0.0045984 0.0112764 0.7177271 0.9435519 0.2736905 0.0196634 0.8698899 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0015} 
198016 179.30469 0.0 0.0 4.34 0.0117706 0.0063603 0.0047081 0.0030147 -0.0047982 0.011054 0.7177346 0.9413739 0.2377037 0.0194383 0.8866765 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00158} 
198144 179.375 0.0 0.0 4.38 0.0119138 0.0073537 0.0052085 0.0029743 -0.0038178 0.0089846 0.7219558 0.9308945 0.2189784 0.0188573 0.8973797 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00163} 
198272 179.42969 0.0 0.0 4.25 0.0119255 0.0082184 0.0052042 0.0029963 -0.0039618 0.0088437 0.7231424 0.940472 0.2446828 0.0193494 0.8841718 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00162} 
198400 179.53125 0.0 0.0 4.41 0.0114356 0.0065532 0.0052491 0.00295 -0.0030727 0.0091286 0.7229416 0.9429006 0.2435406 0.0191895 0.8855572 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
198528 179.59375 0.0 0.0 4.38 0.0110825 0.0065734 0.0050395 0.0029 -0.0051647 0.0084746 0.7224882 0.9505072 0.2338362 0.0185792 0.8906732 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00163} 
198656 179.66406 0.0 0.0 4.21 0.0108494 0.0070059 0.0046931 0.0029259 -0.0038714 0.0084365 0.7228825 0.9482161 0.2169624 0.0181597 0.8982768 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
198784 179.71094 0.0 0.0 4.37 0.0108537 0.006603 0.004858 0.002941 -0.003794 0.0076302 0.7233298 0.9487938 0.2265438 0.0178034 0.8893082 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00161} 
198912 179.75 0.0 0.0 4.39 0.0105103 0.0062584 0.0046626 0.0029493 -0.0052937 0.0071061 0.724662 0.9542063 0.2312125 0.017801 0.8848267 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00163} 
199040 179.84375 0.0 0.0 4.14 0.0110827 0.0082699 0.0046362 0.0029508 -0.0038918 0.0097089 0.7174086 0.94406 0.2214602 0.0179185 0.8921323 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
199168 179.89062 0.0 0.0 4.19 0.0109341 0.0080379 0.0052633 0.0027732 -0.0033724 0.0074451 0.7222177 0.9474213 0.2368202 0.0177619 0.8818729 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00164} 
199296 179.94531 0.0 0.0 4.18 0.0111317 0.0088709 0.0049568 0.0028017 -0.0039677 0.007281 0.7188239 0.9510365 0.2222408 0.0173329 0.8918291 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
199424 179.98438 0.0 0.0 4.19 0.0100552 0.0058024 0.0050043 0.0028871 -0.0045836 0.0064714 0.7181851 0.9420697 0.2373598 0.0169126 0.8844931 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00162} 
199552 180.0 0.0 0.0 4.18 0.0105061 0.0079811 0.0047393 0.0028819 -0.0036236 0.0067587 0.7193918 0.9524027 0.2381128 0.0172004 0.8826503 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00162} 
199680 180.03125 0.0 0.0 4.4 0.0104973 0.0064308 0.0047898 0.0029127 -0.0035205 0.0066827 0.7192869 0.9476976 0.2485745 0.0173391 0.8767941 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00161} 
199808 180.13281 0.0 0.0 4.12 0.011139 0.0072317 0.0050995 0.0029105 -0.0049738 0.0095708 0.7189224 0.9448906 0.229999 0.0180205 0.8865603 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00166} 
199936 180.19531 0.0 0.0 4.08 0.0105622 0.0066103 0.0053812 0.0029272 -0.0049636 0.0081144 0.7207465 0.9496236 0.2299049 0.017391 0.8906025 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00169} 
200064 180.28906 0.0 0.0 4.14 0.0109291 0.0088079 0.0048903 0.002899 -0.0040087 0.0089458 0.7181136 0.9453684 0.2345139 0.0177247 0.8882751 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00172} 
200192 180.35938 0.0 0.0 4.08 0.0112217 0.0067519 0.0049003 0.0028959 -0.0034004 0.0078601 0.7201959 0.9538321 0.215507 0.0179651 0.8984974 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00171} 
200320 180.44531 0.0 0.0 4.09 0.0115034 0.008082 0.0053796 0.0029192 -0.0034579 0.009687 0.718205 0.9606056 0.2276309 0.0187647 0.8920717 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00171} 
200448 180.50781 0.0 0.0 4.21 0.0121024 0.0084351 0.0050294 0.0029709 -0.0035896 0.0085258 0.7190595 0.9478783 0.1991398 0.0193936 0.9058501 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00173} 
200576 180.60938 0.0 0.0 4.22 0.0111893 0.0069003 0.0046496 0.0029525 -0.004689 0.0097277 0.7217646 0.9523228 0.2186788 0.0187332 0.8958743 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00168} 
200704 180.65625 0.0 0.0 4.19 0.0126011 0.0106669 0.0049323 0.0029292 -0.0034224 0.0086386 0.7160349 0.939423 0.2130772 0.0188288 0.8965565 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0017} 
200832 180.70312 0.0 0.0 4.2 0.0121046 0.0089628 0.0045629 0.0028897 -0.0035626 0.0086132 0.7161439 0.93245 0.2203039 0.0191685 0.8915866 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00173} 
200960 180.77344 0.0 0.0 4.12 0.0109205 0.0061904 0.005104 0.0028424 -0.0033548 0.0089924 0.7150241 0.9365157 0.2089734 0.0181607 0.8992143 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00173} 
201088 180.82812 0.0 0.0 4.17 0.0107995 0.0074199 0.0050902 0.0028294 -0.0024936 0.0076565 0.717949 0.9328043 0.2009341 0.0179937 0.9033146 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00179} 
201216 180.90625 0.0 0.0 4.21 0.0111376 0.0082548 0.0051629 0.0028603 -0.0043096 0.0087216 0.7192454 0.9397692 0.1880026 0.0182301 0.9113343 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00179} 
201344 180.94531 0.0 0.0 4.16 0.0109674 0.0089021 0.0048172 0.0028571 -0.0032158 0.008206 0.7208517 0.9397643 0.1867499 0.0179429 0.9108721 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00179} 
201472 180.99219 0.0 0.0 4.16 0.0100925 0.0057054 0.0051954 0.0028198 -0.004027 0.0072036 0.7204071 0.9321781 0.1873764 0.0176427 0.9139081 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00181} 
201600 181.01562 0.0 0.0 4.18 0.0102424 0.0057766 0.0046691 0.0028062 -0.0033799 0.0063634 0.7155538 0.9376918 0.2062804 0.017302 0.9029664 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00182} 
201728 181.05469 0.0 0.0 4.16 0.0099128 0.0053648 0.005014 0.002875 -0.0042561 0.0061031 0.7178585 0.9400422 0.196864 0.0169628 0.9065374 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00181} 
201856 181.09375 0.0 0.0 4.15 0.0107544 0.0083063 0.0054879 0.0028635 -0.0032589 0.0070702 0.7132588 0.9369836 0.1964831 0.01762 0.9069423 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00179} 
201984 181.125 0.0 0.0 4.16 0.0112296 0.0100553 0.0050179 0.0029203 -0.0023136 0.0073028 0.7165021 0.9277472 0.1779593 0.0179224 0.9138234 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00176} 
202112 181.19531 0.0 0.0 4.18 0.0111275 0.0068731 0.00468 0.0028941 -0.0040772 0.007547 0.7214177 0.9244862 0.1903595 0.0181812 0.9110379 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00173} 
202240 181.26562 0.0 0.0 4.21 0.0111895 0.0086218 0.0049089 0.0028745 -0.0027456 0.0083884 0.7175481 0.929873 0.1932221 0.0181546 0.9076753 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00176} 
202368 181.27344 0.0 0.0 4.16 0.0112654 0.0070395 0.0051829 0.0029112 -0.00265 0.0070717 0.7159374 0.9231512 0.2032275 0.017927 0.9027197 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00176} 
202496 181.33594 0.0 0.0 4.2 0.0106369 0.0061174 0.0046099 0.0027429 -0.0045864 0.0075071 0.7161202 0.9262335 0.2018326 0.0179834 0.9040669 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00177} 
202624 181.34375 0.0 0.0 4.14 0.0107149 0.0065049 0.004966 0.0028831 -0.0019892 0.006653 0.717919 0.9277088 0.2222077 0.0179216 0.8934724 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00177} 
202752 181.39844 0.0 0.0 4.17 0.0109786 0.007492 0.0051053 0.0028023 -0.0030601 0.0075732 0.7201384 0.9358208 0.2194956 0.0181373 0.8966975 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00173} 
202880 181.4375 0.0 0.0 4.16 0.0109511 0.0069801 0.0055806 0.0027887 -0.0028156 0.0076133 0.7174021 0.9363076 0.2171419 0.0181131 0.8968059 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00176} 
203008 181.49219 0.0 0.0 4.16 0.0110919 0.0077426 0.0053101 0.0028499 -0.0029456 0.0085995 0.7175166 0.9314781 0.2089831 0.0181981 0.8993301 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00177} 
203136 181.53125 0.0 0.0 4.15 0.0111421 0.0095318 0.0050299 0.002939 -0.0024215 0.0079729 0.7119333 0.933283 0.2231294 0.0177789 0.8935172 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00172} 
203264 181.57812 0.0 0.0 4.6 0.0120043 0.008799 0.0045371 0.0029225 -0.0034301 0.0081693 0.7151253 0.9372385 0.2332583 0.0193061 0.8880966 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00173} 
203392 181.61719 0.0 0.0 4.17 0.0113665 0.0062463 0.0048397 0.0028924 -0.0043775 0.0075403 0.7193871 0.9444763 0.2531781 0.0190366 0.8803962 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00179} 
203520 181.63281 0.0 0.0 4.15 0.0114859 0.0070944 0.0045925 0.0029541 -0.004081 0.0069787 0.7223897 0.9392117 0.246423 0.0186665 0.8818521 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00181} 
203648 181.66406 0.0 0.0 4.16 0.0113208 0.007217 0.0042213 0.0028822 -0.0034056 0.007667 0.7197403 0.9395012 0.2594342 0.0189117 0.8750524 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00185} 
203776 181.70312 0.0 0.0 4.16 0.0106742 0.0059708 0.0049973 0.0028847 -0.0037596 0.0071862 0.719621 0.9375878 0.268753 0.0183358 0.8719625 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00187} 
203904 181.76562 0.0 0.0 4.21 0.0106584 0.0063754 0.0053034 0.0028643 -0.0040458 0.0075285 0.7169429 0.9376282 0.2614841 0.0181092 0.8746558 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00193} 
204032 181.84375 0.0 0.0 4.17 0.0101053 0.0055132 0.0048559 0.0029656 -0.0037296 0.0074757 0.7179981 0.9470882 0.2398944 0.0173002 0.8896129 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
204160 181.88281 0.0 0.0 4.15 0.0109683 0.0062619 0.0047107 0.0030012 -0.0024489 0.0077728 0.7197575 0.9415755 0.2379268 0.0183131 0.8883717 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00198} 
204288 181.97656 0.0 0.0 4.19 0.0114399 0.0071891 0.0053394 0.0029818 -0.0040244 0.0090305 0.7189595 0.9474779 0.2437715 0.0190783 0.8873585 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00198} 
204416 182.03906 0.0 0.0 4.19 0.0111854 0.0065119 0.0055313 0.0028847 -0.0033499 0.0080524 0.7244123 0.9535903 0.2574258 0.018688 0.8772469 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
204544 182.10156 0.0 0.0 4.16 0.0120458 0.0091218 0.0054489 0.0028703 -0.0030658 0.0082427 0.7239112 0.9507202 0.2684986 0.0193409 0.8750629 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
204672 182.15625 0.0 0.0 4.18 0.0114345 0.006808 0.0050658 0.0029144 -0.0034825 0.0080244 0.7266868 0.9665698 0.308241 0.0185976 0.8531245 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
204800 182.20312 0.0 0.0 4.1 0.012281 0.0102805 0.0055878 0.0029073 -0.0026321 0.0082783 0.7306793 0.9709168 0.332356 0.0193775 0.844395 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00202} 
204928 182.26562 0.0 0.0 4.05 0.0119335 0.0087832 0.0052416 0.0029188 -0.0027726 0.0092509 0.7226189 0.9639269 0.3402024 0.0198155 0.8374308 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.002} 
205056 182.3125 0.0 0.0 4.04 0.012144 0.0075485 0.0050262 0.0029491 -0.0035081 0.0087074 0.7250375 0.9651159 0.3294069 0.0201115 0.8436212 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00202} 
205184 182.38281 0.0 0.0 4.05 0.0116626 0.0063382 0.0051696 0.0028182 -0.0035286 0.0087424 0.7239635 0.9687873 0.3152699 0.0197274 0.8519226 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.002} 
205312 182.44531 0.0 0.0 4.05 0.0124853 0.0101717 0.0056495 0.0029195 -0.0034509 0.0098119 0.7247193 0.9631977 0.3141107 0.0197514 0.8510884 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.002} 
205440 182.52344 0.0 0.0 4.05 0.0118859 0.0066873 0.0057922 0.0028309 -0.0037892 0.0096143 0.7210174 0.9594139 0.2854692 0.0200919 0.8655564 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00209} 
205568 182.60156 0.0 0.0 4.09 0.0125599 0.0092114 0.0054787 0.0028712 -0.0024791 0.0108051 0.7200734 0.9476118 0.2646962 0.020113 0.8755253 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.002} 
205696 182.65625 0.0 0.0 4.16 0.0118473 0.0069903 0.0046443 0.002985 -0.0046369 0.0092424 0.7210684 0.9471777 0.2690999 0.019924 0.8741313 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00197} 
205824 182.73438 0.0 0.0 4.18 0.012385 0.0076803 0.0044943 0.0029352 -0.0041633 0.0098853 0.722653 0.9611836 0.2704722 0.0205569 0.8715861 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00199} 
205952 182.85938 0.0 0.0 4.19 0.0130872 0.009641 0.0053792 0.0029538 -0.0040091 0.011509 0.7188697 0.9627874 0.2354153 0.0206202 0.8909471 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00198} 
206080 182.89844 0.0 0.0 4.19 0.0125573 0.0078079 0.0056159 0.002838 -0.003371 0.0087088 0.7246222 0.9481651 0.2218173 0.0208054 0.8966813 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00194} 
206208 182.95312 0.0 0.0 4.16 0.0122716 0.0081968 0.004834 0.0028124 -0.0031112 0.0085679 0.7304561 0.9486871 0.2186168 0.0198573 0.8981642 {} {'explored_rooms_count': 216, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00195} 
