0 0.0 0.0 0.0 0.38 0.0188243 0.0 0.0002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
424064 280.30469 0.0 0.0 3.04 0.0098539 0.0114206 0.0054474 0.002839 -0.0027632 0.0088419 0.7070552 0.9240871 0.2016836 0.0149031 0.9052229 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00194} 
424192 280.39844 0.0 0.0 3.03 0.0099451 0.0098025 0.0050877 0.0028465 -0.0045106 0.009425 0.7055593 0.9225885 0.1872925 0.0149271 0.912621 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00204} 
424320 280.4375 0.0 0.0 2.93 0.0109721 0.0137256 0.0047306 0.0028797 -0.0032864 0.0089601 0.7082668 0.9165696 0.1887788 0.0156346 0.91343 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00204} 
424448 280.47656 0.0 0.0 2.92 0.0111905 0.0102585 0.0051835 0.002868 -0.0025076 0.0087108 0.7063759 0.9181619 0.2063646 0.0158948 0.9053098 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00203} 
424576 280.55469 0.0 0.0 2.94 0.011165 0.0116586 0.0049627 0.0028747 -0.003276 0.0098489 0.7120816 0.9170074 0.1829827 0.0156641 0.9153517 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00199} 
424704 280.64844 0.0 0.0 2.95 0.0101494 0.0091861 0.0056438 0.002816 -0.0051312 0.0087794 0.7084004 0.9122868 0.1678132 0.0147604 0.9238821 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00204} 
424832 280.71875 0.0 0.0 2.94 0.0100935 0.0079258 0.0055789 0.0027556 -0.0035744 0.0090832 0.7030946 0.9043722 0.1770335 0.0151297 0.9217616 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
424960 280.80469 0.0 0.0 2.95 0.0097875 0.0073629 0.0047832 0.0029287 -0.0042397 0.0092155 0.7030351 0.9104717 0.2070783 0.0152256 0.905199 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00198} 
425088 280.9375 0.0 0.0 2.97 0.0106013 0.009271 0.005179 0.0029428 -0.0035054 0.0107341 0.7030261 0.905512 0.1857216 0.0157619 0.9136261 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00201} 
425216 281.01562 0.0 0.0 2.94 0.0109266 0.0094753 0.005513 0.0029091 -0.0035594 0.0097579 0.7023584 0.9038937 0.1722142 0.0160939 0.92229 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00191} 
425344 281.09375 0.0 0.0 2.93 0.0104698 0.0075905 0.0049278 0.0028408 -0.0022298 0.0086245 0.7036125 0.9048013 0.1647359 0.0163637 0.9258997 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
425472 281.17969 0.0 0.0 2.94 0.0102443 0.0071955 0.0045576 0.0029169 -0.0046525 0.0082115 0.7033313 0.9071218 0.1667102 0.0156791 0.9238189 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
425600 281.25781 0.0 0.0 2.95 0.0103513 0.0075221 0.0045135 0.0030017 -0.0036015 0.0083765 0.7019783 0.8904904 0.1358202 0.0157326 0.9397563 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00195} 
425728 281.30469 0.0 0.0 2.91 0.0103212 0.0080425 0.0048388 0.002822 -0.0031503 0.0076217 0.7012501 0.8980198 0.1644494 0.015593 0.927355 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
425856 281.39062 0.0 0.0 2.95 0.0105651 0.0081075 0.0050461 0.0028127 -0.003521 0.0088162 0.7037474 0.8957161 0.1697996 0.0164551 0.9232472 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00184} 
425984 281.46094 0.0 0.0 2.94 0.0109268 0.00882 0.0046368 0.0028355 -0.0036554 0.0088106 0.7056564 0.8974406 0.1730211 0.0168091 0.9224172 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00187} 
426112 281.55469 0.0 0.0 3.07 0.0109798 0.0090529 0.0051826 0.0027905 -0.0027971 0.009139 0.7087832 0.9106123 0.168862 0.0168735 0.9240638 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.002} 
426240 281.60938 0.0 0.0 3.04 0.010371 0.0074639 0.0045536 0.0029777 -0.0041891 0.0080284 0.707278 0.9079776 0.1691548 0.0163037 0.9237378 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
426368 281.66406 0.0 0.0 2.97 0.0100835 0.0085332 0.0045032 0.0029236 -0.003911 0.0073973 0.7095347 0.9042986 0.1641871 0.0158811 0.9247572 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00203} 
426496 281.75 0.0 0.0 2.93 0.009965 0.0080269 0.004716 0.002903 -0.0047397 0.0084317 0.7098775 0.9154212 0.1558068 0.014896 0.9290341 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.002} 
426624 281.84375 0.0 0.0 2.93 0.010005 0.0079275 0.0044537 0.0029149 -0.0031016 0.0080324 0.7040672 0.9115494 0.1484665 0.0157568 0.9312156 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.002} 
426752 281.875 0.0 0.0 2.91 0.0107593 0.0084706 0.0049809 0.0029535 -0.0035026 0.0072213 0.706105 0.912271 0.147363 0.0155179 0.9331552 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00199} 
426880 281.92188 0.0 0.0 2.94 0.0101378 0.0073625 0.0049644 0.0027629 -0.0029922 0.0071081 0.7051525 0.9139487 0.1567613 0.0159243 0.9290142 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00194} 
427008 281.96094 0.0 0.0 3.0 0.0104755 0.0080542 0.0050452 0.002955 -0.0036226 0.0069981 0.7036378 0.9172674 0.1633531 0.0159797 0.925568 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00196} 
427136 282.04688 0.0 0.0 3.03 0.0104013 0.0078809 0.0054124 0.0028598 -0.003345 0.0089934 0.7083764 0.9104095 0.1630759 0.0159861 0.9260027 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.002} 
427264 282.125 0.0 0.0 3.01 0.01061 0.010741 0.0050027 0.0029683 -0.0015155 0.0096091 0.7055939 0.9088478 0.1594306 0.0159579 0.928871 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00192} 
427392 282.19531 0.0 0.0 3.32 0.0114785 0.0108131 0.0050191 0.0028105 -0.0032901 0.0090975 0.7030649 0.9018034 0.1610503 0.0164724 0.9265674 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00188} 
427520 282.25781 0.0 0.0 2.92 0.0106397 0.0079434 0.0046473 0.0028778 -0.0027494 0.0082011 0.7034715 0.9056834 0.168267 0.0158177 0.9236979 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00184} 
427648 282.35938 0.0 0.0 3.04 0.0099983 0.007867 0.0051422 0.002831 -0.003613 0.0087037 0.7065713 0.9071029 0.1704589 0.0152671 0.9224753 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00182} 
427776 282.42969 0.0 0.0 3.02 0.0097514 0.0066314 0.0048459 0.0028925 -0.0028604 0.0077431 0.7059905 0.9050769 0.1627012 0.0156104 0.9251155 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00185} 
427904 282.5 0.0 0.0 2.99 0.010374 0.0089986 0.0050446 0.0029631 -0.0038556 0.0076817 0.7080566 0.9059317 0.160967 0.0159884 0.9232628 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00187} 
428032 282.60156 0.0 0.0 3.03 0.0108173 0.0085142 0.0049144 0.0028904 -0.0048229 0.0085864 0.7029369 0.9014843 0.1584062 0.0165548 0.9269653 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00185} 
428160 282.66406 0.0 0.0 2.96 0.0107696 0.0072332 0.0049113 0.002967 -0.0046243 0.0079945 0.7054547 0.9113629 0.1646891 0.0162863 0.92459 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00186} 
428288 282.71875 0.0 0.0 2.94 0.0104123 0.0071366 0.0047259 0.0030028 -0.0041054 0.0076806 0.7003945 0.91353 0.1560501 0.016409 0.9299643 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00186} 
428416 282.82031 0.0 0.0 2.96 0.0107231 0.0075571 0.0050542 0.0029852 -0.0052995 0.0086328 0.7028182 0.9139751 0.1627763 0.0167434 0.9257771 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00194} 
428544 282.85938 0.0 0.0 2.91 0.0105167 0.0080485 0.0050127 0.0029257 -0.0043762 0.00701 0.7054881 0.9113538 0.1735125 0.0161706 0.9188282 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00197} 
428672 282.92969 0.0 0.0 2.94 0.0103775 0.0097216 0.0049447 0.0029217 -0.0032327 0.008351 0.7058157 0.9154208 0.1867219 0.0161114 0.9116673 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00203} 
428800 282.97656 0.0 0.0 2.91 0.0097567 0.0082844 0.0046281 0.0029791 -0.003127 0.0073213 0.702635 0.9081253 0.1873548 0.015758 0.9111644 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00208} 
428928 283.04688 0.0 0.0 2.92 0.0109504 0.0086298 0.0049987 0.0029575 -0.0041762 0.0084305 0.7068822 0.9012372 0.1896978 0.0162905 0.9099845 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00207} 
429056 283.11719 0.0 0.0 2.94 0.0106729 0.0083302 0.0052675 0.0029446 -0.0044137 0.0084519 0.7040472 0.8980418 0.1877674 0.0167773 0.9130097 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00212} 
429184 283.21875 0.0 0.0 2.93 0.0109268 0.0106075 0.005391 0.0028839 -0.0030699 0.008586 0.7052989 0.9000371 0.1639578 0.0163121 0.9249964 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00214} 
429312 283.25781 0.0 0.0 2.9 0.0103306 0.0075589 0.0052114 0.0027486 -0.0039139 0.0066606 0.7063848 0.8940465 0.1521206 0.0157111 0.9308445 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00212} 
429440 283.34375 0.0 0.0 2.92 0.0097457 0.0068369 0.0045591 0.0028911 -0.0029879 0.0083872 0.7075209 0.9032242 0.1638151 0.0152133 0.9254071 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00217} 
429568 283.39844 0.0 0.0 2.91 0.0089276 0.0059727 0.0046722 0.0029243 -0.0046146 0.0067242 0.7108958 0.9130926 0.1680965 0.0146032 0.9234287 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00214} 
429696 283.42188 0.0 0.0 2.9 0.0094052 0.0079617 0.0050035 0.0027619 -0.0022055 0.006588 0.710834 0.9137511 0.1925345 0.0148393 0.9118144 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00218} 
429824 283.4375 0.0 0.0 2.89 0.0104762 0.0088863 0.0042787 0.002773 -0.0041378 0.0062147 0.7107789 0.9137517 0.1952471 0.0156444 0.9100845 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00219} 
429952 283.53125 0.0 0.0 2.92 0.0100692 0.0079882 0.0046576 0.0029761 -0.0033831 0.0084664 0.7070486 0.9084815 0.2000697 0.0155604 0.9060811 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00231} 
430080 283.59375 0.0 0.0 2.91 0.0096904 0.0079942 0.0052296 0.002821 -0.0028264 0.0073403 0.7009707 0.9043863 0.1879648 0.0147766 0.9136605 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00226} 
430208 283.69531 0.0 0.0 2.93 0.0104556 0.0093624 0.005391 0.0028718 -0.0047494 0.0091034 0.7027882 0.90891 0.1900007 0.0158783 0.9136455 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00227} 
430336 283.74219 0.0 0.0 2.9 0.0101085 0.0069756 0.005225 0.0028268 -0.0033767 0.0069894 0.7060705 0.9054104 0.1850491 0.0156008 0.9158679 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00232} 
430464 283.82812 0.0 0.0 2.91 0.0102902 0.0080204 0.0046655 0.0029691 -0.0046705 0.0084958 0.7067756 0.9157707 0.1843734 0.0154864 0.9151084 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00225} 
430592 283.91406 0.0 0.0 2.91 0.0103841 0.0075441 0.0046561 0.0030073 -0.0040562 0.0084261 0.7043948 0.9055009 0.1786307 0.0160906 0.9194213 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00228} 
430720 284.00781 0.0 0.0 2.91 0.0104952 0.0079959 0.004848 0.0030635 -0.0032915 0.0087534 0.7035608 0.9120719 0.1802676 0.0159109 0.9165421 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00237} 
430848 284.11719 0.0 0.0 2.93 0.0098635 0.0069376 0.0049048 0.00301 -0.0032317 0.0084924 0.7027217 0.9108617 0.1640742 0.0152879 0.9247538 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
430976 284.1875 0.0 0.0 2.91 0.0095746 0.0067303 0.0047867 0.0030001 -0.0050926 0.0073113 0.7039973 0.9132914 0.1585383 0.0151864 0.9279049 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00229} 
431104 284.25781 0.0 0.0 2.9 0.0100137 0.0075825 0.0051077 0.0029318 -0.0041528 0.0071801 0.7024926 0.9082005 0.1603559 0.0151631 0.9275658 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00225} 
431232 284.29688 0.0 0.0 2.89 0.0099696 0.0077193 0.0047356 0.0029186 -0.0034053 0.0069061 0.7034624 0.90112 0.1707343 0.0153971 0.9226722 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00226} 
431360 284.35156 0.0 0.0 2.89 0.0102824 0.0082917 0.0045125 0.0028906 -0.0029599 0.0069223 0.7082954 0.9036182 0.1743085 0.0157704 0.9220921 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00232} 
431488 284.46094 0.0 0.0 2.92 0.0116308 0.0122409 0.0048443 0.0028776 -0.0026509 0.0099053 0.7022593 0.9057185 0.1746143 0.0166163 0.9209885 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00231} 
431616 284.52344 0.0 0.0 2.91 0.0107461 0.0084743 0.0051845 0.0028139 -0.0038663 0.0076653 0.7041145 0.9059324 0.1704251 0.0162271 0.9222918 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00235} 
431744 284.59375 0.0 0.0 2.9 0.010914 0.0090304 0.0044592 0.0029555 -0.0039544 0.0071838 0.7026816 0.9089466 0.1699026 0.0163907 0.9215966 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
431872 284.64844 0.0 0.0 2.91 0.0106347 0.0080911 0.0048969 0.0029887 -0.0042359 0.0076025 0.7060132 0.9045607 0.1709449 0.016665 0.9225266 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00237} 
432000 284.67969 0.0 0.0 2.88 0.0117584 0.0098582 0.0049362 0.0027622 -0.0033567 0.0077311 0.7081889 0.9065016 0.1946643 0.0175051 0.9097683 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00231} 
432128 284.78125 0.0 0.0 2.91 0.0116343 0.0117505 0.0047288 0.0029458 -0.0045286 0.0100921 0.7032834 0.9100403 0.1882718 0.0167772 0.9123524 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00228} 
432256 284.85156 0.0 0.0 2.92 0.0101155 0.0086385 0.0048379 0.0028926 -0.0030739 0.0079718 0.7031291 0.9104496 0.1803777 0.0159022 0.9175274 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00225} 
432384 284.95312 0.0 0.0 3.0 0.010671 0.0088841 0.0045455 0.0029236 -0.0034107 0.0099475 0.7055955 0.908581 0.1811529 0.0165302 0.916115 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00223} 
432512 285.04688 0.0 0.0 3.01 0.0105773 0.0075767 0.0046719 0.0029478 -0.0050998 0.0089216 0.7072585 0.9025223 0.1711033 0.016289 0.9219514 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00224} 
432640 285.13281 0.0 0.0 2.99 0.0112798 0.008424 0.0043707 0.0029702 -0.0041633 0.0085429 0.707608 0.8999258 0.1596687 0.0163955 0.9259506 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00215} 
432768 285.21094 0.0 0.0 2.9 0.0105216 0.0080487 0.0047614 0.002938 -0.0044319 0.0091129 0.7071498 0.9072501 0.155044 0.0163327 0.9276188 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00215} 
432896 285.32812 0.0 0.0 2.92 0.0106729 0.0079014 0.0046559 0.0030089 -0.005469 0.0089217 0.7043523 0.9100258 0.1521594 0.0160595 0.9304286 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00217} 
433024 285.41406 0.0 0.0 2.9 0.010971 0.0082578 0.004768 0.0030229 -0.00316 0.0081117 0.7084805 0.8985082 0.1524039 0.0159308 0.9325739 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00214} 
433152 285.50781 0.0 0.0 2.91 0.0109048 0.0108318 0.0046161 0.002986 -0.0028008 0.0086093 0.705982 0.8999268 0.1527654 0.016419 0.9323172 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00216} 
433280 285.59375 0.0 0.0 2.9 0.0104008 0.0079745 0.0050175 0.003039 -0.0047154 0.0079386 0.7037132 0.903362 0.1490532 0.0163855 0.9323334 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00219} 
433408 285.70312 0.0 0.0 2.96 0.0100219 0.0073821 0.005211 0.0029751 -0.0057583 0.0082323 0.7046926 0.8971517 0.1636595 0.015901 0.9257655 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00211} 
433536 285.76562 0.0 0.0 3.11 0.0101203 0.0076982 0.0052961 0.0029201 -0.0040596 0.0073388 0.7024016 0.899869 0.1512063 0.0158679 0.9327458 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00219} 
433664 285.85156 0.0 0.0 3.03 0.0102022 0.0079507 0.0051583 0.0029522 -0.0055371 0.0085568 0.7040105 0.8932011 0.1707571 0.0162937 0.9220151 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00231} 
433792 285.92188 0.0 0.0 2.89 0.0109218 0.0089516 0.0050987 0.002789 -0.0044072 0.0079098 0.7028012 0.8964408 0.1635156 0.0161625 0.9273578 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.0023} 
433920 286.02344 0.0 0.0 3.02 0.0106773 0.0101622 0.0051181 0.002874 -0.0032939 0.0088377 0.7035389 0.8931671 0.1638126 0.015568 0.9264135 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
434048 286.15625 0.0 0.0 3.0 0.0101436 0.0074545 0.0050834 0.0030116 -0.0046382 0.0094693 0.7030972 0.9010108 0.1607512 0.0154167 0.9272209 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00237} 
434176 286.23438 0.0 0.0 3.01 0.0103597 0.0074431 0.0045881 0.0029298 -0.0048727 0.0077295 0.7072704 0.9041202 0.1597029 0.015703 0.9273004 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00228} 
434304 286.35156 0.0 0.0 2.99 0.0097399 0.0075295 0.0047104 0.002877 -0.003453 0.0083834 0.7037627 0.9070843 0.1709693 0.0154157 0.9192877 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00222} 
434432 286.45312 0.0 0.0 2.98 0.0107848 0.00895 0.0052614 0.0028929 -0.0047522 0.0084705 0.7034547 0.9100529 0.1816868 0.0159622 0.9172579 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00224} 
434560 286.55469 0.0 0.0 2.98 0.0098943 0.0077836 0.005842 0.0029006 -0.0050576 0.0085396 0.705544 0.9154633 0.1760563 0.0155984 0.9194973 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00232} 
434688 286.625 0.0 0.0 3.07 0.0100477 0.0095514 0.0051732 0.0029853 -0.0049454 0.0077857 0.7081541 0.9088229 0.1666209 0.0155541 0.9256143 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00231} 
434816 286.67969 0.0 0.0 3.1 0.0097291 0.007491 0.0048744 0.0029297 -0.0039621 0.0074814 0.7066528 0.9066416 0.1815169 0.01527 0.917782 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00238} 
434944 286.77344 0.0 0.0 3.1 0.0096025 0.0074766 0.0048136 0.0030101 -0.0050976 0.0085596 0.7054898 0.9094851 0.1909378 0.0146309 0.9117469 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
435072 286.83594 0.0 0.0 2.91 0.0096847 0.0087182 0.0050726 0.002804 -0.003766 0.0076274 0.7082483 0.9126472 0.176035 0.0151377 0.918682 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00238} 
435200 286.89844 0.0 0.0 2.96 0.0098057 0.0076576 0.0057003 0.0027854 -0.0045475 0.0079327 0.7081891 0.913919 0.1859638 0.0157256 0.9125463 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00238} 
435328 286.95312 0.0 0.0 2.97 0.0105045 0.007894 0.0056736 0.0027185 -0.004445 0.0074822 0.7098394 0.9052943 0.193276 0.0166578 0.9099367 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
435456 287.03906 0.0 0.0 2.95 0.0111101 0.0099032 0.005077 0.0028415 -0.0035661 0.0089137 0.7094585 0.9122964 0.1873988 0.0174052 0.9165154 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00224} 
435584 287.14062 0.0 0.0 2.9 0.0114785 0.0092843 0.0054515 0.0027624 -0.0038482 0.008657 0.7078309 0.9080119 0.1679193 0.0170336 0.9250481 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00227} 
435712 287.21875 0.0 0.0 3.03 0.0108014 0.0085049 0.005106 0.0029307 -0.004972 0.0090385 0.7119299 0.9115107 0.1841794 0.0167375 0.919198 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00233} 
435840 287.28125 0.0 0.0 2.87 0.0104986 0.009636 0.0050928 0.0028492 -0.0047717 0.0085582 0.7144155 0.9230091 0.1748743 0.0164632 0.9235276 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00236} 
435968 287.34375 0.0 0.0 2.86 0.0100872 0.0084634 0.0054623 0.0027538 -0.0046168 0.0086172 0.7073267 0.9190069 0.1837322 0.0155813 0.9181783 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00244} 
436096 287.42969 0.0 0.0 2.89 0.0100904 0.008377 0.0047599 0.0028891 -0.003823 0.008094 0.7109184 0.9127172 0.2030126 0.0153933 0.9088305 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00247} 
436224 287.50781 0.0 0.0 2.88 0.0100527 0.0079609 0.0052727 0.0028516 -0.0043381 0.00813 0.7100324 0.913953 0.2013792 0.015463 0.9070472 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00248} 
436352 287.5625 0.0 0.0 2.93 0.0100241 0.0079421 0.0051868 0.0029018 -0.0054897 0.007685 0.7085424 0.9147099 0.2188585 0.0150889 0.8951075 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00249} 
436480 287.65625 0.0 0.0 2.96 0.0093222 0.0068126 0.0047727 0.0028747 -0.0034542 0.008235 0.7078398 0.9094676 0.1984069 0.01487 0.9066507 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00245} 
436608 287.70312 0.0 0.0 3.02 0.0094381 0.0075152 0.0048001 0.002912 -0.0040546 0.006636 0.7097417 0.9019638 0.1894161 0.01477 0.9126578 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00245} 
436736 287.77344 0.0 0.0 2.95 0.0093736 0.0071072 0.0048406 0.0028637 -0.0035632 0.0067748 0.7090684 0.9087604 0.1954857 0.0141451 0.9114995 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00236} 
