128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
95232 111 111 802.8736617098481 44.936952867078645 29.26 -0.0316973 0.2138836  {'room_id': 118, 'explored_rooms': 153, 'raw_score': 802.8736617098481} 
95360 111 111 802.8736617098481 44.936952867078645 29.91 -0.0451102 0.1997358  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 802.8736617098481} 
95488 111 111 802.8736617098481 44.936952867078645 29.76 0.0062265 0.1971841  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 802.8736617098481} 
95616 112 112 766.5862955388633 43.34325758037078 30.05 -0.0377803 0.210103  {'room_id': 67, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
95744 112 112 766.5862955388633 43.34325758037078 30.75 -0.0412718 0.1937009  {'room_id': 38, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
95872 112 112 766.5862955388633 43.34325758037078 30.29 -0.0520414 0.1989942  {'room_id': 213, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96000 112 112 766.5862955388633 43.34325758037078 32.31 -0.0499713 0.1923703  {'room_id': 40, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96128 112 112 766.5862955388633 43.34325758037078 31.6 -0.0538652 0.1835246  {'room_id': 146, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96256 112 112 766.5862955388633 43.34325758037078 30.26 -0.0509783 0.1815844  {'room_id': 83, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96384 112 112 766.5862955388633 43.34325758037078 30.45 -0.0281741 0.1807298  {'room_id': 180, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96512 112 112 766.5862955388633 43.34325758037078 30.25 -0.0395424 0.2128607  {'room_id': 55, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96640 112 112 766.5862955388633 43.34325758037078 28.58 -0.0441052 0.1879495  {'room_id': 38, 'explored_rooms': 153, 'raw_score': 766.5862955388633} 
96768 113 113 828.427665984977 45.10893182233371 28.32 -0.0320268 0.1878271  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 828.427665984977} 
96896 113 113 828.427665984977 45.10893182233371 31.14 -0.0442616 0.188577  {'room_id': 67, 'explored_rooms': 153, 'raw_score': 828.427665984977} 
97024 113 113 828.427665984977 45.10893182233371 29.59 -0.0058163 0.2352864  {'room_id': 178, 'explored_rooms': 153, 'raw_score': 828.427665984977} 
97152 114 114 774.0848993864794 42.49803864010034 29.89 -0.0292154 0.2094483  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97280 114 114 774.0848993864794 42.49803864010034 31.85 -0.0389899 0.1753922  {'room_id': 197, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97408 114 114 774.0848993864794 42.49803864010034 31.13 -0.0214033 0.1969733  {'room_id': 101, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97536 114 114 774.0848993864794 42.49803864010034 31.47 -0.067367 0.1811068  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97664 114 114 774.0848993864794 42.49803864010034 29.84 -0.0509777 0.1931361  {'room_id': 213, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97792 114 114 774.0848993864794 42.49803864010034 30.11 -0.0497649 0.2063408  {'room_id': 71, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
97920 114 114 774.0848993864794 42.49803864010034 29.54 -0.0360164 0.178369  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
98048 114 114 774.0848993864794 42.49803864010034 29.1 -0.0375564 0.1896846  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
98176 114 114 774.0848993864794 42.49803864010034 28.81 -0.0387772 0.2197262  {'room_id': 85, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
98304 114 114 774.0848993864794 42.49803864010034 27.94 -0.0411465 0.1917551  {'room_id': 120, 'explored_rooms': 153, 'raw_score': 774.0848993864794} 
98432 115 115 798.6764094478315 44.148234776090305 29.26 -0.0550464 0.2044595  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
98560 115 115 798.6764094478315 44.148234776090305 31.15 -0.0275787 0.2144777  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
98688 115 115 798.6764094478315 44.148234776090305 30.98 -0.0429414 0.1927651  {'room_id': 83, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
98816 115 115 798.6764094478315 44.148234776090305 29.87 -0.0448711 0.1658061  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
98944 115 115 798.6764094478315 44.148234776090305 29.69 -0.0314269 0.192718  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
99072 115 115 798.6764094478315 44.148234776090305 30.21 -0.0422152 0.2229205  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 798.6764094478315} 
99200 116 116 772.8087685030483 42.93341129848128 30.84 -0.0329264 0.2152554  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99328 116 116 772.8087685030483 42.93341129848128 30.39 -0.034508 0.225661  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99456 116 116 772.8087685030483 42.93341129848128 31.29 -0.0423759 0.189348  {'room_id': 39, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99584 116 116 772.8087685030483 42.93341129848128 30.89 -0.0306863 0.1809398  {'room_id': 197, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99712 116 116 772.8087685030483 42.93341129848128 30.56 -0.0719968 0.1810072  {'room_id': 178, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99840 116 116 772.8087685030483 42.93341129848128 31.15 -0.0430288 0.1670875  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
99968 116 116 772.8087685030483 42.93341129848128 31.72 -0.0313203 0.1890593  {'room_id': 6, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
100096 116 116 772.8087685030483 42.93341129848128 33.77 -0.0233451 0.2145097  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 772.8087685030483} 
100224 117 117 771.5278916527435 43.24007016863315 33.41 -0.0375905 0.2391557  {'room_id': 71, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100352 117 117 771.5278916527435 43.24007016863315 33.13 -0.0661002 0.2231504  {'room_id': 162, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100480 117 117 771.5278916527435 43.24007016863315 34.01 -0.0419633 0.2317882  {'room_id': 24, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100608 117 117 771.5278916527435 43.24007016863315 33.36 -0.0199206 0.1864212  {'room_id': 119, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100736 117 117 771.5278916527435 43.24007016863315 34.93 -0.0127715 0.1831336  {'room_id': 40, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100864 117 117 771.5278916527435 43.24007016863315 32.93 -0.0456407 0.2009281  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
100992 117 117 771.5278916527435 43.24007016863315 31.74 -0.0449454 0.2429778  {'room_id': 118, 'explored_rooms': 153, 'raw_score': 771.5278916527435} 
101120 118 118 768.3751024874691 42.31606315176984 30.24 -0.026171 0.2302934  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 768.3751024874691} 
101248 118 118 768.3751024874691 42.31606315176984 27.46 0.0361305 0.1871219  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 768.3751024874691} 
101376 118 118 768.3751024874691 42.31606315176984 27.57 0.0152145 0.2216974  {'room_id': 55, 'explored_rooms': 153, 'raw_score': 768.3751024874691} 
101504 118 118 768.3751024874691 42.31606315176984 28.84 -0.0273242 0.2369751  {'room_id': 20, 'explored_rooms': 153, 'raw_score': 768.3751024874691} 
101632 118 118 768.3751024874691 42.31606315176984 32.09 -0.0669251 0.2136748  {'room_id': 7, 'explored_rooms': 153, 'raw_score': 768.3751024874691} 
101760 119 119 763.5375922387223 41.18445683659286 31.36 -0.0423234 0.2081665  {'room_id': 162, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
101888 119 119 763.5375922387223 41.18445683659286 30.69 -0.0351118 0.1873351  {'room_id': 165, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102016 119 119 763.5375922387223 41.18445683659286 30.77 -0.0139443 0.2145482  {'room_id': 52, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102144 119 119 763.5375922387223 41.18445683659286 30.94 -0.0121939 0.2269032  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102272 119 119 763.5375922387223 41.18445683659286 31.64 -0.0164101 0.2110296  {'room_id': 194, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102400 119 119 763.5375922387223 41.18445683659286 30.47 -0.0456581 0.1848724  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102528 119 119 763.5375922387223 41.18445683659286 31.33 -0.0311499 0.2084449  {'room_id': 120, 'explored_rooms': 153, 'raw_score': 763.5375922387223} 
102656 119 119 747.18383301485 40.56601115293358 33.58 -0.0299598 0.218355  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
102784 120 120 747.18383301485 40.56601115293358 33.2 -0.0475549 0.2135188  {'room_id': 180, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
102912 120 120 747.18383301485 40.56601115293358 34.25 -0.0523897 0.2137551  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103040 120 120 747.18383301485 40.56601115293358 32.6 -0.0574798 0.2393227  {'room_id': 87, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103168 120 120 747.18383301485 40.56601115293358 33.62 -0.0380403 0.2185068  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103296 120 120 747.18383301485 40.56601115293358 33.05 -0.0339837 0.1935749  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103424 120 120 747.18383301485 40.56601115293358 32.54 -0.0427907 0.1807748  {'room_id': 83, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103552 120 120 747.18383301485 40.56601115293358 33.23 -0.0450935 0.1906319  {'room_id': 229, 'explored_rooms': 153, 'raw_score': 747.18383301485} 
103680 121 121 731.965449713365 39.90941003764022 31.2 -0.0330592 0.2440082  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
103808 121 121 731.965449713365 39.90941003764022 30.52 -0.0281996 0.2174666  {'room_id': 165, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
103936 121 121 731.965449713365 39.90941003764022 28.54 -0.0531078 0.184049  {'room_id': 37, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104064 121 121 731.965449713365 39.90941003764022 29.32 -0.0451958 0.2073215  {'room_id': 199, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104192 121 121 731.965449713365 39.90941003764022 27.65 -0.0284466 0.2111102  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104320 121 121 731.965449713365 39.90941003764022 29.09 -0.0201485 0.2250542  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104448 121 121 731.965449713365 39.90941003764022 30.7 -0.0523192 0.2309506  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104576 121 121 731.965449713365 39.90941003764022 31.43 -0.0416768 0.2072564  {'room_id': 146, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104704 121 121 731.965449713365 39.90941003764022 32.32 -0.073523 0.1967505  {'room_id': 39, 'explored_rooms': 153, 'raw_score': 731.965449713365} 
104832 122 122 748.7689047420286 41.4184690338762 32.93 0.0150333 0.1886232  {'room_id': 51, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
104960 122 122 748.7689047420286 41.4184690338762 34.49 -0.0519105 0.2075083  {'room_id': 67, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105088 122 122 748.7689047420286 41.4184690338762 33.63 -0.0227371 0.1932625  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105216 122 122 748.7689047420286 41.4184690338762 31.62 -0.0482569 0.1915584  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105344 122 122 748.7689047420286 41.4184690338762 32.76 -0.0370452 0.2064348  {'room_id': 199, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105472 122 122 748.7689047420286 41.4184690338762 31.41 -0.0519627 0.1867273  {'room_id': 100, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105600 122 122 748.7689047420286 41.4184690338762 31.06 -0.0594185 0.1954773  {'room_id': 146, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105728 122 122 748.7689047420286 41.4184690338762 33.79 -0.07195 0.1940573  {'room_id': 194, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105856 122 122 748.7689047420286 41.4184690338762 35.34 -0.0377896 0.1846816  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 748.7689047420286} 
105984 123 123 755.3920142678257 42.376622130488585 34.07 -0.0253051 0.1759243  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106112 123 123 755.3920142678257 42.376622130488585 34.81 -0.0281678 0.2265546  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106240 123 123 755.3920142678257 42.376622130488585 35.32 -0.0591292 0.2272566  {'room_id': 67, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106368 123 123 755.3920142678257 42.376622130488585 35.54 -0.0286343 0.2095549  {'room_id': 214, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106496 123 123 755.3920142678257 42.376622130488585 33.2 -0.0647982 0.1990851  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106624 123 123 755.3920142678257 42.376622130488585 33.31 -0.0477621 0.2062008  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106752 123 123 755.3920142678257 42.376622130488585 32.79 -0.027348 0.2264137  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
106880 123 123 755.3920142678257 42.376622130488585 31.46 0.0066246 0.1993511  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
107008 123 123 755.3920142678257 42.376622130488585 30.84 -0.027535 0.1924856  {'room_id': 99, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
107136 123 123 755.3920142678257 42.376622130488585 31.66 -0.0466568 0.1762931  {'room_id': 119, 'explored_rooms': 153, 'raw_score': 755.3920142678257} 
107264 124 124 777.3528128410431 44.13895991743973 32.04 -0.0190512 0.1967037  {'room_id': 196, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
107392 124 124 777.3528128410431 44.13895991743973 31.78 -0.0244453 0.2234667  {'room_id': 176, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
107520 124 124 777.3528128410431 44.13895991743973 30.86 -0.0442086 0.1981159  {'room_id': 41, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
107648 124 124 777.3528128410431 44.13895991743973 29.15 -0.0242499 0.1880256  {'room_id': 86, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
107776 124 124 777.3528128410431 44.13895991743973 26.79 -0.0373133 0.1870719  {'room_id': 245, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
107904 124 124 777.3528128410431 44.13895991743973 27.34 -0.0278336 0.2044486  {'room_id': 35, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
108032 124 124 777.3528128410431 44.13895991743973 29.5 -0.0144671 0.2290235  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
108160 124 124 777.3528128410431 44.13895991743973 28.87 -0.0353164 0.2100598  {'room_id': 104, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
108288 124 124 777.3528128410431 44.13895991743973 31.56 -0.0605094 0.218799  {'room_id': 215, 'explored_rooms': 153, 'raw_score': 777.3528128410431} 
108416 125 125 781.6175315569388 44.82506392569576 30.51 -0.0406855 0.2006869  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
108544 125 125 781.6175315569388 44.82506392569576 30.96 -0.0555555 0.1733989  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
108672 125 125 781.6175315569388 44.82506392569576 30.78 -0.0646312 0.1797343  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
108800 125 125 781.6175315569388 44.82506392569576 30.53 -0.0466886 0.2206973  {'room_id': 214, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
108928 125 125 781.6175315569388 44.82506392569576 30.15 -0.0182697 0.1982344  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
109056 125 125 781.6175315569388 44.82506392569576 30.92 -0.0668813 0.2109302  {'room_id': 166, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
109184 125 125 781.6175315569388 44.82506392569576 31.5 -0.0447614 0.1912823  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 781.6175315569388} 
109312 126 126 759.955778401245 43.64255753312618 31.65 -0.0537426 0.2067022  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
109440 126 126 759.955778401245 43.64255753312618 31.99 -0.0739092 0.2312351  {'room_id': 180, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
109568 126 126 759.955778401245 43.64255753312618 32.05 -0.0452123 0.2247127  {'room_id': 193, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
109696 126 126 759.955778401245 43.64255753312618 31.22 -0.0388164 0.2258395  {'room_id': 147, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
109824 126 126 759.955778401245 43.64255753312618 30.34 -0.0224382 0.185477  {'room_id': 38, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
109952 126 126 759.955778401245 43.64255753312618 30.58 -0.0300177 0.214208  {'room_id': 198, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110080 126 126 759.955778401245 43.64255753312618 29.57 -0.0385453 0.2154714  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110208 126 126 759.955778401245 43.64255753312618 30.09 -0.0459364 0.191864  {'room_id': 87, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110336 126 126 759.955778401245 43.64255753312618 29.13 -0.0641878 0.2136824  {'room_id': 67, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110464 126 126 759.955778401245 43.64255753312618 29.66 -0.037312 0.2313396  {'room_id': 87, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110592 126 126 759.955778401245 43.64255753312618 29.23 -0.0428788 0.2156718  {'room_id': 182, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110720 126 126 759.955778401245 43.64255753312618 29.21 -0.0692846 0.2041139  {'room_id': 197, 'explored_rooms': 153, 'raw_score': 759.955778401245} 
110848 127 127 830.9602005611205 45.77830177981356 26.63 -0.0695477 0.1966656  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
110976 127 127 830.9602005611205 45.77830177981356 27.85 -0.0418682 0.2224377  {'room_id': 215, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111104 127 127 830.9602005611205 45.77830177981356 28.76 -0.0649293 0.2114967  {'room_id': 56, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111232 127 127 830.9602005611205 45.77830177981356 28.04 -0.0685492 0.206396  {'room_id': 166, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111360 127 127 830.9602005611205 45.77830177981356 29.67 -0.0496382 0.2102007  {'room_id': 199, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111488 127 127 830.9602005611205 45.77830177981356 28.71 -0.0333262 0.2087034  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111616 127 127 830.9602005611205 45.77830177981356 30.85 -0.0701048 0.1893793  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111744 127 127 830.9602005611205 45.77830177981356 30.01 -0.0220498 0.2194437  {'room_id': 52, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
111872 127 127 830.9602005611205 45.77830177981356 30.86 -0.0435017 0.2085266  {'room_id': 194, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
112000 127 127 830.9602005611205 45.77830177981356 30.95 -0.0214852 0.2037528  {'room_id': 164, 'explored_rooms': 153, 'raw_score': 830.9602005611205} 
112128 128 128 851.8641805050084 47.30047160183221 31.02 -0.0554264 0.1844526  {'room_id': 227, 'explored_rooms': 153, 'raw_score': 851.8641805050084} 
112256 128 128 851.8641805050084 47.30047160183221 32.57 -0.0535938 0.1892573  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 851.8641805050084} 
112384 128 128 851.8641805050084 47.30047160183221 30.99 -0.0358578 0.2218316  {'room_id': 214, 'explored_rooms': 153, 'raw_score': 851.8641805050084} 
112512 128 128 851.8641805050084 47.30047160183221 31.57 -0.0655033 0.1901611  {'room_id': 199, 'explored_rooms': 153, 'raw_score': 851.8641805050084} 
112640 128 128 851.8641805050084 47.30047160183221 29.91 -0.0705431 0.2066477  {'room_id': 194, 'explored_rooms': 153, 'raw_score': 851.8641805050084} 
112768 129 129 842.6777624545076 45.97042444164899 29.86 -0.0872785 0.2072863  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
112896 129 129 842.6777624545076 45.97042444164899 28.72 -0.0533019 0.1862205  {'room_id': 165, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113024 129 129 842.6777624545076 45.97042444164899 27.96 -0.0319228 0.2138262  {'room_id': 69, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113152 129 129 842.6777624545076 45.97042444164899 28.75 -0.0591053 0.2034355  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113280 129 129 842.6777624545076 45.97042444164899 27.81 -0.065298 0.1987633  {'room_id': 6, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113408 129 129 842.6777624545076 45.97042444164899 28.83 -0.0433041 0.2193431  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113536 129 129 842.6777624545076 45.97042444164899 29.22 -0.0440551 0.2090692  {'room_id': 54, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113664 129 129 842.6777624545076 45.97042444164899 29.13 -0.0404048 0.2141595  {'room_id': 209, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113792 129 129 842.6777624545076 45.97042444164899 28.2 -0.0409449 0.1890499  {'room_id': 7, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
113920 129 129 842.6777624545076 45.97042444164899 28.6 -0.0227678 0.1767502  {'room_id': 102, 'explored_rooms': 153, 'raw_score': 842.6777624545076} 
114048 130 130 853.4099862090569 47.173381997484086 28.99 -0.0093969 0.2045911  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114176 130 130 853.4099862090569 47.173381997484086 29.14 -0.0427229 0.2162198  {'room_id': 230, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114304 130 130 853.4099862090569 47.173381997484086 27.85 -0.0572727 0.1968308  {'room_id': 213, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114432 130 130 853.4099862090569 47.173381997484086 27.75 0.0030204 0.2025544  {'room_id': 166, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114560 130 130 853.4099862090569 47.173381997484086 26.77 -0.0129148 0.2476008  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114688 130 130 853.4099862090569 47.173381997484086 28.05 -0.0312091 0.215026  {'room_id': 23, 'explored_rooms': 153, 'raw_score': 853.4099862090569} 
114816 131 131 816.0689875881512 45.45604379773568 28.67 -0.0364191 0.2035819  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
114944 131 131 816.0689875881512 45.45604379773568 28.03 -0.0274399 0.2138537  {'room_id': 214, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115072 131 131 816.0689875881512 45.45604379773568 27.81 -0.059657 0.1913454  {'room_id': 4, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115200 131 131 816.0689875881512 45.45604379773568 27.46 -0.0067667 0.1756263  {'room_id': 71, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115328 131 131 816.0689875881512 45.45604379773568 28.18 -0.0360783 0.2166398  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115456 131 131 816.0689875881512 45.45604379773568 27.33 -0.0401465 0.223861  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115584 131 131 816.0689875881512 45.45604379773568 27.24 -0.0429253 0.2117786  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115712 131 131 816.0689875881512 45.45604379773568 28.12 -0.0433762 0.2110556  {'room_id': 120, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115840 131 131 816.0689875881512 45.45604379773568 27.88 -0.0660436 0.1718841  {'room_id': 2, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
115968 131 131 816.0689875881512 45.45604379773568 28.55 -0.0422727 0.2027912  {'room_id': 104, 'explored_rooms': 153, 'raw_score': 816.0689875881512} 
116096 132 132 833.4620888293362 46.71043941796212 29.03 -0.0713937 0.2557498  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116224 132 132 833.4620888293362 46.71043941796212 29.06 -0.0701277 0.233941  {'room_id': 16, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116352 132 132 833.4620888293362 46.71043941796212 28.77 -0.0820153 0.1877799  {'room_id': 152, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116480 132 132 833.4620888293362 46.71043941796212 28.84 -0.0857185 0.1931286  {'room_id': 246, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116608 132 132 833.4620888293362 46.71043941796212 29.05 -0.0234979 0.213194  {'room_id': 52, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116736 132 132 833.4620888293362 46.71043941796212 30.17 -0.0643877 0.2158441  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116864 132 132 833.4620888293362 46.71043941796212 30.78 -0.0396553 0.2143157  {'room_id': 184, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
116992 132 132 833.4620888293362 46.71043941796212 30.14 -0.0557245 0.2088434  {'room_id': 114, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117120 132 132 833.4620888293362 46.71043941796212 30.86 -0.03163 0.1803767  {'room_id': 229, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117248 132 132 833.4620888293362 46.71043941796212 32.63 -0.0507921 0.1918106  {'room_id': 184, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117376 132 132 833.4620888293362 46.71043941796212 31.77 -0.0328464 0.2307848  {'room_id': 150, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117504 132 132 833.4620888293362 46.71043941796212 31.91 0.007351 0.2075319  {'room_id': 37, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117632 132 132 833.4620888293362 46.71043941796212 31.64 -0.0452645 0.2351134  {'room_id': 6, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
117760 132 132 833.4620888293362 46.71043941796212 30.61 -0.0760019 0.1989818  {'room_id': 242, 'explored_rooms': 153, 'raw_score': 833.4620888293362} 
