128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
12032 18 18 295.2264776426947 19.732214050586567 39.62 -0.04986 0.1549558  {'room_id': 87, 'explored_rooms': 153, 'raw_score': 295.2264776426947} 
12160 19 19 293.70382987842527 19.558992645527912 39.83 -0.0380513 0.1571912  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 293.70382987842527} 
12288 19 19 293.70382987842527 19.558992645527912 38.2 -0.0393348 0.1436636  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 293.70382987842527} 
12416 19 19 293.70382987842527 19.558992645527912 38.64 -0.0512761 0.125236  {'room_id': 199, 'explored_rooms': 153, 'raw_score': 293.70382987842527} 
12544 19 19 293.70382987842527 19.558992645527912 40.71 -0.0126878 0.1646997  {'room_id': 87, 'explored_rooms': 153, 'raw_score': 293.70382987842527} 
12672 19 19 293.70382987842527 19.558992645527912 42.67 -0.0352972 0.1464532  {'room_id': 82, 'explored_rooms': 153, 'raw_score': 293.70382987842527} 
12800 20 20 300.83344689058276 19.80309338097512 40.82 -0.0225171 0.1590208  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 300.83344689058276} 
12928 20 20 300.83344689058276 19.80309338097512 42.4 -0.0172653 0.1669211  {'room_id': 96, 'explored_rooms': 153, 'raw_score': 300.83344689058276} 
13056 20 20 300.83344689058276 19.80309338097512 42.17 -0.0498374 0.1690009  {'room_id': 39, 'explored_rooms': 153, 'raw_score': 300.83344689058276} 
13184 20 20 300.83344689058276 19.80309338097512 40.92 -0.0794355 0.156642  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 300.83344689058276} 
13312 20 20 300.83344689058276 19.80309338097512 41.1 -0.0089105 0.1382982  {'room_id': 99, 'explored_rooms': 153, 'raw_score': 300.83344689058276} 
13440 21 21 311.7501022015245 20.222784042877606 39.91 0.0025324 0.1402792  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
13568 21 21 311.7501022015245 20.222784042877606 37.56 -0.0147049 0.1459898  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
