0 0.0 0.0 0.0 0.34 0.0170308 0.0 0.0001121 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
189184 129.99219 0.0 0.0 4.7 0.017644 0.0101244 0.0005072 0.0009432 -0.0049346 0.0119586 0.688499 0.9724224 0.1899644 0.0306149 0.9132678 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00266} 
189312 130.08594 0.0 0.0 4.63 0.0170131 0.0096191 0.0004961 0.0009262 -0.0045812 0.0116814 0.6894638 0.9670427 0.1832368 0.0292904 0.9139035 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00261} 
189440 130.16406 0.0 0.0 4.83 0.0171107 0.0089194 0.0005022 0.0009554 -0.0048971 0.0112482 0.6889365 0.9675652 0.1605894 0.029191 0.9255898 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00249} 
189568 130.29688 0.0 0.0 4.86 0.0177638 0.012169 0.0004934 0.0009365 -0.0034937 0.0132323 0.6907889 0.9624143 0.146494 0.0297582 0.9335885 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00253} 
189696 130.35156 0.0 0.0 4.75 0.0185739 0.0124995 0.0004928 0.0009263 -0.0033382 0.0125782 0.6898004 0.9571153 0.1593016 0.0304436 0.9263432 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0025} 
189824 130.42188 0.0 0.0 4.87 0.0182118 0.0109272 0.0004753 0.0008989 -0.0029797 0.0120876 0.6871906 0.9580247 0.1730015 0.0310644 0.919919 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00245} 
189952 130.49219 0.0 0.0 4.91 0.0178812 0.01253 0.0004491 0.0008589 -0.0036334 0.011437 0.6867408 0.9553195 0.1726194 0.0305405 0.9205692 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00256} 
190080 130.53125 0.0 0.0 4.95 0.0193484 0.0126109 0.0004599 0.0008415 -0.003546 0.0114477 0.6864201 0.9529318 0.1779168 0.0315599 0.9202001 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00256} 
190208 130.57812 0.0 0.0 4.78 0.0186129 0.0105353 0.0004477 0.0008266 -0.003646 0.0116465 0.6892103 0.954408 0.1941318 0.0314398 0.9101242 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00262} 
190336 130.61719 0.0 0.0 4.6 0.0185744 0.0105821 0.0004645 0.0008945 -0.0036599 0.0119307 0.6874733 0.9588097 0.2102035 0.0310702 0.901804 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00259} 
190464 130.67969 0.0 0.0 4.82 0.0184594 0.0105391 0.0004433 0.000887 -0.0033135 0.0123358 0.6901523 0.960093 0.219306 0.0312049 0.8960928 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0026} 
190592 130.72656 0.0 0.0 4.78 0.018481 0.0105579 0.0004237 0.0008366 -0.0041891 0.0119718 0.6903744 0.9589794 0.2178346 0.0310715 0.8985661 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00252} 
190720 130.76562 0.0 0.0 4.78 0.0189165 0.0106883 0.0004182 0.0008038 -0.0037158 0.0108077 0.689403 0.9491198 0.2023342 0.0307136 0.9046995 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00254} 
190848 130.8125 0.0 0.0 4.76 0.0189521 0.0110741 0.0004054 0.0007808 -0.004364 0.0116488 0.6876507 0.9527652 0.2063117 0.0302551 0.9009314 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00253} 
190976 130.89062 0.0 0.0 4.84 0.017591 0.0097555 0.0004056 0.0008202 -0.0030075 0.0120414 0.6859382 0.9481893 0.1945758 0.0296999 0.9067386 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00263} 
191104 130.9375 0.0 0.0 4.77 0.0169074 0.0082878 0.0003726 0.0007199 -0.0036016 0.010221 0.6888469 0.9410308 0.1965935 0.0293807 0.9064668 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00263} 
191232 130.99219 0.0 0.0 4.84 0.017992 0.0100062 0.0004204 0.0008228 -0.0016101 0.0108236 0.6849701 0.9393074 0.1925481 0.0305247 0.9095398 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00274} 
191360 131.0625 0.0 0.0 4.8 0.0178975 0.0097618 0.0004454 0.0008953 -0.00313 0.0108856 0.6896205 0.9350698 0.187744 0.0302974 0.9126834 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00274} 
191488 131.07812 0.0 0.0 4.89 0.0180131 0.0117308 0.0004131 0.0007911 -0.0026144 0.010881 0.683324 0.9379061 0.2041566 0.0299387 0.9054693 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00274} 
191616 131.17188 0.0 0.0 4.98 0.0178221 0.0099564 0.0004672 0.000955 -0.0030524 0.0130263 0.6850468 0.9495781 0.2085039 0.0296579 0.9048704 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00282} 
191744 131.21875 0.0 0.0 5.17 0.0175604 0.0094854 0.0004576 0.0009187 -0.0036733 0.0100226 0.6869994 0.9557021 0.196812 0.0290457 0.9094625 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00283} 
191872 131.33594 0.0 0.0 4.94 0.0175252 0.0096813 0.0004777 0.0009678 -0.0034003 0.01254 0.689616 0.9601447 0.2014863 0.0291746 0.9062771 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00285} 
192000 131.41406 0.0 0.0 5.04 0.017244 0.0116488 0.0004829 0.0009736 -0.0039795 0.0112438 0.688329 0.9575724 0.2087755 0.0286806 0.9007302 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00275} 
192128 131.44531 0.0 0.0 4.96 0.0178234 0.0121673 0.0004687 0.0009185 -0.0040407 0.0099793 0.6856635 0.9508522 0.2011552 0.0290913 0.9060674 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00274} 
192256 131.51562 0.0 0.0 5.15 0.0173531 0.0104798 0.00046 0.0009154 -0.0028481 0.0116649 0.6908807 0.9561398 0.2004481 0.0293442 0.9071474 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.0027} 
192384 131.60938 0.0 0.0 5.12 0.0179101 0.0094632 0.0004851 0.0009697 -0.0038196 0.0125952 0.6857706 0.9558923 0.198145 0.0289725 0.9076852 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00267} 
192512 131.74219 0.0 0.0 5.1 0.0169957 0.0100235 0.0004588 0.0009478 -0.003044 0.0134312 0.6889468 0.9479179 0.1881619 0.0289838 0.9146732 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00264} 
192640 131.82812 0.0 0.0 5.23 0.0180095 0.0114994 0.0004677 0.0009244 -0.0045079 0.0128264 0.6912478 0.9398016 0.180687 0.0291202 0.9181778 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00258} 
192768 131.875 0.0 0.0 5.2 0.0178999 0.0139508 0.0004461 0.0008803 -0.0034648 0.0119115 0.6927035 0.9371775 0.177129 0.0293481 0.9193981 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00268} 
192896 131.91406 0.0 0.0 5.14 0.0168339 0.008645 0.0004349 0.0008823 -0.0052733 0.00936 0.6897425 0.9375881 0.2082338 0.0290092 0.9080419 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00272} 
193024 131.98438 0.0 0.0 5.32 0.0177167 0.0107268 0.0004825 0.0009712 -0.0046808 0.010962 0.6926871 0.9548276 0.2133368 0.0296363 0.9037655 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00271} 
193152 132.0625 0.0 0.0 5.25 0.01688 0.010509 0.0004624 0.0009339 -0.0032317 0.0123503 0.696262 0.9542931 0.2182657 0.0294772 0.9022592 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00277} 
193280 132.14844 0.0 0.0 5.23 0.0175679 0.0134778 0.0004795 0.000981 -0.003333 0.0146361 0.7061117 0.9690448 0.2307373 0.0297728 0.8952227 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00274} 
193408 132.23438 0.0 0.0 5.2 0.0171538 0.0116011 0.0004688 0.0009542 -0.003059 0.0129879 0.7152744 0.9777809 0.2388138 0.0294344 0.8894261 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00275} 
193536 132.33594 0.0 0.0 5.18 0.0172196 0.0131426 0.0004676 0.0009896 -0.0035414 0.0141776 0.7297651 0.9828748 0.2441353 0.0290892 0.8871321 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00269} 
193664 132.39062 0.0 0.0 5.22 0.0179623 0.0164018 0.000474 0.0010084 -0.0036595 0.0124007 0.7334783 0.9856224 0.2435712 0.0298798 0.8876096 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00275} 
193792 132.49219 0.0 0.0 5.2 0.0174139 0.0146678 0.0004919 0.0010342 -0.0031983 0.0145183 0.7383907 0.9929445 0.259578 0.0294212 0.8809279 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00275} 
193920 132.54688 0.0 0.0 5.15 0.0166057 0.0137673 0.0004715 0.0010022 -0.0037983 0.0120097 0.7516301 1.0064506 0.2692223 0.0286896 0.8727388 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00276} 
194048 132.61719 0.0 0.0 5.18 0.0162717 0.0134672 0.0004321 0.000921 -0.0059317 0.0106523 0.7671352 1.0078278 0.270291 0.0279246 0.8700522 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.0028} 
194176 132.70312 0.0 0.0 5.09 0.0159763 0.0109671 0.0004644 0.0009798 -0.0050013 0.0118806 0.7514866 1.0033395 0.2873172 0.0273054 0.8616906 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00268} 
194304 132.73438 0.0 0.0 5.04 0.016969 0.0126228 0.0004881 0.0009822 -0.0032452 0.0112763 0.7373299 1.0071419 0.2757061 0.028004 0.866173 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00265} 
194432 132.78906 0.0 0.0 5.08 0.0163319 0.0114623 0.0004485 0.0008944 -0.0039674 0.0116983 0.7314483 0.9870969 0.2849163 0.0282174 0.8635207 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0027} 
194560 132.83594 0.0 0.0 5.07 0.0166563 0.0097613 0.0004502 0.0009072 -0.0044646 0.0106817 0.7247689 0.9785104 0.2828395 0.0283782 0.8651971 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00277} 
194688 132.90625 0.0 0.0 4.94 0.0164916 0.0094442 0.0004274 0.0008597 -0.0030242 0.0116367 0.7296766 0.975074 0.2681374 0.0277129 0.8692549 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00285} 
194816 132.94531 0.0 0.0 5.11 0.0163965 0.0113289 0.0004047 0.0008617 -0.0009028 0.0108199 0.7289507 0.9747112 0.2486803 0.0280451 0.8795729 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00285} 
194944 132.96094 0.0 0.0 5.03 0.0165489 0.012 0.0003764 0.0007818 -0.0028874 0.0103406 0.7319784 0.9688714 0.2360434 0.0289805 0.8876611 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00279} 
195072 133.03125 0.0 0.0 5.2 0.0174682 0.0128664 0.0004032 0.0008633 -0.0027342 0.0117916 0.7382589 0.974445 0.2594775 0.0285576 0.8740832 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00286} 
195200 133.07812 0.0 0.0 4.98 0.0171505 0.0112678 0.0003693 0.0007982 -0.0037006 0.0101295 0.7427089 0.9637665 0.2349381 0.0283165 0.8880556 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0029} 
195328 133.10156 0.0 0.0 5.0 0.0168043 0.0104671 0.0003565 0.0007808 -0.0021704 0.0095559 0.7429575 0.9663199 0.2201785 0.0274172 0.8943354 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00289} 
195456 133.125 0.0 0.0 4.93 0.0177213 0.0129051 0.0003525 0.0007538 -0.002702 0.0103616 0.7475434 0.9646003 0.2309837 0.0285329 0.8889029 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00288} 
195584 133.1875 0.0 0.0 4.84 0.0195113 0.015609 0.0003947 0.0008709 -0.0023245 0.0140618 0.7355381 0.9540368 0.2119338 0.0303363 0.9000236 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00289} 
195712 133.24219 0.0 0.0 4.97 0.0183704 0.0133793 0.0003846 0.0008461 -0.0014078 0.0123889 0.7360467 0.9536763 0.197132 0.029506 0.9061075 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00287} 
195840 133.26562 0.0 0.0 4.92 0.018656 0.0131416 0.0003772 0.000837 -0.0021138 0.0124649 0.7281789 0.946186 0.1899948 0.0298825 0.9090498 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00287} 
195968 133.3125 0.0 0.0 4.93 0.018307 0.0118221 0.0003744 0.0008284 -0.0020334 0.0124084 0.7274896 0.9513028 0.1976197 0.0299504 0.9074121 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00289} 
196096 133.35156 0.0 0.0 4.92 0.0185933 0.0148961 0.0003671 0.0007934 -0.0034306 0.0130743 0.7301319 0.9473152 0.209278 0.0309254 0.9002949 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00283} 
196224 133.39062 0.0 0.0 4.93 0.0185188 0.0145008 0.0003515 0.000762 -0.001071 0.0127871 0.7323224 0.9413753 0.2174849 0.029663 0.8959252 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00288} 
196352 133.40625 0.0 0.0 4.84 0.0195754 0.0197375 0.0003449 0.0007434 -0.0015778 0.0136806 0.7326289 0.9505301 0.2089806 0.0290068 0.9003468 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00284} 
196480 133.47656 0.0 0.0 4.81 0.0186736 0.0152089 0.0003693 0.0007935 -0.0021677 0.0159896 0.7265458 0.9465775 0.2058713 0.0297163 0.9024101 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00279} 
196608 133.54688 0.0 0.0 4.87 0.0194155 0.0149894 0.0003889 0.0008771 -0.0019282 0.0177951 0.7271595 0.9468754 0.2107009 0.0307043 0.9007431 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00277} 
196736 133.58594 0.0 0.0 4.8 0.019195 0.0161169 0.0003923 0.0008737 -0.0021597 0.014155 0.722121 0.9438609 0.2014302 0.0297263 0.9055366 {} {'explored_rooms_count': 153, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0027} 
196864 133.60156 0.0 0.0 4.73 0.0189725 0.0143908 0.000348 0.0007513 -0.0030201 0.0121454 0.7263527 0.9409771 0.2022881 0.0297585 0.9047671 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00267} 
196992 133.66406 0.0 0.0 4.74 0.0173878 0.013543 0.0003464 0.0007527 -0.0029645 0.0130905 0.7309775 0.9431101 0.1992368 0.0283201 0.9043463 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00264} 
197120 133.70312 0.0 0.0 4.76 0.0181205 0.0136288 0.0003473 0.0007993 -0.0025968 0.0148933 0.7366184 0.9432684 0.219043 0.0287666 0.8947676 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00261} 
197248 133.75 0.0 0.0 4.84 0.0183742 0.0125232 0.0003247 0.0007677 -0.0022838 0.0129395 0.7447978 0.9506885 0.1970092 0.0293143 0.9092428 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00266} 
197376 133.77344 0.0 0.0 4.66 0.0180084 0.0119253 0.0003422 0.0008118 -0.0003812 0.0125023 0.7498862 0.9517539 0.2090225 0.0292525 0.9057616 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00264} 
197504 133.78906 0.0 0.0 4.76 0.0174496 0.0123104 0.0003103 0.0007159 -0.0019379 0.0108445 0.7520448 0.9462555 0.2050002 0.0285202 0.9050508 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00265} 
197632 133.79688 0.0 0.0 4.76 0.0167418 0.0149239 0.0003081 0.0007289 -0.0017929 0.0119337 0.7584591 0.9572516 0.211315 0.0277502 0.9000187 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00264} 
197760 133.84375 0.0 0.0 4.79 0.0171127 0.0145467 0.0003203 0.0007687 -0.0024137 0.012844 0.7574926 0.974192 0.2194425 0.0273483 0.8945753 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00261} 
197888 133.90625 0.0 0.0 4.78 0.0169414 0.0162091 0.0003104 0.0007732 -0.0017215 0.0140395 0.7518391 0.9639249 0.2031218 0.0272189 0.9025269 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00267} 
198016 133.95312 0.0 0.0 4.67 0.0179004 0.0157406 0.0002859 0.0006674 -0.0011857 0.0125748 0.7491459 0.9513625 0.1970372 0.0272278 0.9059217 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00266} 
198144 133.96094 0.0 0.0 4.76 0.0170652 0.0148419 0.0002712 0.0006275 -0.0013143 0.0101169 0.7503883 0.9459996 0.2090589 0.0278041 0.8980681 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00265} 
198272 133.98438 0.0 0.0 4.77 0.0174253 0.0167222 0.000283 0.0006706 -0.001437 0.0122831 0.7440614 0.9494364 0.2135003 0.0279706 0.8958148 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00264} 
198400 134.03906 0.0 0.0 4.75 0.0172704 0.0170703 0.00027 0.0006707 -0.0002073 0.0134127 0.7464282 0.9475779 0.1989568 0.0278104 0.9009105 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00261} 
198528 134.07812 0.0 0.0 4.73 0.017802 0.0180763 0.0002753 0.0006447 -0.0013629 0.0119765 0.7448272 0.9514514 0.188969 0.0281764 0.9071099 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00257} 
198656 134.09375 0.0 0.0 4.77 0.0164958 0.0131902 0.0002616 0.0006251 -0.001153 0.0119158 0.7477696 0.9531379 0.2000784 0.0281006 0.9032731 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00256} 
198784 134.14062 0.0 0.0 4.67 0.0176687 0.017656 0.0002685 0.0006426 -0.0027922 0.0165559 0.7434378 0.9499641 0.2054188 0.028733 0.9004203 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00255} 
198912 134.15625 0.0 0.0 4.74 0.0180507 0.01908 0.0002637 0.0006086 -0.0020474 0.015714 0.7403556 0.9506711 0.2092216 0.0301607 0.897748 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00257} 
199040 134.16406 0.0 0.0 4.84 0.0188285 0.0175843 0.0002468 0.0005705 -0.0011462 0.0136757 0.7415445 0.9497922 0.2015045 0.0297201 0.9025826 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00257} 
199168 134.1875 0.0 0.0 4.75 0.0170668 0.0133685 0.0002578 0.0006153 -0.0021156 0.0117292 0.7425797 0.9493876 0.1984857 0.0280649 0.9033687 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00259} 
199296 134.20312 0.0 0.0 4.67 0.0162879 0.0130927 0.0002515 0.0006326 -0.0015164 0.0116929 0.7496389 0.9461003 0.1922265 0.0278545 0.9054426 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00254} 
199424 134.22656 0.0 0.0 4.56 0.0188511 0.0185948 0.0002525 0.0006298 -0.0012989 0.0152057 0.7499623 0.9523239 0.2138507 0.0290466 0.8965938 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00255} 
199552 134.28906 0.0 0.0 4.74 0.0180378 0.0151095 0.0002543 0.0006763 -0.0038997 0.0154985 0.7468378 0.9528369 0.2152411 0.0287421 0.8969188 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00255} 
199680 134.29688 0.0 0.0 4.75 0.01834 0.0182108 0.000234 0.0005518 -0.0019798 0.0122264 0.7501791 0.9508869 0.2146563 0.028419 0.8952832 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00253} 
199808 134.3125 0.0 0.0 4.74 0.0187176 0.0173068 0.0002243 0.0005603 -0.0022821 0.0133603 0.748241 0.9504654 0.2225143 0.0282578 0.8901291 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00253} 
199936 134.34375 0.0 0.0 5.0 0.0200468 0.0237713 0.0002473 0.0006619 -0.0020402 0.0179834 0.7492158 0.9491436 0.2132897 0.029832 0.894738 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00253} 
200064 134.35938 0.0 0.0 4.72 0.0193153 0.0202477 0.0002657 0.0007048 -0.0024555 0.0163378 0.7423279 0.954663 0.2142879 0.0283568 0.893546 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00248} 
200192 134.39062 0.0 0.0 4.76 0.0205168 0.0226217 0.000278 0.0007517 -0.0027999 0.0223199 0.7431836 0.9526811 0.2170539 0.0305755 0.8938397 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00253} 
200320 134.41406 0.0 0.0 4.68 0.019995 0.0204724 0.0002806 0.0007197 -0.0012863 0.02152 0.7461395 0.9492873 0.2160838 0.0302753 0.8950309 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00248} 
200448 134.41406 0.0 0.0 4.62 0.0178828 0.0168974 0.0002485 0.0006535 -0.0015986 0.0184285 0.7385457 0.9604162 0.2537727 0.0290175 0.8743198 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00248} 
200576 134.46094 0.0 0.0 4.74 0.0174136 0.0163383 0.0002525 0.0006671 -0.0026749 0.0197624 0.7422302 0.9567358 0.2390109 0.0273123 0.8796641 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00251} 
200704 134.5 0.0 0.0 4.85 0.0181927 0.0197495 0.0002736 0.0007555 -0.0015978 0.0190218 0.7517646 0.9572329 0.2452316 0.0271845 0.8752647 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0025} 
200832 134.51562 0.0 0.0 4.76 0.0181158 0.0209376 0.0002466 0.0006594 -0.0020955 0.0194386 0.7551679 0.9596413 0.2583903 0.027825 0.8713249 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00249} 
200960 134.53906 0.0 0.0 4.78 0.0217022 0.0259218 0.0002507 0.0006808 -0.0030807 0.0232861 0.7509713 0.9622178 0.2653086 0.0313886 0.8709643 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00252} 
201088 134.58594 0.0 0.0 4.82 0.0228622 0.0246124 0.0002593 0.0007124 -0.0022823 0.0267427 0.7509571 0.9705974 0.2525874 0.0351529 0.8797332 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00246} 
201216 134.60156 0.0 0.0 4.69 0.0229459 0.0241178 0.0002583 0.0007008 -0.0012658 0.0236981 0.7491432 0.9626977 0.2447387 0.0356291 0.8806572 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00247} 
201344 134.64062 0.0 0.0 4.67 0.0249267 0.0320662 0.0002692 0.0006935 -0.001962 0.0329849 0.746198 0.9600805 0.2482827 0.037021 0.878609 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00246} 
201472 134.65625 0.0 0.0 4.78 0.0238035 0.0238261 0.0002656 0.0006898 -0.0041581 0.0279254 0.7468523 0.9587831 0.2415081 0.0364776 0.8826345 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00245} 
201600 134.69531 0.0 0.0 4.81 0.0266056 0.0237667 0.0002782 0.0007311 -0.0018843 0.0276652 0.749963 0.966508 0.2337109 0.0373916 0.8879674 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00244} 
201728 134.71094 0.0 0.0 4.62 0.0228123 0.0196552 0.0002574 0.0006615 -0.0011554 0.0256974 0.7555072 0.9676983 0.2387504 0.0371508 0.8867653 {} {'explored_rooms_count': 154, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00245} 
